station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],유분[mg/L]
양양연안1_연안,2009-02-01,128.7502778,38.0125,32.0,223.063,34.1,6.94,0.35,5.0,7.76168,7.96,473.259,5.415,42.068,167.253,,188.833,0.650667,16.165,45.139,
양양연안1_연안,2009-05-01,128.7502778,38.0125,31.0,355.125,34.0,11.6,2.02,6.6,9.13582,8.14,160.683,0.93,10.448,0.219,,2.585,0.474453,1.436,20.836,
양양연안1_연안,2009-08-01,128.7502778,38.0125,30.0,176.084,33.67,10.04,0.92,4.2,9.18855,8.16,98.6,0.717,13.6049,1.92666,,4.27166,0.554667,1.628,31.4594,
양양연안1_연안,2009-11-01,128.7502778,38.0125,27.0,229.0,33.66,8.8,0.516,1.8,7.62207,8.04,319.0,5.0,18.0,113.0,,130.0,0.336,12.0,21.0,
양양연안2_연안,2009-02-01,128.8016667,37.94972222,28.0,281.335,34.15,7.32,0.32,4.4,7.68418,8.06,476.52,5.035,37.541,179.001,,194.893,0.858667,10.857,56.7671,
양양연안2_연안,2009-05-01,128.8016667,37.94972222,30.0,244.812,33.98,9.07,1.468,6.4,9.21742,8.12,198.872,2.114,6.253,1.621,,6.642,0.391253,2.907,21.529,
양양연안2_연안,2009-08-01,128.8016667,37.94972222,28.0,223.42,33.55,11.42,1.06,2.8,9.1245,8.18,104.162,0.664,16.192,2.82092,,7.59292,0.682667,4.108,30.4764,
양양연안2_연안,2009-11-01,128.8016667,37.94972222,27.0,243.0,34.11,7.9,0.436,4.2,7.03208,8.0,393.0,6.0,22.0,153.0,,170.0,0.256,11.0,26.0,
양양연안3_연안,2009-02-01,128.7086111,38.08111111,57.0,262.241,34.06,3.39,0.1538,3.6,8.75037,8.13,516.545,3.937,36.839,205.351,,212.551,0.554667,3.263,49.535,
양양연안3_연안,2009-05-01,128.7086111,38.08111111,56.0,172.927,33.98,8.2,1.13,1.2,9.02529,8.09,242.413,3.014,6.382,60.297,,71.851,0.308053,8.54,33.644,
양양연안3_연안,2009-08-01,128.7086111,38.08111111,57.0,235.639,33.57,8.22,0.966,3.2,9.04501,8.16,133.721,1.76,20.6052,1.32432,,31.9803,0.810667,28.896,30.8696,
양양연안3_연안,2009-11-01,128.7086111,38.08111111,52.0,287.0,34.01,4.54,0.272,3.2,7.74964,7.99,459.0,4.0,33.0,195.0,,209.0,0.144,10.0,53.0,
양양연안4_연안,2009-02-01,128.7130556,38.05194444,33.0,223.56,34.1,6.67,0.33,1.2,7.53234,8.03,470.372,4.91,40.139,169.609,,177.849,0.874667,3.33,67.0743,
양양연안4_연안,2009-05-01,128.7130556,38.05194444,33.0,140.7,33.99,11.09,1.552,6.4,9.13722,8.13,183.589,1.83,4.033,1.487,,7.046,0.491093,3.729,20.087,
양양연안4_연안,2009-08-01,128.7130556,38.05194444,31.0,239.816,33.28,10.34,1.126,3.6,9.91698,8.17,99.23,0.699,15.5833,2.26514,,38.8511,0.714667,35.887,19.4668,
양양연안4_연안,2009-11-01,128.7130556,38.05194444,34.0,280.0,33.9,8.63,0.408,4.8,6.84073,8.0,431.0,7.0,27.0,178.0,,198.0,0.368,13.0,47.0,
여수연안1_연안,2009-02-01,127.7661111,34.73555556,10.0,542.4,33.22,6.49,1.99,17.2,12.31,8.26,82.0,2.0,12.0,84.0,,111.0,1.02,25.0,33.0,
여수연안1_연안,2009-05-01,127.7661111,34.73555556,8.0,475.0,33.51,16.71,4.31,116.8,8.04,8.07,120.0,2.0,4.0,31.0,,40.0,0.51,7.0,28.0,
여수연안1_연안,2009-08-01,127.7661111,34.73555556,14.0,607.0,29.29,24.62,7.13,13.2,5.95,8.01,409.0,10.0,11.0,98.0,,130.0,1.36,22.0,42.0,
여수연안1_연안,2009-11-01,127.7661111,34.73555556,12.0,303.0,32.39,14.55,2.44,8.8,8.18,7.89,693.0,54.0,34.0,134.0,,206.0,0.54,18.0,48.0,
여수연안2_연안,2009-02-01,127.7613889,34.76277778,8.8,569.4,32.94,7.16,2.24,11.6,9.33,8.33,76.0,2.0,13.0,40.0,,61.0,0.56,19.0,23.0,
여수연안2_연안,2009-05-01,127.7613889,34.76277778,10.0,486.0,,15.88,5.33,29.2,8.12,8.03,97.0,3.0,9.0,52.0,,71.0,1.41,16.0,27.0,
여수연안2_연안,2009-08-01,127.7613889,34.76277778,14.0,587.0,29.85,23.94,2.25,86.8,5.24,8.01,569.0,11.0,19.0,78.0,,148.0,0.99,59.0,45.0,
여수연안2_연안,2009-11-01,127.7613889,34.76277778,14.0,360.0,32.1,14.33,3.88,14.4,8.05,8.03,503.0,33.0,24.0,123.0,,169.0,0.77,13.0,64.0,
여수연안3_연안,2009-02-01,127.8052778,34.76444444,14.0,340.8,33.13,6.83,6.78,13.2,8.98,8.36,52.0,1.0,11.0,22.0,,35.0,0.82,12.0,26.0,
여수연안3_연안,2009-05-01,127.8052778,34.76444444,17.0,523.0,33.64,15.5,3.47,18.4,8.41,8.15,95.0,3.0,11.0,38.0,,57.0,0.75,16.0,16.0,
여수연안3_연안,2009-08-01,127.8052778,34.76444444,16.0,457.0,30.29,24.89,5.61,7.6,6.75,8.16,372.0,11.0,1.0,110.0,,137.0,1.22,16.0,35.0,
여수연안3_연안,2009-11-01,127.8052778,34.76444444,17.0,284.0,33.01,14.36,3.74,13.6,8.05,7.77,463.0,31.0,15.0,111.0,,149.0,0.61,7.0,44.0,
여수연안4_연안,2009-02-01,127.845,34.69055556,18.0,371.4,33.29,6.65,13.02,16.4,10.73,8.34,37.0,1.0,8.0,25.0,,39.0,0.9,13.0,36.0,
여수연안4_연안,2009-05-01,127.845,34.69055556,18.0,538.0,33.7,13.96,5.66,26.4,7.71,8.02,210.0,5.0,12.0,92.0,,109.0,0.48,12.0,18.0,
여수연안4_연안,2009-08-01,127.845,34.69055556,20.0,305.0,30.79,24.07,1.82,14.0,5.45,8.12,617.0,11.0,8.0,59.0,,86.0,0.88,16.0,27.0,
여수연안4_연안,2009-11-01,127.845,34.69055556,19.0,292.0,32.37,14.15,1.69,11.6,8.01,7.57,374.0,13.0,12.0,60.0,,88.0,0.54,15.0,34.0,
여수연안5_연안,2009-02-01,127.8069444,34.62,12.0,498.0,33.77,9.42,1.51,14.0,10.44,8.25,287.0,4.0,18.0,123.0,,140.0,0.36,13.0,25.0,
여수연안5_연안,2009-05-01,127.8069444,34.62,13.0,420.0,33.74,14.76,3.04,27.6,8.55,8.11,219.0,3.0,7.0,165.0,,178.0,0.43,10.0,25.0,
여수연안5_연안,2009-08-01,127.8069444,34.62,14.0,300.0,30.42,24.22,3.23,12.4,5.78,8.1,395.0,6.0,8.0,34.0,,58.0,0.91,18.0,25.0,
여수연안5_연안,2009-11-01,127.8069444,34.62,15.0,280.0,32.47,14.31,3.97,12.4,8.3,8.06,455.0,28.0,19.0,109.0,,150.0,0.56,13.0,37.0,
여수연안H1_항만,2009-02-01,127.7558333,34.74722222,6.2,395.4,33.0,6.62,2.42,8.4,9.71,8.3,74.0,2.0,12.0,37.0,,70.0,0.69,31.0,27.0,
여수연안H1_항만,2009-05-01,127.7558333,34.74722222,6.2,659.0,33.0,6.62,2.42,8.4,9.71,8.3,74.0,2.0,12.0,37.0,,70.0,0.69,31.0,27.0,
여수연안H1_항만,2009-08-01,127.7558333,34.74722222,10.0,296.0,29.3,23.99,2.73,8.0,5.19,7.99,548.0,11.0,20.0,102.0,,172.0,1.14,59.0,33.0,
여수연안H2_항만,2009-02-01,127.7527778,34.75138889,10.0,348.0,33.02,6.58,2.73,12.0,10.31,8.2,51.0,1.0,8.0,29.0,,51.0,0.67,21.0,22.0,
여수연안H2_항만,2009-08-01,127.7527778,34.75138889,9.0,590.0,29.67,23.86,2.27,11.6,4.78,8.01,602.0,11.0,29.0,92.0,,172.0,0.99,69.0,45.0,
여수연안H3_항만,2009-02-01,127.7572222,34.74305556,8.0,399.6,33.21,6.54,3.2,11.6,10.88,8.87,111.0,4.0,18.0,16.0,,34.0,0.97,14.0,27.0,
여수연안H3_항만,2009-08-01,127.7572222,34.74305556,10.0,574.0,29.84,23.45,3.85,44.8,4.61,7.84,831.0,11.0,27.0,78.0,,206.0,1.3,117.0,38.0,
여자만1_연안,2009-02-01,127.4877778,34.80416667,6.5,689.4,33.43,6.31,4.85,59.6,9.68,7.89,64.0,1.0,11.0,14.0,,31.0,0.81,16.0,31.0,
여자만1_연안,2009-05-01,127.4877778,34.80416667,7.0,659.0,33.49,20.98,3.58,122.8,6.95,7.9,952.0,4.0,18.0,84.0,,107.0,1.34,19.0,55.0,
여자만1_연안,2009-08-01,127.4877778,34.80416667,7.0,542.0,29.0,23.67,7.43,13.6,5.11,7.72,916.0,20.0,12.0,102.0,,235.0,1.37,113.0,46.0,
여자만1_연안,2009-11-01,127.4877778,34.80416667,8.0,388.0,31.41,15.09,2.84,35.2,7.41,7.86,1360.0,55.0,44.0,155.0,,259.0,1.14,49.0,86.0,
여자만2_연안,2009-02-01,127.4444444,34.76805556,5.0,699.0,33.52,6.48,3.29,37.6,9.71,7.82,135.0,1.0,14.0,13.0,,26.0,0.79,12.0,45.0,
여자만2_연안,2009-05-01,127.4444444,34.76805556,7.0,643.0,33.84,20.77,3.64,138.0,7.46,7.91,935.0,3.0,19.0,48.0,,66.0,0.97,15.0,35.0,
여자만2_연안,2009-08-01,127.4444444,34.76805556,5.0,368.0,28.31,23.84,6.95,33.2,7.08,8.01,850.0,14.0,3.0,67.0,,105.0,1.29,24.0,34.0,
여자만2_연안,2009-11-01,127.4444444,34.76805556,7.0,268.0,31.46,16.49,2.38,78.0,7.29,7.94,889.0,43.0,28.0,154.0,,218.0,0.77,21.0,55.0,
여자만3_연안,2009-02-01,127.5222222,34.6775,10.0,460.8,33.48,7.46,3.45,41.2,9.36,7.67,122.0,1.0,12.0,17.0,,35.0,0.68,17.0,24.0,
여자만3_연안,2009-05-01,127.5222222,34.6775,11.0,569.0,33.61,18.3,3.21,110.8,7.58,8.01,383.0,2.0,14.0,48.0,,65.0,0.66,15.0,35.0,
여자만3_연안,2009-08-01,127.5222222,34.6775,11.0,402.0,30.6,22.51,3.15,11.6,5.4,7.83,809.0,22.0,8.0,98.0,,154.0,1.03,34.0,36.0,
여자만3_연안,2009-11-01,127.5222222,34.6775,11.0,281.0,31.83,16.82,1.94,29.2,7.29,7.94,745.0,39.0,26.0,172.0,,226.0,0.26,15.0,54.0,
영일만10_연안,2009-02-01,129.48,36.07694444,27.0,199.959,34.33,10.66,2.1,2.4,8.41078,8.21,340.242,9.188,10.402,122.453,,136.181,0.677333,4.54,39.831,
영일만10_연안,2009-05-01,129.48,36.07694444,26.0,198.428,34.11,12.04,2.5,2.4,8.41634,8.13,95.056,6.775,12.018,60.442,,76.114,0.474667,8.897,45.38,
영일만10_연안,2009-08-01,129.48,36.07694444,26.0,140.116,31.98,21.9,3.24,3.8,7.49318,8.3,32.672,0.977,26.388,3.06876,,31.6088,1.98933,27.563,42.8622,
영일만10_연안,2009-11-01,129.48,36.07694444,26.0,206.0,33.16,13.76,1.12,5.4,7.95694,8.12,265.0,9.0,9.0,81.0,,116.0,0.698667,26.0,39.0,
영일만11_연안,2009-02-01,129.5127778,36.06555556,28.0,194.918,34.35,10.49,2.2,3.6,7.8092,8.26,284.366,9.022,8.691,61.59,,76.297,0.725333,5.685,17.483,
영일만11_연안,2009-05-01,129.5127778,36.06555556,28.0,207.13,34.14,11.43,2.46,2.6,8.4493,7.92,384.035,2.82836,38.248,112.382,,148.028,0.289067,32.8177,51.026,
영일만11_연안,2009-08-01,129.5127778,36.06555556,28.0,58.466,32.24,20.93,1.444,3.8,6.89119,8.22,101.64,0.883,29.736,7.00852,,8.90152,0.693333,1.01,37.1608,
영일만11_연안,2009-11-01,129.5127778,36.06555556,27.0,165.0,33.26,14.19,0.774,4.2,7.76559,8.13,236.0,9.0,11.0,74.0,,111.0,0.570667,28.0,15.0,
영일만12_연안,2009-02-01,129.4833333,36.13444444,33.0,272.212,34.3,10.83,0.986,2.8,7.9681,8.22,382.768,10.11,12.843,112.628,,126.999,0.725333,4.261,19.047,
영일만12_연안,2009-05-01,129.4833333,36.13444444,35.0,235.791,34.12,11.63,3.98,4.2,8.07313,8.09,187.256,5.875,15.966,89.116,,109.621,0.410667,14.63,31.956,
영일만12_연안,2009-08-01,129.4833333,36.13444444,34.0,300.762,34.05,14.21,0.914,3.8,5.72891,8.04,472.112,4.967,27.9098,138.768,,144.338,1.04533,0.603,37.554,
영일만12_연안,2009-11-01,129.4833333,36.13444444,33.0,158.0,33.45,16.74,0.788,3.4,7.82937,8.12,219.0,10.0,10.0,75.0,,108.0,0.682667,23.0,12.0,
영일만2_연안,2009-02-01,129.43,36.0125,12.0,171.469,34.3,10.4,2.12,3.2,8.65334,8.25,293.009,5.711,10.001,102.039,,119.263,0.72,11.513,26.462,
영일만2_연안,2009-05-01,129.43,36.0125,12.0,162.623,34.06,14.04,2.4,6.8,8.60977,8.16,91.424,1.011,4.732,8.791,,13.698,0.528,3.896,16.788,
영일만2_연안,2009-08-01,129.43,36.0125,13.0,391.775,31.4,21.13,8.98,6.6,8.45953,8.53,51.531,2.214,9.49606,32.5177,,48.9767,1.85067,14.245,32.8356,
영일만2_연안,2009-11-01,129.43,36.0125,13.0,421.0,32.81,14.28,2.78,3.6,8.10045,8.11,269.0,8.0,6.0,82.0,,112.0,0.677333,22.0,15.0,
영일만3_연안,2009-02-01,129.4383333,36.00777778,12.0,200.192,34.21,9.56,2.48,2.6,8.8123,8.26,294.897,6.334,10.163,103.204,,116.525,0.816,6.987,15.944,
영일만3_연안,2009-05-01,129.4383333,36.00777778,12.0,173.884,34.1,13.34,2.2,3.4,8.02423,8.12,161.404,1.629,7.026,12.288,,24.154,0.390187,10.237,22.221,
영일만3_연안,2009-08-01,129.4383333,36.00777778,12.0,301.902,31.42,21.03,5.092,6.0,5.94037,8.28,125.191,1.737,9.9526,11.2822,,52.0592,1.13067,39.04,53.282,
영일만3_연안,2009-11-01,129.4383333,36.00777778,11.0,465.0,33.13,14.41,3.08,2.0,8.03666,8.12,251.0,8.0,5.0,76.0,,109.0,0.448,25.0,16.0,
영일만4_연안,2009-02-01,129.4466667,36.00666667,14.0,144.892,34.36,10.48,2.8,6.4,8.58475,8.25,290.708,5.743,7.316,85.932,,111.218,0.944,19.543,13.056,
영일만4_연안,2009-05-01,129.4466667,36.00666667,14.0,176.196,34.21,13.33,3.92,6.6,7.32655,8.09,231.562,2.506,9.414,22.226,,47.103,0.474987,22.371,25.939,
영일만4_연안,2009-08-01,129.4466667,36.00666667,14.0,229.268,31.8,20.53,3.192,7.0,6.92222,8.33,39.366,0.267,10.5613,9.06668,,24.8767,0.954667,15.543,31.0662,
영일만4_연안,2009-11-01,129.4466667,36.00666667,14.0,216.0,33.29,11.9,2.82,4.0,8.2918,8.12,276.0,8.0,5.0,77.0,,118.0,0.672,33.0,39.0,
영일만5_연안,2009-02-01,129.4697222,36.02944444,19.0,213.481,34.29,9.88,1.774,5.8,8.41326,8.25,331.423,3.649,15.662,103.635,,116.742,0.949333,9.458,27.704,
영일만5_연안,2009-05-01,129.4697222,36.02944444,14.0,199.634,34.13,12.29,1.318,8.4,7.82603,8.1,281.735,4.648,14.399,56.504,,83.483,0.410667,22.331,30.104,
영일만5_연안,2009-08-01,129.4697222,36.02944444,20.0,210.442,32.82,18.39,1.584,4.0,6.98609,8.29,141.115,1.034,10.5613,7.21806,,22.2761,1.25333,14.024,74.3182,
영일만5_연안,2009-11-01,129.4697222,36.02944444,19.0,217.0,33.33,14.98,3.04,4.4,8.0845,8.13,236.0,8.0,4.0,67.0,,103.0,0.512,28.0,37.0,
영일만6_연안,2009-02-01,129.4511111,36.04055556,22.0,188.671,34.34,10.64,2.02,3.6,8.3,8.23,337.217,3.943,15.453,99.194,,109.243,0.661333,6.106,33.424,
영일만6_연안,2009-05-01,129.4511111,36.04055556,21.0,59.199,34.09,12.48,1.836,4.0,9.1215,8.19,37.498,0.736,3.232,1.592,,8.646,0.390187,6.318,24.097,
영일만6_연안,2009-08-01,129.4511111,36.04055556,22.0,184.973,32.17,21.74,3.6,2.6,6.46213,8.23,122.444,0.663,8.73516,15.2005,,19.9265,1.31733,4.063,68.6168,
영일만6_연안,2009-11-01,129.4511111,36.04055556,21.0,142.0,33.14,14.15,2.02,3.4,7.84532,8.12,232.0,9.0,4.0,67.0,,89.0,0.448,13.0,14.0,
영일만7_연안,2009-02-01,129.4319444,36.05333333,21.0,200.689,34.36,10.81,1.888,6.6,8.49762,8.24,325.781,8.612,4.298,85.563,,98.798,0.997333,4.623,20.004,
영일만7_연안,2009-05-01,129.4319444,36.05333333,21.0,179.289,34.08,12.46,2.32,7.6,9.20122,8.19,15.17,0.405,2.192,2.258,,35.909,0.602667,33.246,27.254,
영일만7_연안,2009-08-01,129.4319444,36.05333333,21.0,434.177,31.7,23.85,1.924,3.0,7.0741,8.28,27.573,0.328,10.1048,4.23854,,5.7815,1.71733,1.21496,32.4424,
영일만7_연안,2009-11-01,129.4319444,36.05333333,21.0,182.0,33.38,15.44,1.456,3.0,7.79748,8.12,237.0,10.0,5.0,69.0,,95.0,0.656,16.0,37.0,
영일만8_연안,2009-02-01,129.4186111,36.06027778,15.0,219.921,34.37,10.32,2.94,3.2,8.57152,8.26,295.84,4.385,10.213,85.657,,94.623,0.645333,4.581,17.468,
영일만8_연안,2009-05-01,129.4186111,36.06027778,14.0,148.373,34.13,13.41,1.176,3.0,9.28104,8.23,6.557,0.209,2.203,4.441,,13.063,0.356267,8.413,15.025,
영일만8_연안,2009-08-01,129.4186111,36.06027778,15.0,375.972,31.33,24.3,3.52,3.8,7.41207,8.31,19.563,0.059,17.1051,4.70784,,5.25084,2.16533,0.484,36.9642,
영일만8_연안,2009-11-01,129.4186111,36.06027778,15.0,167.0,33.36,15.88,1.328,3.4,7.63802,8.12,248.0,10.0,4.0,68.0,,97.0,0.752,19.0,35.0,
영일만9_연안,2009-02-01,129.45,36.08805556,23.0,221.639,34.38,10.89,2.34,5.8,8.52344,8.26,281.51,8.658,9.424,60.457,,74.368,0.805333,5.253,16.908,
영일만9_연안,2009-05-01,129.45,36.08805556,23.0,284.51,34.02,12.71,3.56,3.6,9.44901,8.2,23.046,0.553,2.182,8.737,,17.317,0.474667,8.027,44.911,
영일만9_연안,2009-08-01,129.45,36.08805556,23.0,198.859,31.92,23.19,1.96,4.8,6.82669,8.23,61.273,0.621,24.2575,4.5865,,6.2175,1.54133,1.01,32.0492,
영일만9_연안,2009-11-01,129.45,36.08805556,22.0,204.0,33.4,16.0,1.382,3.6,7.87721,8.13,242.0,8.0,6.0,64.0,,91.0,0.474667,19.0,34.0,
영일만H1_항만,2009-02-01,129.3777778,36.05,8.6,178.079,34.04,9.3,2.22,8.2,7.96711,8.16,354.472,10.345,44.676,131.852,,150.208,0.949333,8.011,55.7533,
영일만H1_항만,2009-05-01,129.3777778,36.05,8.6,178.079,34.04,9.3,2.22,8.2,7.96711,8.16,354.472,10.345,44.676,131.852,,150.208,2.37333,8.011,55.7533,
영일만H1_항만,2009-08-01,129.3777778,36.05,8.0,534.285,29.65,24.7,13.7,10.8,5.86098,8.2,301.398,10.337,45.5627,46.0271,,161.775,1.84,105.411,67.044,
영일만H2_항만,2009-02-01,129.4133333,36.02388889,13.0,385.0,34.26,9.76,1.562,5.6,8.52245,8.23,381.717,9.868,44.574,189.558,,306.498,0.773333,107.072,46.6289,
영일만H2_항만,2009-05-01,129.4133333,36.02388889,13.0,184.78,34.26,9.76,1.562,5.6,8.52245,8.23,381.717,9.868,44.574,189.558,,153.249,1.93333,107.072,46.6289,
영일만H2_항만,2009-08-01,129.4133333,36.02388889,20.0,266.337,32.44,19.37,1.888,8.4,5.11637,8.14,676.045,4.271,33.8449,32.8243,,89.4243,2.052,52.329,38.3404,
온산연안1_환경관리,2009-02-01,129.35806,35.45333,13.5,344.161,34.1341,12.55,0.91178,13.65,8.63296,8.17,446.664,7.6129,14.5214,103.057,,165.584,1.47561,54.9143,23.7268,
온산연안1_환경관리,2009-05-01,129.35806,35.45333,16.0,329.153,34.26,13.07,8.04907,7.05,8.86395,7.91,451.109,4.82227,13.2153,137.656,,184.583,1.01335,42.1049,38.4237,
온산연안1_환경관리,2009-08-01,129.35806,35.45333,13.0,158.467,31.2259,23.9687,3.96848,5.85,6.40016,8.11,138.315,2.46098,10.192,42.4345,,62.8528,1.99339,17.9573,19.494,
온산연안1_환경관리,2009-11-01,129.35806,35.45333,16.0,302.653,33.0068,16.7604,0.941674,5.55,6.99185,7.94,375.493,6.55276,21.0595,119.353,,145.709,1.03171,19.8027,30.3946,
온산연안2_환경관리,2009-02-01,129.3575,35.38,5.5,310.562,34.1755,12.56,0.739887,9.95,8.64846,8.17,416.97,5.85894,18.707,140.962,,193.982,1.88009,47.1607,20.2202,
온산연안2_환경관리,2009-05-01,129.3575,35.38,22.0,242.503,34.08,11.4,7.29424,5.15,8.92889,7.85,454.683,6.01952,12.9115,122.197,,168.358,1.23502,40.141,35.7103,
온산연안2_환경관리,2009-08-01,129.3575,35.38,23.0,58.3315,31.4997,23.9944,3.69196,6.35,7.22028,8.18,66.5773,0.104877,3.3508,10.4535,,21.0233,1.61669,10.4649,11.7325,
온산연안2_환경관리,2009-11-01,129.3575,35.38,15.0,179.062,33.5142,16.0053,1.02388,4.7,6.86502,7.9,436.034,3.07777,13.9627,92.3217,,103.184,0.891024,7.78411,22.4912,
온산연안3_환경관리,2009-02-01,129.40778,35.3675,43.0,295.209,34.2417,12.52,0.769781,19.6,8.22999,8.19,355.619,5.26485,8.39235,154.681,,169.227,1.94001,9.28147,14.785,
온산연안3_환경관리,2009-05-01,129.40778,35.3675,71.0,620.492,34.12,9.85,1.86093,23.4,8.19834,7.72,612.48,5.14348,31.899,177.764,,225.596,1.64669,42.6888,78.007,
온산연안3_환경관리,2009-08-01,129.40778,35.3675,60.0,155.551,32.2568,20.8518,3.39302,20.1,6.7057,8.11,162.99,2.35265,11.4082,58.195,,65.0858,1.42834,4.53813,22.743,
온산연안3_환경관리,2009-11-01,129.40778,35.3675,70.0,226.747,33.1815,16.9851,1.15841,19.7,7.19796,7.95,371.693,1.42863,20.5966,78.4102,,83.9249,1.54757,4.08608,39.217,
완도연안1_환경관리,2009-02-01,126.78306,34.31889,16.0,522.0,32.72,9.74,1.14,34.4,10.5,8.16,358.0,8.0,6.0,89.0,,106.0,0.82,9.0,43.0,
완도연안1_환경관리,2009-05-01,126.78306,34.31889,18.0,461.0,32.9,15.12,1.79,27.2,9.26,8.06,240.0,2.0,8.0,88.0,,102.0,0.76,12.0,29.0,
완도연안1_환경관리,2009-08-01,126.78306,34.31889,15.0,339.0,31.09,22.46,3.08,16.8,8.04,8.24,269.0,3.0,1.0,34.0,,46.0,0.86,9.0,26.0,
완도연안1_환경관리,2009-11-01,126.78306,34.31889,15.1,243.0,32.74,16.05,1.02,18.8,7.84,7.86,453.0,10.0,14.0,105.0,,124.0,0.66,9.0,45.0,
완도연안2_환경관리,2009-02-01,126.75889,34.35333,19.0,496.8,32.54,9.48,1.67,88.4,10.16,8.17,343.0,9.0,6.0,94.0,,115.0,0.79,12.0,87.0,
완도연안2_환경관리,2009-05-01,126.75889,34.35333,20.0,468.0,32.95,14.23,2.19,35.6,9.17,8.07,237.0,2.0,11.0,88.0,,110.0,0.92,20.0,30.0,
완도연안2_환경관리,2009-08-01,126.75889,34.35333,8.4,288.0,31.08,22.3,2.44,11.2,7.88,7.92,265.0,6.0,1.0,45.0,,60.0,0.86,9.0,22.0,
완도연안2_환경관리,2009-11-01,126.75889,34.35333,13.4,277.0,28.95,15.91,1.06,14.0,7.75,7.87,460.0,10.0,14.0,140.0,,159.0,0.61,9.0,49.0,
완도연안3_환경관리,2009-02-01,126.85611,34.36778,18.0,525.6,32.76,10.89,0.8,44.4,9.56,8.21,360.0,0.0,16.0,121.0,,129.0,0.63,8.0,65.0,
완도연안3_환경관리,2009-05-01,126.85611,34.36778,15.0,404.0,32.96,13.84,1.59,35.2,8.97,8.07,199.0,1.0,8.0,87.0,,109.0,0.36,21.0,23.0,
완도연안3_환경관리,2009-08-01,126.85611,34.36778,18.0,288.0,31.54,22.25,2.35,13.2,7.58,7.98,263.0,5.0,1.0,19.0,,42.0,0.91,18.0,23.0,
완도연안3_환경관리,2009-11-01,126.85611,34.36778,18.3,277.0,32.82,15.92,1.98,14.0,6.99,7.85,460.0,8.0,11.0,169.0,,186.0,0.61,9.0,39.0,
완도연안4_환경관리,2009-02-01,126.73889,34.24444,30.0,447.0,32.8,11.52,0.74,40.8,9.37,8.25,343.0,8.0,7.0,101.0,,117.0,0.74,8.0,57.0,
완도연안4_환경관리,2009-05-01,126.73889,34.24444,33.0,456.0,32.97,13.23,2.46,21.2,8.97,8.1,163.0,1.0,3.0,66.0,,84.0,0.9,17.0,23.0,
완도연안4_환경관리,2009-08-01,126.73889,34.24444,31.0,312.0,31.63,21.08,2.73,10.4,7.92,7.97,244.0,6.0,1.0,49.0,,70.0,0.72,15.0,21.0,
완도연안4_환경관리,2009-11-01,126.73889,34.24444,32.5,268.0,32.98,15.81,1.05,18.0,6.73,7.9,462.0,8.0,13.0,175.0,,198.0,0.54,15.0,32.0,
완도연안5_환경관리,2009-02-01,127.0,34.38944,30.0,352.8,32.7,10.11,0.66,29.6,9.89,8.16,371.0,1.0,10.0,131.0,,140.0,0.84,8.0,38.0,
완도연안5_환경관리,2009-05-01,127.0,34.38944,28.0,484.0,32.97,13.49,2.54,20.8,9.43,8.08,184.0,2.0,12.0,88.0,,109.0,0.54,19.0,30.0,
완도연안5_환경관리,2009-08-01,127.0,34.38944,26.5,572.0,31.56,21.94,3.14,12.4,7.58,7.95,316.0,4.0,4.0,28.0,,45.0,0.82,13.0,24.0,
완도연안5_환경관리,2009-11-01,127.0,34.38944,25.7,256.0,32.7,16.25,1.12,13.6,7.5,7.87,445.0,11.0,16.0,87.0,,107.0,0.67,9.0,36.0,
완도연안H1_항만,2009-02-01,126.7519444,34.32194444,10.0,439.0,32.82,9.89,1.04,41.2,10.29,8.2,355.0,6.0,7.0,74.0,,88.0,0.93,8.0,71.0,
완도연안H1_항만,2009-05-01,126.7519444,34.32194444,10.0,732.0,32.82,9.89,1.04,41.2,10.29,8.2,355.0,6.0,7.0,74.0,,88.0,0.93,8.0,71.0,
완도연안H1_항만,2009-08-01,126.7519444,34.32194444,10.3,377.0,31.06,22.48,4.1,9.6,8.21,8.31,268.0,6.0,1.0,43.0,,58.0,0.69,9.0,22.0,
울산연안1_환경관리,2009-02-01,129.47667,35.52056,50.0,286.526,34.2256,12.15,0.964095,15.55,8.15249,8.16,426.494,4.89708,19.9029,135.63,,155.947,1.04117,15.4197,39.6818,
울산연안1_환경관리,2009-05-01,129.47667,35.52056,43.0,457.166,34.11,11.38,2.98944,43.25,8.45809,7.82,503.616,5.7567,20.6584,134.261,,180.809,0.902515,40.7912,48.1599,
울산연안1_환경관리,2009-08-01,129.47667,35.52056,44.0,144.857,33.0442,17.2672,1.59935,16.25,6.48057,8.07,292.983,5.90034,19.0096,103.821,,110.509,1.41688,0.787423,22.743,
울산연안1_환경관리,2009-11-01,129.47667,35.52056,50.0,345.472,34.0068,14.3165,0.896833,59.8,5.61251,7.88,448.699,2.51824,20.4424,196.546,,202.814,1.98526,3.74989,85.9022,
