station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
기장연안2_연안,2010-08-01,129.2166667,35.16666667,359.051,32.7826,18.8697,8.2957,12.8,9.4433,8.21,96.6449,3.61,9.96129,3.18973,3.0,130.116,2.33566,123.316,,20.2313
기장연안2_연안,2010-11-01,129.2166667,35.16666667,270.756,33.3691,17.5866,1.68903,2.35,7.19903,7.96,342.995,9.30814,13.3434,99.1975,4.0,120.204,1.42541,11.6984,,32.6917
기장연안3_연안,2010-02-01,129.2916667,35.3,273.79,34.2958,12.6401,0.164419,9.9,8.60068,8.014,293.037,5.8949,22.2948,96.5225,3.5,103.446,1.1988,1.02861,,25.4615
기장연안3_연안,2010-05-01,129.2916667,35.3,221.938,34.1906,13.4911,0.553047,4.5,8.80753,8.03,238.074,7.97998,12.0635,55.9442,2.0,67.8888,1.36685,3.96458,,19.5731
기장연안3_연안,2010-08-01,129.2916667,35.3,320.304,33.9748,17.3579,4.31227,6.95,7.32175,7.98,334.925,2.06412,19.099,105.637,3.0,222.886,1.8031,115.185,,33.464
기장연안3_연안,2010-11-01,129.2916667,35.3,259.377,33.3207,17.5429,2.46629,3.1,7.31488,8.01,358.312,9.48922,17.7113,104.016,3.5,118.51,1.49094,5.0043,,35.6637
기장연안4_연안,2010-02-01,129.2522222,35.265,267.637,34.2572,12.3941,0.231682,6.75,8.29637,8.06,312.593,5.95219,15.1934,98.5669,3.0,125.916,1.00699,21.3968,,26.291
기장연안4_연안,2010-05-01,129.2522222,35.265,215.744,34.1894,13.5272,0.56052,5.0,8.80753,8.02,229.715,7.27592,13.7265,59.1484,1.9,70.0559,1.85501,3.63166,,16.3144
기장연안4_연안,2010-08-01,129.2522222,35.265,305.912,33.9248,15.0928,6.50951,4.2,7.67268,8.01,268.158,7.19762,14.4527,46.2312,3.0,106.816,0.87492,53.3877,,28.9935
기장연안4_연안,2010-11-01,129.2522222,35.265,261.155,33.4535,17.2614,1.39009,3.25,6.93424,8.01,353.039,8.52346,12.8915,104.492,3.5,122.971,1.47456,9.9561,,38.8215
기장연안H1_항만,2010-02-01,129.2286111,35.22277778,692.165,33.8648,9.4914,0.575468,16.25,7.23931,7.97,400.329,7.2413,41.4375,126.122,1.0,400.934,1.55045,267.571,,59.9118
기장연안H1_항만,2010-08-01,129.2286111,35.22277778,361.265,33.9527,14.3004,8.81885,5.6,7.95981,8.05,385.968,4.54337,21.4221,69.8615,2.0,120.962,1.16402,46.5574,,35.7887
낙동강하구1_환경관리,2010-02-01,128.92722,35.01278,235.022,34.0989,12.0246,0.971569,8.1,8.12019,8.02,304.665,4.57714,14.8847,100.812,2.0,109.929,0.607392,4.54037,,26.291
낙동강하구1_환경관리,2010-05-01,128.92722,35.01278,360.427,32.5005,14.2601,6.20309,2.95,10.0537,8.04,240.425,2.93891,4.80665,266.106,1.5,271.678,1.67602,2.63288,,26.4526
낙동강하구1_환경관리,2010-08-01,128.92722,35.01278,188.748,32.14,23.9102,0.866938,1.45,8.08742,8.14,153.977,0.605293,3.30162,0.156391,7.0,88.6256,1.85635,87.8639,,4.30444
낙동강하구1_환경관리,2010-11-01,128.92722,35.01278,297.248,33.304,15.8809,2.1225,4.0,7.51347,8.03,518.511,10.6059,18.7657,160.041,2.0,173.817,0.8192,3.1703,,36.7783
낙동강하구2_환경관리,2010-02-01,128.96667,34.97639,415.575,34.178,12.4948,0.396101,6.9,8.84092,8.02,287.487,4.51985,13.6496,100.18,2.5,111.523,0.687312,6.82301,,25.3622
낙동강하구2_환경관리,2010-05-01,128.96667,34.97639,386.318,32.8932,14.2212,6.27783,1.6,10.2895,8.09,187.921,3.2487,4.05073,257.153,1.9,264.948,1.7411,4.5472,,21.0214
낙동강하구2_환경관리,2010-08-01,128.96667,34.97639,216.24,31.6262,24.9433,0.396101,1.15,7.75244,8.14,147.204,0.605293,8.41253,3.54188,11.0,108.707,1.32379,104.56,,4.13752
낙동강하구2_환경관리,2010-11-01,128.96667,34.97639,276.979,33.3535,15.7614,1.80861,3.15,7.19903,8.01,513.74,8.85544,20.4225,162.773,4.5,175.533,0.966656,3.9039,,39.3787
낙동강하구3_환경관리,2010-02-01,128.90833,35.0,368.167,33.8871,10.8484,1.84598,17.35,8.87295,8.03,247.583,5.49384,25.0735,96.0539,1.0,103.015,0.991008,1.46758,,30.9347
낙동강하구3_환경관리,2010-05-01,128.90833,35.0,105.99,33.5532,14.0117,6.06857,3.45,9.93584,8.02,48.9565,0.376135,0.5735,17.3979,1.2,26.0667,1.15531,8.29261,,15.9523
낙동강하구3_환경관리,2010-08-01,128.90833,35.0,586.552,30.08,21.9166,24.4387,6.75,10.45,8.27,73.4216,0.862086,3.14675,5.1698,1.8,78.0671,4.23005,72.0352,,37.9345
낙동강하구3_환경관리,2010-11-01,128.90833,35.0,357.173,32.3538,15.4355,1.65914,3.55,7.64587,8.04,524.537,12.6279,21.4768,211.061,2.0,234.746,0.851968,11.0565,,42.5365
낙동강하구4_환경관리,2010-02-01,128.86528,34.99583,375.228,33.7767,11.2482,1.8983,8.15,9.16124,8.02,271.895,5.69437,15.8109,114.841,2.0,124.374,0.991008,3.83802,,32.978
낙동강하구4_환경관리,2010-05-01,128.86528,34.99583,367.497,33.1594,13.8369,5.92657,17.25,9.66639,8.05,223.446,0.854896,3.44599,274.193,1.8,277.099,1.75738,2.05026,,22.4698
낙동강하구4_환경관리,2010-08-01,128.86528,34.99583,264.766,31.9357,22.7011,6.83835,2.3,8.93285,8.16,86.0009,0.955752,7.48328,1.23691,4.0,32.2709,2.55629,30.0782,,7.71392
낙동강하구4_환경관리,2010-11-01,128.86528,34.99583,320.007,32.8259,15.4876,1.57693,3.55,7.44727,8.03,527.801,11.4509,22.6818,184.696,2.0,204.727,1.31456,8.5806,,38.6357
남해도남안1_연안,2010-02-01,127.8844444,34.53805556,127.0,33.26,8.96,2.2,11.6,9.08,7.68,156.0,4.0,11.0,67.0,4.0,75.0,0.95,4.0,,21.0
남해도남안1_연안,2010-05-01,127.8844444,34.53805556,368.0,32.36,15.9,1.02,10.8,9.92,8.2,6.0,2.0,5.0,15.0,8.0,30.0,1.13,13.0,,39.0
남해도남안1_연안,2010-08-01,127.8844444,34.53805556,110.0,31.96,25.5,0.89,3.8,8.39,8.18,168.0,0.0,0.0,4.0,11.0,7.0,0.48,3.0,,6.0
남해도남안1_연안,2010-11-01,127.8844444,34.53805556,164.0,32.3,17.11,1.77,7.0,8.22,7.95,537.0,16.0,13.0,57.0,4.0,73.0,0.53,0.0,,32.0
남해도남안2_연안,2010-02-01,127.9327778,34.63777778,129.0,33.18,8.2,3.79,14.8,9.71,7.73,324.0,4.0,11.0,53.0,4.1,58.0,0.55,1.0,,18.0
남해도남안2_연안,2010-05-01,127.9327778,34.63777778,107.0,32.25,16.08,1.56,10.8,9.8,8.21,8.0,0.0,3.0,16.0,7.0,23.0,0.93,7.0,,12.0
남해도남안2_연안,2010-08-01,127.9327778,34.63777778,154.0,31.5,26.66,0.73,6.4,7.9,8.17,120.0,0.0,0.0,3.0,11.4,23.0,1.05,20.0,,10.0
남해도남안2_연안,2010-11-01,127.9327778,34.63777778,127.0,32.61,17.64,0.85,8.6,7.8,8.0,388.0,10.0,6.0,46.0,5.0,56.0,0.42,0.0,,29.0
남해도남안3_연안,2010-02-01,128.0666667,34.61611111,166.0,33.32,9.61,3.41,11.6,9.58,7.77,275.0,4.0,8.0,50.0,4.6,62.0,0.6,8.0,,16.0
남해도남안3_연안,2010-05-01,128.0666667,34.61611111,51.0,33.52,15.4,1.51,12.0,9.25,8.19,11.0,1.0,2.0,12.0,7.5,18.0,0.49,5.0,,7.0
남해도남안3_연안,2010-08-01,128.0666667,34.61611111,82.0,31.55,27.38,0.48,3.0,7.27,8.2,186.0,0.0,0.0,2.0,12.0,6.0,0.71,3.0,,1.0
남해도남안3_연안,2010-11-01,128.0666667,34.61611111,85.0,32.81,18.0,1.21,7.8,7.72,8.06,400.0,12.0,9.0,49.0,4.9,62.0,0.47,1.0,,22.0
남해도남안4_연안,2010-02-01,127.9908333,34.71361111,187.0,32.88,8.89,2.27,17.2,9.84,7.74,325.0,3.0,10.0,63.0,6.0,70.0,0.6,4.0,,18.0
남해도남안4_연안,2010-05-01,127.9908333,34.71361111,65.0,33.47,14.93,1.78,11.2,8.84,8.25,16.0,1.0,2.0,6.0,7.6,12.0,0.54,6.0,,10.0
남해도남안4_연안,2010-08-01,127.9908333,34.71361111,85.0,31.44,28.06,1.91,4.8,8.44,8.19,81.0,0.0,0.0,5.0,4.5,7.0,1.52,1.0,,2.0
남해도남안4_연안,2010-11-01,127.9908333,34.71361111,122.0,32.66,17.4,2.0,4.2,7.85,7.89,400.0,9.0,8.0,39.0,6.0,49.0,0.39,2.0,,29.0
남해도남안5_연안,2010-02-01,127.7819444,34.55888889,139.0,33.14,7.79,2.72,14.4,9.96,7.68,304.0,3.0,14.0,55.0,2.3,62.0,0.87,4.0,,20.0
남해도남안5_연안,2010-05-01,127.7819444,34.55888889,54.0,33.51,14.12,1.46,14.8,8.42,8.25,50.0,2.0,8.0,9.0,3.3,18.0,0.51,6.0,,11.0
남해도남안5_연안,2010-08-01,127.7819444,34.55888889,196.0,32.4,23.1,7.03,6.0,6.94,8.13,252.0,3.0,2.0,13.0,4.5,17.0,1.33,0.0,,18.0
남해도남안5_연안,2010-11-01,127.7819444,34.55888889,178.0,32.35,16.82,1.99,7.2,7.51,7.98,544.0,16.0,16.0,66.0,3.1,86.0,0.42,4.0,,28.0
대산연안1_연안,2010-02-01,126.4755556,37.05222222,339.0,31.72,2.79,1.87192,33.0,11.43,8.0,633.0,3.0,22.0,216.0,0.7,275.0,0.37296,56.0,,37.0
대산연안1_연안,2010-05-01,126.4755556,37.05222222,189.0,31.53,10.15,0.60776,7.8,10.1151,8.25,62.0,5.0,10.0,114.0,4.3,126.0,0.96515,7.0,,31.0
대산연안1_연안,2010-08-01,126.4755556,37.05222222,558.0,30.67,22.81,2.38988,11.2,9.22,8.03,5.0,3.0,3.0,10.0,2.7,23.0,1.04367,10.0,,22.6449
대산연안1_연안,2010-11-01,126.4755556,37.05222222,163.0,29.86,13.51,0.28408,53.4,8.56,7.96,212.0,17.0,28.0,113.0,3.2,148.0,1.33993,18.0,,32.9545
대산연안2_연안,2010-02-01,126.3788889,37.04472222,272.0,31.79,3.27,0.90548,47.8,10.98,7.99,544.0,2.0,22.0,195.0,0.6,198.0,0.1332,1.0,,51.0
대산연안2_연안,2010-05-01,126.3788889,37.04472222,175.0,31.78,9.41,1.12056,5.0,10.4377,8.23,96.0,5.0,13.0,122.0,4.5,134.0,0.60695,7.0,,80.0
대산연안2_연안,2010-08-01,126.3788889,37.04472222,389.0,31.23,22.19,2.4911,18.8,9.93,8.09,7.0,2.0,3.0,3.0,3.5,16.0,1.95267,11.0,,25.3623
대산연안2_연안,2010-11-01,126.3788889,37.04472222,163.0,30.3,13.51,0.14812,51.8,8.51,7.96,193.0,16.0,22.0,96.0,4.4,120.0,1.03693,8.0,,27.2727
대산연안3_연안,2010-02-01,126.3736111,37.07916667,340.0,31.77,3.07,0.32716,46.0,10.98,8.0,528.0,3.0,23.0,184.0,0.6,201.0,0.45288,14.0,,43.0
대산연안3_연안,2010-05-01,126.3736111,37.07916667,240.0,31.69,9.21,0.52288,5.2,10.3165,8.22,135.0,5.0,15.0,110.0,4.4,129.0,1.20395,14.0,,23.0
대산연안3_연안,2010-08-01,126.3736111,37.07916667,322.0,31.16,21.87,2.62028,10.2,9.85,8.08,1.0,2.0,4.0,3.0,3.2,12.0,3.48787,7.0,,31.7029
대산연안3_연안,2010-11-01,126.3736111,37.07916667,169.0,30.21,13.99,0.51812,50.4,8.56,7.94,169.0,14.0,20.0,94.0,4.3,116.0,0.733933,8.0,,55.6818
대산연안4_연안,2010-02-01,126.2077778,37.07444444,287.0,31.91,3.47,0.10528,39.4,10.76,8.04,595.0,2.0,26.0,201.0,0.5,208.0,0.27306,5.0,,50.0
대산연안4_연안,2010-05-01,126.2077778,37.07444444,271.0,31.66,8.28,0.6162,6.2,10.5582,8.19,157.0,6.0,18.0,130.0,3.1,140.0,0.812583,4.0,,23.0
대산연안4_연안,2010-08-01,126.2077778,37.07444444,470.0,31.38,20.99,2.08154,18.0,8.84,8.08,17.0,6.0,7.0,10.0,5.7,25.0,0.700267,9.0,,17.2101
대산연안4_연안,2010-11-01,126.2077778,37.07444444,146.0,30.56,13.9,0.157,49.0,8.55,7.9,213.0,4.0,22.0,109.0,3.3,114.0,1.23893,1.0,,59.0909
대정연안1_연안,2010-02-01,126.2516667,33.2025,252.512,34.4102,14.7449,0.93993,1.8,8.07457,8.21,441.382,2.02788,10.5036,78.2053,5.5,103.796,0.278183,23.5628,,15.4736
대정연안1_연안,2010-05-01,126.2516667,33.2025,190.801,34.3073,15.7314,1.44654,2.8,7.78,8.12573,455.611,3.48583,7.59667,55.6296,12.0,62.3582,0.524443,3.24282,,14.4204
대정연안1_연안,2010-08-01,126.2516667,33.2025,168.938,30.3598,28.0213,0.79769,2.7,7.29905,8.24,499.336,1.87512,3.15542,24.1074,10.0,86.3365,0.959731,60.354,,8.06476
대정연안1_연안,2010-11-01,126.2516667,33.2025,146.93,33.9404,21.7788,1.33143,2.9,7.38112,8.17,289.811,1.88622,6.7093,43.7083,11.5,54.4464,0.758838,8.85187,,10.2534
대정연안2_연안,2010-02-01,126.3275,33.22,228.789,34.3991,14.9357,0.93993,4.3,8.38966,8.18,435.969,1.76337,10.7995,72.5081,5.0,80.9747,0.484833,6.70321,,17.021
대정연안2_연안,2010-05-01,126.3275,33.22,175.65,34.3504,16.3588,2.68208,2.9,8.16,8.16573,169.152,1.9172,4.61758,30.7509,8.0,37.3972,1.00854,4.72912,,13.8863
대정연안2_연안,2010-11-01,126.3275,33.22,141.996,33.9463,22.105,1.27792,2.7,7.33502,8.18,246.585,1.80176,5.21834,23.1977,13.5,51.555,0.678961,26.5556,,9.55828
대정연안3_연안,2010-02-01,126.2027778,33.23777778,257.185,34.4082,14.9013,0.90831,2.1,8.09702,8.21,432.525,2.02788,10.5036,71.2435,5.0,118.366,0.37356,45.0943,,15.8175
대정연안3_연안,2010-05-01,126.2027778,33.23777778,176.597,34.3173,15.6845,1.45959,1.9,7.81,8.11573,388.578,3.83441,8.19249,49.8759,10.0,89.9219,0.161367,36.2115,,12.6401
대정연안3_연안,2010-08-01,126.2027778,33.23777778,188.579,30.321,28.2153,0.596,3.0,7.22255,8.28,491.346,1.75792,5.10878,26.1055,12.5,156.914,0.799776,129.051,,6.98946
대정연안3_연안,2010-11-01,126.2027778,33.23777778,154.947,33.9814,21.764,1.29677,0.5,7.40889,8.17,315.353,2.05514,8.64754,38.3596,12.8,44.8406,0.678961,4.42594,,11.1224
도암만1_환경관리,2010-02-01,126.86472,34.42778,142.0,33.3,7.28,1.32,79.2,10.05,7.99,329.0,3.0,13.0,72.0,1.5,75.0,0.22,0.0,,15.0
도암만1_환경관리,2010-05-01,126.86472,34.42778,70.0,33.37,15.72,3.12,106.4,9.46,8.15,38.0,3.0,9.0,5.0,2.1,14.0,0.43,6.0,,18.0
도암만1_환경관리,2010-08-01,126.86472,34.42778,103.0,32.09,24.74,1.75,7.0,5.74,7.89,352.0,0.0,0.0,0.0,1.6,9.0,0.33,9.0,,4.0
도암만1_환경관리,2010-11-01,126.86472,34.42778,199.0,32.41,15.15,1.55,16.8,7.55,7.98,503.0,12.0,21.0,96.0,1.0,110.0,0.38,2.0,,27.0
도암만2_환경관리,2010-02-01,126.77222,34.45694,123.0,33.21,6.7,2.21,75.2,10.38,8.01,268.0,2.0,11.0,49.0,1.2,52.0,0.27,1.0,,14.0
도암만2_환경관리,2010-05-01,126.77222,34.45694,98.0,32.94,15.84,3.54,105.6,9.3,8.13,38.0,2.0,8.0,10.0,1.4,19.0,0.49,7.0,,17.0
도암만2_환경관리,2010-08-01,126.77222,34.45694,127.0,31.31,25.15,6.17,8.0,5.68,7.92,418.0,0.0,3.0,0.0,1.3,7.0,0.55,7.0,,9.0
도암만2_환경관리,2010-11-01,126.77222,34.45694,212.0,32.27,15.1,1.35,59.2,7.55,7.99,518.0,11.0,21.0,93.0,1.0,104.0,0.3,1.0,,28.0
동해연안1_연안,2010-02-01,129.135,37.53555556,188.0,33.96,7.17,0.932,8.2,9.408,8.11,292.0,3.0,17.0,106.0,10.5,125.0,0.528,16.0,,40.0
동해연안1_연안,2010-05-01,129.135,37.53555556,321.038,34.02,11.3,1.804,15.8,9.55151,8.2,20.0,2.0,1.0,2.0,6.5,25.0,1.01333,21.0,,17.0
동해연안1_연안,2010-08-01,129.135,37.53555556,233.821,33.49,18.81,1.148,12.2,8.05261,8.06,78.0,1.0,0.0,7.0,9.0,46.0,1.55733,38.0,,30.0
동해연안1_연안,2010-11-01,129.135,37.53555556,228.556,32.81,16.99,1.4,3.4,7.76559,8.18,205.0,4.0,4.0,38.0,11.0,137.0,0.970667,95.0,,38.0
동해연안2_연안,2010-02-01,129.1547222,37.50305556,354.0,33.66,7.33,0.768,12.4,9.56746,8.11,293.0,3.0,17.0,123.0,11.0,140.0,0.336,14.0,,38.0
동해연안2_연안,2010-05-01,129.1547222,37.50305556,222.473,34.13,11.3,1.956,5.4,9.91826,8.23,11.0,1.0,1.0,1.0,7.0,17.0,0.741333,15.0,,18.0
동해연안2_연안,2010-08-01,129.1547222,37.50305556,255.548,33.05,18.61,2.276,10.2,8.49909,8.05,94.0,1.0,0.0,18.0,9.5,74.0,1.62133,55.0,,38.0
동해연안2_연안,2010-11-01,129.1547222,37.50305556,233.247,32.95,16.84,1.58,6.8,7.74964,8.18,215.0,4.0,7.0,56.0,9.0,125.0,0.874667,65.0,,13.0
동해연안3_연안,2010-02-01,129.1522222,37.52333333,196.0,33.52,7.18,1.14,10.6,9.50367,8.12,290.0,4.0,16.0,108.0,11.0,124.0,0.4533,12.0,,18.0
동해연안3_연안,2010-05-01,129.1522222,37.52333333,459.2,34.11,11.2,1.568,12.0,9.71097,8.21,17.0,1.0,2.9,1.0,7.5,22.0,0.816,20.0,,17.0
동해연안3_연안,2010-08-01,129.1522222,37.52333333,406.453,33.23,18.81,0.988,11.8,8.32369,8.12,78.0,1.0,0.0,9.0,9.0,54.0,0.856,44.0,,9.0
동해연안3_연안,2010-11-01,129.1522222,37.52333333,241.933,32.95,17.11,1.056,4.8,7.66991,8.18,211.0,4.0,5.0,42.0,12.0,102.0,0.48,56.0,,36.0
동해연안4_연안,2010-02-01,129.115,37.61138889,183.0,33.57,7.56,1.504,10.4,9.5834,8.13,265.0,2.0,15.0,95.0,8.0,107.0,0.6773,10.0,,33.0
동해연안4_연안,2010-05-01,129.115,37.61138889,268.335,34.0,11.2,2.184,12.4,10.0139,8.21,20.0,2.0,1.0,1.0,6.0,17.0,1.104,14.0,,17.0
동해연안4_연안,2010-08-01,129.115,37.61138889,646.552,33.01,21.89,0.592,11.4,7.98883,8.13,49.0,1.0,0.0,6.0,13.0,43.0,0.84,36.0,,16.0
동해연안4_연안,2010-11-01,129.115,37.61138889,418.254,32.88,17.03,1.648,4.2,7.86126,8.18,195.0,4.0,4.0,38.0,11.5,136.0,0.544,94.0,,36.0
동해연안H1_항만,2010-02-01,129.1152778,37.54666667,365.0,33.2,7.01,0.516,8.2,9.50367,8.11,254.0,3.0,14.0,103.0,2.5,122.0,0.64,16.0,,31.0
동해연안H1_항만,2010-08-01,129.1152778,37.54666667,839.222,33.37,16.55,1.66,14.4,8.13234,8.14,145.0,3.0,5.0,32.0,2.5,103.0,0.826667,68.0,,33.0
동해연안H2_항만,2010-02-01,129.1402778,37.49666667,245.0,33.58,6.92,2.416,14.8,9.67908,8.12,325.0,5.0,20.0,148.0,4.5,210.0,0.72,57.0,,26.0
동해연안H2_항만,2010-08-01,129.1402778,37.49666667,864.767,32.98,18.13,2.076,10.4,8.59477,8.03,136.0,2.0,2.0,38.0,6.0,65.0,0.933333,25.0,,28.0
득량만1_환경관리,2010-02-01,127.21861,34.70667,138.0,31.7,3.11,3.15,63.2,11.35,8.16,16.0,1.0,1.0,12.0,1.5,17.0,0.98,4.0,,21.0
득량만1_환경관리,2010-05-01,127.21861,34.70667,177.0,32.13,17.3,6.01,22.0,7.84,8.13,190.0,4.0,4.0,12.0,0.9,21.0,0.85,4.0,,19.0
득량만1_환경관리,2010-08-01,127.21861,34.70667,120.0,30.15,28.71,5.17,7.0,8.14,8.13,1021.0,0.0,3.0,0.0,1.5,5.0,1.23,5.0,,29.0
득량만1_환경관리,2010-11-01,127.21861,34.70667,208.0,30.96,15.95,3.52,6.0,9.38,7.93,599.0,8.0,9.0,42.0,1.8,52.0,0.7,2.0,,19.0
득량만2_환경관리,2010-02-01,127.13944,34.63944,133.0,32.4,4.36,2.9,78.2,11.14,8.25,14.0,1.0,2.0,13.0,2.0,16.0,0.62,2.0,,22.0
득량만2_환경관리,2010-05-01,127.13944,34.63944,152.0,32.9,16.29,3.04,18.8,7.84,8.14,159.0,2.0,7.0,16.0,0.9,25.0,0.54,6.0,,11.0
득량만2_환경관리,2010-08-01,127.13944,34.63944,121.0,31.14,28.77,2.18,7.0,7.23,8.07,922.0,0.0,3.0,1.0,1.5,1.0,1.01,0.0,,17.0
득량만2_환경관리,2010-11-01,127.13944,34.63944,137.0,31.72,16.77,5.46,6.2,9.17,7.94,322.0,5.0,7.0,16.0,1.8,23.0,0.58,2.0,,12.0
득량만3_환경관리,2010-02-01,127.05083,34.52167,183.0,32.35,4.25,0.64,62.6,11.12,8.26,355.0,3.0,12.0,100.0,1.2,107.0,0.35,4.0,,27.0
득량만3_환경관리,2010-05-01,127.05083,34.52167,88.0,32.98,16.71,2.21,13.2,7.92,8.24,82.0,3.0,7.0,4.0,2.8,13.0,0.4,6.0,,6.5
득량만3_환경관리,2010-08-01,127.05083,34.52167,88.0,31.77,27.36,1.42,5.4,7.65,8.11,618.0,0.0,2.0,0.0,2.5,4.0,0.95,4.0,,14.0
득량만3_환경관리,2010-11-01,127.05083,34.52167,118.0,31.68,16.25,6.23,9.8,9.26,8.08,242.0,2.0,4.0,6.0,2.4,10.0,0.65,2.0,,15.0
득량만4_환경관리,2010-02-01,127.03111,34.595,138.0,32.33,4.14,2.27,51.0,11.19,8.27,28.0,1.0,0.0,14.0,1.2,18.0,1.07,3.0,,14.0
득량만4_환경관리,2010-05-01,127.03111,34.595,61.0,32.44,18.34,4.49,27.2,7.79,8.12,218.0,4.0,5.0,16.0,0.7,24.0,0.67,4.0,,5.5
득량만4_환경관리,2010-08-01,127.03111,34.595,113.0,31.86,27.18,2.52,6.0,7.15,8.09,653.0,0.0,8.0,1.0,2.5,6.0,0.95,5.0,,14.0
득량만4_환경관리,2010-11-01,127.03111,34.595,172.0,31.15,14.42,2.99,10.0,12.33,8.04,666.0,6.0,14.0,47.0,1.3,55.0,0.63,2.0,,16.0
득량만5_환경관리,2010-02-01,127.04111,34.48389,182.0,32.83,8.07,1.92,94.4,10.64,8.08,335.0,2.0,10.0,84.0,0.5,88.0,0.41,2.0,,22.0
득량만5_환경관리,2010-05-01,127.04111,34.48389,93.0,33.29,16.86,2.69,13.2,8.59,8.27,21.0,2.0,6.0,7.0,3.0,15.0,0.5,6.0,,6.5
득량만5_환경관리,2010-08-01,127.04111,34.48389,60.0,32.3,24.67,2.14,6.0,7.44,8.13,416.0,0.0,3.0,1.0,3.0,3.0,0.66,2.0,,9.0
득량만5_환경관리,2010-11-01,127.04111,34.48389,123.0,31.66,15.96,3.87,9.0,9.38,8.03,228.0,0.0,3.0,5.0,2.1,6.0,0.68,2.0,,22.0
마산만1_환경관리,2010-02-01,128.58333,35.19583,355.11,32.5954,5.1474,13.303,6.7,10.7629,8.09,47.533,1.88434,7.47457,20.8134,1.0,109.413,2.50949,86.7156,,41.894
마산만1_환경관리,2010-05-01,128.58333,35.19583,977.681,30.6874,16.3088,16.37,6.05,8.82437,8.22,915.919,7.36041,12.517,28.9843,0.8,92.4121,3.266,56.0674,,124.757
마산만1_환경관리,2010-08-01,128.58333,35.19583,652.791,31.5574,22.951,13.0041,12.7,9.25188,8.23,94.4677,0.693244,9.49666,0.277852,1.7,141.634,3.64514,140.663,,64.221
마산만1_환경관리,2010-11-01,128.58333,35.19583,748.683,31.2229,14.6203,12.5557,3.4,8.2251,7.99,790.196,22.1647,35.3338,146.463,3.0,409.485,1.74179,240.857,,77.6432
마산만2_환경관리,2010-02-01,128.60417,35.14722,201.229,32.9754,5.4195,15.2462,7.55,11.7719,8.14,7.89294,0.423357,10.5621,4.80855,2.0,20.4831,2.23776,15.2512,,31.1205
마산만2_환경관리,2010-05-01,128.60417,35.14722,430.893,33.0759,13.0002,8.07,4.95,9.00962,8.07,338.379,1.47447,1.78297,10.8125,0.7,18.9982,2.13163,6.71122,,40.5738
마산만2_환경관리,2010-08-01,128.60417,35.14722,362.926,30.7858,26.4601,7.92202,4.85,8.4543,8.18,74.8731,0.990483,3.61138,2.10964,2.0,133.355,3.13875,130.255,,32.5699
마산만2_환경관리,2010-11-01,128.60417,35.14722,435.221,31.5105,14.7499,8.22097,2.55,8.17545,8.01,673.186,17.7585,29.9115,87.6895,4.0,215.816,1.19954,110.368,,57.025
마산만3_환경관리,2010-02-01,128.58972,35.1675,259.428,32.7229,4.9055,14.9472,8.1,11.3394,8.15,5.51454,2.37134,0.681985,9.56427,1.5,74.6834,2.76523,62.7478,,40.7795
마산만3_환경관리,2010-05-01,128.58972,35.1675,505.185,32.5868,13.2668,12.0325,5.15,7.99919,8.01,721.839,3.67114,4.65547,30.2987,1.1,56.4118,2.94523,22.442,,59.583
마산만3_환경관리,2010-08-01,128.58972,35.1675,591.165,29.6667,26.1758,9.64095,6.6,8.72548,8.23,142.849,1.37567,7.3284,0.537776,1.3,67.5521,4.0,65.6387,,49.5578
마산만3_환경관리,2010-11-01,128.58972,35.1675,586.529,31.3091,14.7796,8.22097,2.25,8.0927,8.02,739.726,15.827,35.0326,95.1738,3.5,278.773,1.42958,167.772,,67.2412
마산만H1_항만,2010-02-01,128.5938889,35.20555556,457.697,32.6515,5.0828,13.3778,7.9,10.4906,8.1,29.5628,2.08487,4.23265,24.3815,1.0,102.734,2.44555,76.2681,,45.9805
마산만H1_항만,2010-08-01,128.5938889,35.20555556,645.78,30.1691,25.8681,8.51991,7.8,10.0016,8.46,39.8105,0.829987,4.23088,0.053858,1.7,25.204,5.4169,24.3201,,50.6307
목포연안1_연안,2010-02-01,126.425,34.78027778,376.0,31.46,4.91,4.67,16.0,11.82,7.86,483.0,6.0,13.0,180.0,1.6,215.0,0.54,29.0,,19.0
목포연안1_연안,2010-05-01,126.425,34.78027778,472.0,29.69,15.37,5.59,15.2,7.54,7.87,25.0,14.0,9.0,118.0,3.0,248.0,2.14,116.0,,22.0
목포연안1_연안,2010-08-01,126.425,34.78027778,538.0,24.16,28.75,27.82,10.2,13.99,8.73,62.0,1.0,0.0,0.0,0.9,2.0,5.98,1.0,,30.0
목포연안1_연안,2010-11-01,126.425,34.78027778,432.0,29.27,16.31,7.69,30.8,9.34,8.16,785.0,1.0,20.0,236.0,1.5,239.0,0.87,2.0,,43.0
목포연안2_연안,2010-02-01,126.3805556,34.84444444,226.0,31.92,4.07,5.43,32.4,11.27,7.69,364.0,2.0,9.0,92.0,0.5,99.0,0.58,5.0,,17.0
