project_name,station,일시,longitude,latitude,dep_flag,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],year,month,quarter,year_quarter
해양환경측정망,삼척연안2_연안,2019-05-04 00:00:00,129.2022222,37.43,0,153.8,33.72,12.7,0.54,9.9,10.74,8.27,25.1,0.1,0.8,4.4,4.8,12.6,2.1,8.1,17.7,2019,5,2,20192
해양환경측정망,삼척연안2_연안,2019-08-09 16:45:00,129.2022222,37.43,0,174.4,31.84,26.85,1.87,8.1,8.42,8.19,99.3,0.1,1.4,,4.9,49.6,1.26,1.2,11.2,2019,8,3,20193
해양환경측정망,삼척연안2_연안,2019-11-12 15:05:00,129.2022222,37.43,0,149.2,33.01,17.65,1.8,7.1,8.4,8.08,,5.4,1.9,34.7,8.0,44.2,0.72,4.2,16.1,2019,11,4,20194
해양환경측정망,삼척연안3_연안,2019-02-16 00:00:00,129.2130556,37.42638889,0,193.0,34.32,10.79,0.36,2.6,8.74,8.26,,4.4,,,18.5,82.9,0.66,4.6,22.6,2019,2,1,20191
해양환경측정망,삼척연안3_연안,2019-05-04 00:00:00,129.2130556,37.42638889,0,174.1,33.84,12.37,0.45,12.2,10.7,8.27,21.9,0.1,0.3,3.0,5.6,4.1,2.1,1.1,18.1,2019,5,2,20192
해양환경측정망,삼척연안3_연안,2019-08-09 16:40:00,129.2130556,37.42638889,0,122.2,32.88,27.34,0.88,8.3,8.06,8.2,49.5,0.2,1.5,0.5,6.0,1.7,2.8,1.0,9.8,2019,8,3,20193
해양환경측정망,삼척연안3_연안,2019-11-12 15:13:00,129.2130556,37.42638889,0,137.9,33.13,17.77,1.92,3.3,8.32,8.08,,5.3,,27.1,10.0,38.2,0.85,5.8,13.5,2019,11,4,20194
해양환경측정망,삼척연안4_연안,2019-02-16 00:00:00,129.3669444,37.23333333,0,171.0,34.35,11.14,0.29,2.7,8.69,8.22,,5.0,,,24.0,86.7,1.04,8.5,21.4,2019,2,1,20191
해양환경측정망,삼척연안4_연안,2019-05-05 00:00:00,129.3669444,37.23333333,0,240.9,33.76,12.9,0.43,6.6,10.77,8.26,52.4,0.1,0.1,11.2,4.3,18.7,1.96,7.4,18.5,2019,5,2,20192
해양환경측정망,삼척연안4_연안,2019-08-10 10:06:00,129.3669444,37.23333333,0,116.3,33.16,23.44,1.2,11.2,8.28,8.2,96.4,0.1,1.0,0.6,8.0,1.6,1.52,0.9,8.3,2019,8,3,20193
해양환경측정망,삼척연안4_연안,2019-11-13 09:20:00,129.3669444,37.23333333,0,136.4,33.16,18.06,1.09,3.5,8.02,8.16,,5.2,2.7,23.7,10.0,36.6,0.9,7.8,13.9,2019,11,4,20194
해양환경측정망,삼척연안H1_항만,2019-02-16 00:00:00,129.1916667,37.43555556,0,237.3,34.09,9.95,0.75,3.8,8.84,8.27,,4.7,,,6.3,120.4,0.98,5.3,27.6,2019,2,1,20191
해양환경측정망,삼척연안H1_항만,2019-08-09 17:30:00,129.1916667,37.43555556,0,448.5,30.68,25.16,4.76,14.1,8.76,8.18,,1.9,,,3.0,295.0,1.87,5.0,20.6,2019,8,3,20193
해양환경측정망,삼척연안H2_항만,2019-02-16 00:00:00,129.3444444,37.22777778,0,162.5,34.14,10.14,0.25,4.6,8.84,8.23,,3.1,,,4.0,99.5,1.01,13.7,26.4,2019,2,1,20191
해양환경측정망,삼척연안H2_항만,2019-08-10 09:50:00,129.3444444,37.22777778,0,186.0,32.92,22.96,2.34,6.4,7.43,8.13,,1.0,2.6,18.5,5.8,51.1,1.1,31.6,18.0,2019,8,3,20193
해양환경측정망,서귀포연안1_연안,2019-02-28 00:00:00,126.6611111,33.2625,0,130.0,34.31,15.72,0.17,2.8,8.74,8.2,,2.4,,53.0,13.8,66.1,0.24,10.7,17.1,2019,2,1,20191
해양환경측정망,서귀포연안1_연안,2019-05-08 00:00:00,126.6611111,33.2625,0,175.1,34.1,17.41,0.19,12.8,10.83,8.19,,1.1,,27.7,12.1,47.5,0.99,18.7,14.0,2019,5,2,20192
해양환경측정망,서귀포연안1_연안,2019-08-13 15:17:00,126.6611111,33.2625,0,193.1,31.46,26.75,0.62,7.9,7.49,8.17,,4.2,2.6,4.6,14.8,9.1,1.26,0.2,11.7,2019,8,3,20193
해양환경측정망,서귀포연안1_연안,2019-11-05 17:35:00,126.6611111,33.2625,0,246.0,33.3,22.58,0.79,9.8,7.73,8.26,,1.3,,111.1,11.6,123.7,1.08,11.2,17.5,2019,11,4,20194
해양환경측정망,서귀포연안2_연안,2019-02-27 00:00:00,126.4125,33.22944444,0,114.9,34.36,15.8,0.17,42.4,9.29,8.14,,2.4,,53.3,10.3,61.3,1.08,5.5,15.3,2019,2,1,20191
해양환경측정망,서귀포연안2_연안,2019-05-08 00:00:00,126.4125,33.22944444,0,245.2,34.37,16.79,0.64,32.2,10.92,8.16,,3.2,,32.5,10.8,56.4,1.25,20.7,31.0,2019,5,2,20192
해양환경측정망,서귀포연안2_연안,2019-08-13 05:48:00,126.4125,33.22944444,0,124.7,31.35,26.43,0.38,8.0,8.12,8.14,,0.3,1.5,2.6,6.9,3.0,1.16,0.1,9.8,2019,8,3,20193
해양환경측정망,서귀포연안2_연안,2019-11-05 07:04:00,126.4125,33.22944444,0,162.1,34.05,22.9,0.61,6.8,7.81,8.16,72.5,0.3,3.3,14.3,11.3,25.3,1.23,10.7,13.1,2019,11,4,20194
해양환경측정망,서귀포연안3_연안,2019-02-28 00:00:00,126.5669444,33.22944444,0,61.9,34.32,15.78,0.27,4.5,8.99,8.18,,1.6,,48.6,9.7,54.1,0.93,4.0,11.9,2019,2,1,20191
해양환경측정망,서귀포연안3_연안,2019-05-08 00:00:00,126.5669444,33.22944444,0,155.4,34.39,17.75,0.63,3.4,11.03,8.24,,0.8,3.5,10.2,10.5,11.1,0.85,0.1,14.4,2019,5,2,20192
해양환경측정망,서귀포연안3_연안,2019-08-13 16:08:00,126.5669444,33.22944444,0,129.5,31.48,27.35,0.49,5.6,7.56,8.2,,1.3,2.0,1.1,10.4,2.6,1.18,0.2,9.6,2019,8,3,20193
해양환경측정망,서귀포연안3_연안,2019-11-05 18:02:00,126.5669444,33.22944444,0,183.3,33.83,22.87,0.79,5.8,7.81,8.21,,1.3,,47.5,10.4,56.9,1.13,8.1,12.8,2019,11,4,20194
해양환경측정망,서귀포연안H1_항만,2019-02-28 00:00:00,126.5652778,33.23638889,0,285.8,33.32,15.31,0.16,2.4,8.58,8.16,,3.1,,,4.7,188.7,0.37,25.4,20.5,2019,2,1,20191
해양환경측정망,서귀포연안H1_항만,2019-08-13 15:59:00,126.5652778,33.23638889,0,598.7,28.66,26.99,4.16,4.6,8.19,8.12,,6.6,,33.3,2.4,52.3,1.71,12.4,29.0,2019,8,3,20193
해양환경측정망,서귀포연안H2_항만,2019-02-28 00:00:00,126.56,33.24027778,0,297.6,33.3,15.53,0.35,3.3,8.39,8.18,,3.3,,,4.5,291.1,1.36,27.4,17.8,2019,2,1,20191
해양환경측정망,서귀포연안H2_항만,2019-08-13 15:52:00,126.56,33.24027778,0,1397.4,26.2,26.78,4.88,4.2,7.52,8.09,,8.4,,118.3,2.3,165.4,1.96,38.7,47.2,2019,8,3,20193
해양환경측정망,섬진강하구1_하구역,2019-02-21 00:00:00,127.77,35.0425,0,915.6,19.08,7.03,1.82,5.2,10.77,8.22,,12.6,1.8,,1.6,739.7,2.49,24.0,26.8,2019,2,1,20191
해양환경측정망,섬진강하구1_하구역,2019-05-09 00:00:00,127.77,35.0425,0,968.5,10.94,18.46,4.58,6.8,8.55,7.75,,6.6,,,1.3,800.9,3.0,95.4,35.4,2019,5,2,20192
해양환경측정망,섬진강하구1_하구역,2019-08-14 10:49:00,127.77,35.0425,0,822.3,15.08,28.06,4.2,3.0,8.42,8.21,,6.8,,,1.5,580.4,2.1,67.3,53.7,2019,8,3,20193
해양환경측정망,섬진강하구1_하구역,2019-11-21 10:20:00,127.77,35.0425,0,1263.4,19.67,14.05,1.5,5.5,10.59,8.11,,6.7,,,2.1,1139.3,2.64,16.0,17.3,2019,11,4,20194
해양환경측정망,섬진강하구10_하구역,2019-02-21 00:00:00,127.77639,34.92667,0,145.3,31.74,8.27,0.59,6.0,9.69,8.23,34.2,3.7,3.1,6.5,1.5,33.5,1.37,23.3,16.9,2019,2,1,20191
해양환경측정망,섬진강하구10_하구역,2019-05-09 00:00:00,127.77639,34.92667,0,289.3,30.86,16.95,1.82,5.1,8.49,8.11,,2.6,,136.3,2.8,187.2,2.2,48.3,24.0,2019,5,2,20192
해양환경측정망,섬진강하구10_하구역,2019-08-14 11:32:00,127.77639,34.92667,0,196.7,28.89,27.06,2.28,4.1,7.07,8.3,,3.9,,41.9,2.0,73.6,1.91,27.7,26.8,2019,8,3,20193
해양환경측정망,섬진강하구10_하구역,2019-11-21 11:25:00,127.77639,34.92667,0,571.9,26.71,15.89,1.2,4.2,8.5,8.16,,13.8,,,2.0,435.6,1.08,49.9,42.0,2019,11,4,20194
해양환경측정망,섬진강하구2_하구역,2019-02-21 00:00:00,127.77778,35.02583,0,505.8,21.15,7.21,1.64,5.8,10.75,8.24,,6.0,0.6,,1.8,236.3,2.51,34.0,17.5,2019,2,1,20191
해양환경측정망,섬진강하구2_하구역,2019-05-09 00:00:00,127.77778,35.02583,0,921.2,19.63,18.08,4.18,15.3,8.42,7.8,,6.2,,,1.9,678.7,2.65,20.8,32.6,2019,5,2,20192
해양환경측정망,섬진강하구2_하구역,2019-08-14 10:56:00,127.77778,35.02583,0,709.9,18.88,28.0,4.8,4.2,8.51,8.34,,7.1,,,1.5,495.3,2.07,118.0,59.8,2019,8,3,20193
해양환경측정망,섬진강하구2_하구역,2019-11-21 10:30:00,127.77778,35.02583,0,1125.1,9.48,11.54,2.0,9.6,9.98,8.05,,7.8,,,2.1,1060.2,1.62,37.0,22.5,2019,11,4,20194
해양환경측정망,섬진강하구3_하구역,2019-02-21 00:00:00,127.78639,35.01667,0,477.0,26.2,7.57,1.47,5.3,10.05,8.25,,8.3,3.0,,1.8,297.6,2.08,35.8,28.3,2019,2,1,20191
해양환경측정망,섬진강하구3_하구역,2019-05-09 00:00:00,127.78639,35.01667,0,879.6,16.9,18.05,4.5,4.4,8.52,7.88,,5.6,,,2.1,566.3,2.55,56.0,29.2,2019,5,2,20192
해양환경측정망,섬진강하구3_하구역,2019-08-14 11:11:00,127.78639,35.01667,0,556.1,17.5,27.98,3.96,4.3,7.36,8.2,,7.3,,,2.0,496.3,2.01,120.7,41.7,2019,8,3,20193
해양환경측정망,섬진강하구3_하구역,2019-11-21 10:38:00,127.78639,35.01667,0,1118.2,19.69,13.9,2.34,4.0,10.08,8.12,,8.1,,,2.5,1026.8,1.73,35.2,22.5,2019,11,4,20194
해양환경측정망,섬진강하구4_하구역,2019-02-21 00:00:00,127.77778,34.99,0,279.7,29.73,7.83,0.96,7.1,9.77,8.25,,6.5,3.4,134.0,2.0,162.1,1.84,21.7,21.4,2019,2,1,20191
해양환경측정망,섬진강하구4_하구역,2019-05-09 00:00:00,127.77778,34.99,0,653.8,16.47,18.24,4.18,4.6,8.51,7.92,,5.8,,,2.3,593.6,2.47,28.5,24.1,2019,5,2,20192
해양환경측정망,섬진강하구4_하구역,2019-08-14 11:17:00,127.77778,34.99,0,647.1,20.66,27.79,3.64,4.9,7.43,8.28,,7.3,,,2.0,423.6,1.94,88.5,57.6,2019,8,3,20193
해양환경측정망,섬진강하구4_하구역,2019-11-21 10:46:00,127.77778,34.99,0,1112.6,22.49,14.7,2.58,5.3,10.3,8.15,,8.0,,,3.5,1003.0,1.7,9.6,21.7,2019,11,4,20194
해양환경측정망,섬진강하구5_하구역,2019-02-21 00:00:00,127.77306,34.98361,0,220.3,31.63,7.98,0.79,7.1,9.64,8.25,98.9,4.1,2.4,53.8,1.6,68.8,1.55,10.9,23.3,2019,2,1,20191
해양환경측정망,섬진강하구5_하구역,2019-05-09 00:00:00,127.77306,34.98361,0,802.2,19.96,17.87,2.82,4.6,8.52,8.01,,6.1,,,2.3,551.1,2.46,30.0,29.1,2019,5,2,20192
해양환경측정망,섬진강하구5_하구역,2019-08-14 12:04:00,127.77306,34.98361,0,490.3,16.67,28.01,3.88,6.2,7.22,8.16,,7.2,,,2.5,383.0,1.93,74.5,43.0,2019,8,3,20193
해양환경측정망,섬진강하구5_하구역,2019-11-21 10:53:00,127.77306,34.98361,0,979.5,27.1,15.45,1.68,5.1,9.8,8.22,,9.3,,,2.0,863.0,3.09,13.9,25.5,2019,11,4,20194
해양환경측정망,섬진강하구6_하구역,2019-02-21 00:00:00,127.7625,34.97222,0,122.8,31.77,8.07,0.68,6.6,9.45,8.23,77.3,3.7,3.5,33.3,1.7,57.4,1.28,20.4,15.9,2019,2,1,20191
해양환경측정망,섬진강하구6_하구역,2019-05-09 00:00:00,127.7625,34.97222,0,568.8,26.37,17.34,2.3,6.2,8.3,8.05,,2.3,,,1.9,178.6,2.19,25.0,29.5,2019,5,2,20192
해양환경측정망,섬진강하구6_하구역,2019-08-14 11:57:00,127.7625,34.97222,0,572.2,17.72,28.03,2.96,3.2,7.56,8.08,,7.4,,,2.5,409.6,3.89,89.0,52.2,2019,8,3,20193
해양환경측정망,섬진강하구6_하구역,2019-11-21 10:59:00,127.7625,34.97222,0,904.4,21.91,14.14,2.16,4.6,9.44,8.16,,10.0,,,2.5,802.2,1.68,18.8,28.4,2019,11,4,20194
해양환경측정망,섬진강하구7_하구역,2019-02-21 00:00:00,127.75056,34.95778,0,345.3,29.07,7.67,0.74,4.1,9.87,8.24,,8.1,3.7,,1.9,252.6,1.95,44.1,20.7,2019,2,1,20191
해양환경측정망,섬진강하구7_하구역,2019-05-09 00:00:00,127.75056,34.95778,0,451.3,28.16,17.5,1.82,12.4,8.03,8.03,,4.7,,,1.5,302.9,2.06,33.1,24.9,2019,5,2,20192
해양환경측정망,섬진강하구7_하구역,2019-08-14 11:53:00,127.75056,34.95778,0,359.9,25.19,27.77,3.74,5.4,7.58,8.11,,6.6,,,2.5,218.1,2.28,62.2,42.6,2019,8,3,20193
해양환경측정망,섬진강하구7_하구역,2019-11-21 11:08:00,127.75056,34.95778,0,775.6,23.98,14.72,2.54,10.8,8.81,8.15,,11.9,,,1.5,628.5,3.06,19.3,35.1,2019,11,4,20194
해양환경측정망,섬진강하구8_하구역,2019-02-21 00:00:00,127.77222,34.95278,0,172.5,30.54,8.01,0.74,6.7,9.68,8.24,64.8,3.1,3.3,24.0,1.5,42.4,1.32,15.4,20.1,2019,2,1,20191
해양환경측정망,섬진강하구8_하구역,2019-05-09 00:00:00,127.77222,34.95278,0,390.7,26.91,17.56,1.98,6.9,8.29,8.08,,3.8,,,2.0,223.9,1.77,19.2,27.2,2019,5,2,20192
해양환경측정망,섬진강하구8_하구역,2019-08-14 11:43:00,127.77222,34.95278,0,481.5,22.56,27.64,3.52,6.6,6.52,8.18,,6.4,,,2.5,227.7,2.26,42.4,56.7,2019,8,3,20193
해양환경측정망,섬진강하구8_하구역,2019-11-21 11:14:00,127.77222,34.95278,0,821.1,20.35,14.3,1.65,4.3,9.16,8.14,,8.5,,,2.0,548.7,1.88,27.8,33.2,2019,11,4,20194
해양환경측정망,섬진강하구9_하구역,2019-02-21 00:00:00,127.77111,34.94083333,0,125.7,30.75,8.12,0.68,4.7,9.81,8.24,75.5,3.3,3.4,28.4,1.8,45.2,1.32,13.5,17.1,2019,2,1,20191
해양환경측정망,섬진강하구9_하구역,2019-05-09 00:00:00,127.77111,34.94083333,0,422.6,31.83,16.47,2.06,5.5,8.59,8.11,,3.6,,,2.4,274.6,1.83,73.7,23.4,2019,5,2,20192
해양환경측정망,섬진강하구9_하구역,2019-08-14 11:26:00,127.77111,34.94083333,0,568.4,28.08,26.97,3.0,5.3,7.12,8.36,,5.9,,,2.0,220.7,2.37,69.8,54.7,2019,8,3,20193
해양환경측정망,섬진강하구9_하구역,2019-11-21 11:20:00,127.77111,34.94083333,0,715.7,29.21,16.73,1.26,7.3,8.73,8.16,,12.0,,,2.0,579.7,1.38,35.7,36.8,2019,11,4,20194
해양환경측정망,성산연안1_연안,2019-02-27 00:00:00,126.9386111,33.48,0,79.2,34.42,14.79,0.71,3.0,9.28,8.23,,3.0,,56.1,7.1,63.4,2.62,4.4,15.0,2019,2,1,20191
해양환경측정망,성산연안1_연안,2019-05-08 00:00:00,126.9386111,33.48,0,125.7,34.29,16.7,0.04,6.0,10.19,8.18,,1.5,,16.7,9.3,21.0,0.53,2.8,13.8,2019,5,2,20192
해양환경측정망,성산연안1_연안,2019-08-13 13:20:00,126.9386111,33.48,0,140.3,31.29,26.84,0.2,7.1,7.79,8.19,,0.8,2.7,0.9,10.0,2.3,2.04,0.6,8.6,2019,8,3,20193
해양환경측정망,성산연안1_연안,2019-11-05 15:37:00,126.9386111,33.48,0,152.8,33.8,21.32,1.38,2.0,7.98,8.15,,5.0,,39.3,10.1,50.4,1.65,6.1,15.6,2019,11,4,20194
해양환경측정망,성산연안2_연안,2019-02-27 00:00:00,126.9386111,33.41138889,0,114.2,34.4,15.7,0.24,1.5,8.99,8.22,,3.9,,52.0,7.7,104.5,0.51,48.6,15.5,2019,2,1,20191
해양환경측정망,성산연안2_연안,2019-05-08 00:00:00,126.9386111,33.41138889,0,133.4,34.29,17.06,0.03,14.9,10.67,8.24,,1.2,3.5,13.8,11.2,21.0,0.9,5.9,12.4,2019,5,2,20192
해양환경측정망,성산연안2_연안,2019-08-13 13:43:00,126.9386111,33.41138889,0,137.8,30.52,28.42,0.19,7.8,7.62,8.23,,0.0,1.4,0.5,15.6,0.7,4.19,0.2,7.2,2019,8,3,20193
해양환경측정망,성산연안2_연안,2019-11-05 16:01:00,126.9386111,33.41138889,0,142.2,33.87,21.63,1.1,1.8,7.57,8.18,,3.5,,33.9,11.4,41.7,1.34,4.3,13.7,2019,11,4,20194
해양환경측정망,성산연안H1_항만,2019-02-27 00:00:00,126.9275,33.47083333,0,245.5,33.88,12.56,0.13,6.5,9.47,8.25,,3.7,,114.0,2.1,140.4,1.15,22.7,22.0,2019,2,1,20191
해양환경측정망,성산연안H1_항만,2019-08-13 13:09:00,126.9275,33.47083333,0,326.7,30.65,27.24,26.28,5.3,8.22,8.13,,8.7,,11.1,2.5,51.7,2.68,31.9,24.6,2019,8,3,20193
해양환경측정망,속초연안1_연안,2019-02-18 00:00:00,128.605,38.19972222,0,233.1,34.02,6.35,1.24,3.1,9.65,8.25,,3.0,,,5.5,133.9,0.92,19.0,28.1,2019,2,1,20191
해양환경측정망,속초연안1_연안,2019-02-26 00:00:00,128.605,38.19972222,0,132.7,31.51,7.16,7.98,10.7,11.08,8.35,,0.9,,4.7,1.1,26.7,1.82,21.1,21.2,2019,2,1,20191
해양환경측정망,속초연안1_연안,2019-05-02 00:00:00,128.605,38.19972222,0,185.6,34.02,9.99,2.02,5.0,7.04,8.14,,1.2,,,6.5,55.1,1.23,8.4,21.2,2019,5,2,20192
해양환경측정망,속초연안1_연안,2019-05-14 00:00:00,128.605,38.19972222,0,709.9,32.6,19.78,2.25,16.5,7.74,8.0,,4.2,,,0.9,275.1,1.24,219.5,37.0,2019,5,2,20192
해양환경측정망,속초연안1_연안,2019-08-08 17:45:00,128.605,38.19972222,0,109.3,33.23,23.98,2.17,9.7,7.96,8.14,141.8,0.4,2.6,1.8,8.2,11.8,2.12,9.6,10.0,2019,8,3,20193
해양환경측정망,속초연안1_연안,2019-11-11 17:00:00,128.605,38.19972222,0,210.4,33.29,17.83,1.19,3.8,8.12,8.11,,3.8,,21.9,13.0,33.7,0.96,8.0,16.5,2019,11,4,20194
해양환경측정망,속초연안2_연안,2019-02-17 00:00:00,128.6116667,38.21361111,0,216.0,34.18,7.12,0.69,1.9,9.38,8.18,,3.3,,,11.5,110.1,0.74,4.4,26.2,2019,2,1,20191
해양환경측정망,속초연안2_연안,2019-05-02 00:00:00,128.6116667,38.21361111,0,186.8,33.84,13.43,1.0,3.7,8.89,8.17,102.4,0.6,,,6.6,55.3,1.07,4.9,16.4,2019,5,2,20192
해양환경측정망,속초연안2_연안,2019-08-09 08:15:00,128.6116667,38.21361111,0,90.3,33.19,23.97,0.83,7.2,7.74,8.17,119.0,0.7,2.6,3.8,11.5,11.8,0.5,7.2,6.4,2019,8,3,20193
해양환경측정망,속초연안2_연안,2019-11-11 16:47:00,128.6116667,38.21361111,0,197.7,33.32,17.9,1.45,3.4,8.1,8.14,,3.7,,20.9,9.0,31.4,0.7,6.7,15.9,2019,11,4,20194
해양환경측정망,속초연안3_연안,2019-02-17 00:00:00,128.6136111,38.22083333,0,211.3,34.24,8.09,0.58,3.3,9.12,8.17,,3.1,,,12.0,114.8,0.67,11.1,26.3,2019,2,1,20191
해양환경측정망,속초연안3_연안,2019-05-02 00:00:00,128.6136111,38.22083333,0,157.6,34.01,13.15,0.88,3.4,9.19,8.19,81.8,0.2,1.3,3.8,6.5,5.9,1.09,1.9,11.1,2019,5,2,20192
해양환경측정망,속초연안3_연안,2019-08-09 08:23:00,128.6136111,38.22083333,0,111.9,33.32,23.29,0.49,4.3,7.78,8.17,94.7,0.4,2.7,1.4,12.1,30.7,0.73,28.9,6.8,2019,8,3,20193
해양환경측정망,속초연안3_연안,2019-11-11 16:35:00,128.6136111,38.22083333,0,190.2,33.39,18.0,1.5,3.8,8.16,8.28,,3.8,2.0,20.6,9.0,26.7,0.94,2.4,15.1,2019,11,4,20194
해양환경측정망,속초연안4_연안,2019-02-17 00:00:00,128.6655556,38.1175,0,189.7,34.32,9.8,0.76,1.6,9.04,8.18,,3.3,,,18.5,88.6,0.99,2.0,23.1,2019,2,1,20191
해양환경측정망,속초연안4_연안,2019-05-03 00:00:00,128.6655556,38.1175,0,127.5,33.84,12.9,1.12,5.3,8.68,8.17,84.0,0.2,1.6,16.1,9.0,16.9,1.03,0.6,12.0,2019,5,2,20192
해양환경측정망,속초연안4_연안,2019-08-08 16:45:00,128.6655556,38.1175,0,125.8,32.64,26.55,0.74,7.1,7.64,8.04,,0.4,,4.9,8.8,6.6,0.65,1.3,7.6,2019,8,3,20193
해양환경측정망,속초연안4_연안,2019-11-05 08:45:00,128.6655556,38.1175,0,131.8,33.37,17.99,1.0,3.1,7.94,8.29,,4.6,,26.9,12.0,36.7,1.01,5.2,14.9,2019,11,4,20194
해양환경측정망,속초연안H1_항만,2019-02-18 00:00:00,128.5977778,38.20888889,0,237.7,34.03,6.26,3.52,5.2,9.86,8.31,,2.8,,,5.3,111.7,0.8,4.6,30.1,2019,2,1,20191
해양환경측정망,속초연안H1_항만,2019-08-09 08:00:00,128.5977778,38.20888889,0,127.6,32.06,25.45,3.24,5.3,7.33,8.14,,1.6,2.5,20.6,4.1,47.2,0.95,25.0,16.3,2019,8,3,20193
해양환경측정망,속초연안H2_항만,2019-02-18 00:00:00,128.5883333,38.19722222,0,199.3,33.85,6.18,3.16,5.5,10.16,8.32,,5.4,,,5.3,168.4,1.08,11.3,24.7,2019,2,1,20191
해양환경측정망,속초연안H2_항만,2019-08-08 18:00:00,128.5883333,38.19722222,0,318.8,29.44,27.21,7.48,9.0,8.14,7.97,,3.6,,,2.8,111.6,2.34,60.3,32.6,2019,8,3,20193
해양환경측정망,시화호1_환경관리,2019-02-28 00:00:00,126.71194,37.29694,0,284.8,30.57,5.67,7.48,9.4,9.67,8.21,149.0,6.3,1.2,43.2,1.0,66.4,2.46,17.0,24.7,2019,2,1,20191
해양환경측정망,시화호1_환경관리,2019-05-10 00:00:00,126.71194,37.29694,0,261.3,30.96,16.76,0.42,9.6,7.12,8.12,,0.8,,12.7,1.1,19.8,1.97,6.3,40.3,2019,5,2,20192
해양환경측정망,시화호1_환경관리,2019-08-05 10:02:00,126.71194,37.29694,0,533.4,28.72,27.85,17.44,10.6,5.83,7.97,,24.7,,,0.5,194.4,4.03,5.0,103.5,2019,8,3,20193
해양환경측정망,시화호1_환경관리,2019-11-07 13:00:00,126.71194,37.29694,0,310.7,30.24,15.44,3.14,9.6,6.46,8.09,,3.9,,36.9,1.7,52.5,2.92,11.7,52.5,2019,11,4,20194
해양환경측정망,시화호10_환경관리,2019-02-28 00:00:00,126.61528,37.30833,0,330.8,30.94,4.49,17.04,4.9,9.5,8.18,96.9,7.7,1.7,62.6,1.5,88.3,2.99,18.0,33.5,2019,2,1,20191
해양환경측정망,시화호10_환경관리,2019-05-10 00:00:00,126.61528,37.30833,0,260.1,30.92,14.5,0.21,10.4,6.74,8.15,44.7,3.5,2.4,30.9,2.0,37.6,1.91,3.3,19.7,2019,5,2,20192
해양환경측정망,시화호10_환경관리,2019-08-05 11:47:00,126.61528,37.30833,0,433.5,29.82,26.1,30.72,18.0,8.12,8.12,,2.5,,26.6,0.5,164.4,5.54,135.3,82.6,2019,8,3,20193
해양환경측정망,시화호10_환경관리,2019-11-07 13:56:00,126.61528,37.30833,0,373.7,30.91,17.22,8.28,3.4,6.19,8.12,117.7,10.7,,77.1,4.1,125.4,1.79,37.6,44.6,2019,11,4,20194
해양환경측정망,시화호2_환경관리,2019-02-28 00:00:00,126.66722,37.30083,0,374.0,31.0,4.46,15.9,7.0,9.84,8.16,126.9,8.3,,89.3,1.3,111.1,2.28,13.4,41.0,2019,2,1,20191
해양환경측정망,시화호2_환경관리,2019-05-10 00:00:00,126.66722,37.30083,0,297.9,31.01,13.42,0.28,11.4,7.15,8.16,31.9,6.0,2.9,64.0,1.8,83.4,1.64,13.4,21.0,2019,5,2,20192
해양환경측정망,시화호2_환경관리,2019-08-05 11:03:00,126.66722,37.30083,0,444.5,29.95,25.89,35.28,15.0,5.48,8.1,,2.0,,12.3,0.8,149.7,4.59,135.5,89.2,2019,8,3,20193
해양환경측정망,시화호2_환경관리,2019-11-07 13:29:00,126.66722,37.30083,0,289.7,30.55,16.71,8.36,38.7,7.07,8.15,85.3,5.1,,28.0,2.6,47.8,2.95,14.7,42.9,2019,11,4,20194
해양환경측정망,시화호3_환경관리,2019-02-28 00:00:00,126.60306,37.29139,0,362.2,31.02,4.6,15.48,11.6,9.0,8.14,,8.5,,106.4,1.6,122.9,2.1,7.9,36.9,2019,2,1,20191
해양환경측정망,시화호3_환경관리,2019-05-10 00:00:00,126.60306,37.29139,0,281.7,31.06,13.34,0.36,11.9,6.8,8.14,23.7,6.1,,59.9,2.3,75.8,1.49,9.7,18.5,2019,5,2,20192
해양환경측정망,시화호3_환경관리,2019-08-05 12:02:00,126.60306,37.29139,0,506.1,30.16,25.69,6.8,23.0,4.25,7.82,,17.1,,120.7,1.3,270.3,3.15,132.5,77.6,2019,8,3,20193
해양환경측정망,시화호3_환경관리,2019-11-07 14:07:00,126.60306,37.29139,0,286.4,30.99,17.01,7.64,26.3,7.04,8.18,102.5,5.2,,30.5,4.1,38.5,2.93,2.8,39.5,2019,11,4,20194
해양환경측정망,시화호4_환경관리,2019-02-28 00:00:00,126.78139,37.2925,0,808.6,27.02,6.56,20.32,4.5,7.34,8.42,,16.9,,,1.3,325.5,4.64,20.3,62.1,2019,2,1,20191
해양환경측정망,시화호4_환경관리,2019-05-10 00:00:00,126.78139,37.2925,0,599.5,29.79,17.57,0.44,14.3,5.54,7.69,,13.0,,,0.5,331.5,2.75,126.4,106.6,2019,5,2,20192
해양환경측정망,시화호4_환경관리,2019-08-05 09:22:00,126.78139,37.2925,0,1258.6,23.03,29.49,5.64,12.6,3.19,7.53,,110.5,,,0.7,1066.3,4.61,343.0,202.8,2019,8,3,20193
