station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L]
주문진연안4_연안,2008-08-01,128.8525,37.91888889,148.524,33.99,25.06,0.04,5.8,6.51161,8.17,96.5551,0.86692,2.85062,2.994,16.0,11.0741,1.284,7.21316,15.095,1,
주문진연안4_연안,2008-11-01,128.8525,37.91888889,272.394,33.18,15.2,1.74,1.8,7.98377,8.1,238.473,4.799,10.859,81.987,12.0,92.674,1.13333,5.888,24.843,1,
주문진연안5_연안,2008-02-01,128.8741667,37.86111111,256.619,33.96,10.02,0.694,4.6,8.83106,7.87,313.503,3.30626,19.8117,97.5833,10.0,111.481,0.466667,10.5917,24.033,2,
주문진연안5_연안,2008-05-01,128.8741667,37.86111111,222.62,34.29,11.91,2.8,3.0,9.88478,7.92,14.3025,2.6586,1.62985,10.6753,5.0,29.1737,1.46,15.8398,22.3129,2,
주문진연안5_연안,2008-08-01,128.8741667,37.86111111,262.148,33.9,25.13,0.0748,2.6,6.98537,8.0,96.3248,0.5845,3.7445,0.993,12.0,9.9309,1.38,8.3534,7.808,2,
주문진연안5_연안,2008-11-01,128.8741667,37.86111111,252.509,33.43,14.4,1.964,3.8,8.02966,8.09,238.074,4.15,11.379,76.632,10.0,82.253,1.33333,1.471,38.081,2,
주문진연안H1_항만,2008-02-01,128.8313889,37.89055556,340.258,33.36,9.06,1.712,5.8,8.04722,7.89,336.286,9.19816,18.8915,117.743,1.5,323.511,1.52,196.569,75.658,1,
죽변연안3_연안,2008-02-01,129.4313889,36.97472222,121.434,33.99,12.08,0.36652,7.0,10.38,8.0,258.613,5.03874,12.3708,83.7423,10.0,98.4028,0.918896,9.62172,16.6103,1,
죽변연안3_연안,2008-05-01,129.4313889,36.97472222,183.908,33.76,16.02,0.63902,6.2,9.31,7.93,24.6287,0.90117,8.34972,30.2448,13.0,32.1448,0.479424,0.99891,39.0532,1,
죽변연안3_연안,2008-08-01,129.4313889,36.97472222,138.642,33.01,23.55,0.18082,9.4,8.71,7.94,100.978,0.450585,18.8278,12.3196,14.0,14.8134,0.838992,2.04323,21.686,1,
죽변연안3_연안,2008-11-01,129.4313889,36.97472222,227.999,33.73,14.65,2.13692,6.6,8.78,7.97,258.149,8.721,6.71252,165.351,9.0,176.751,1.43827,2.67889,17.9186,1,
죽변연안H1_항만,2008-02-01,129.4230556,37.05638889,481.0,33.52,11.03,0.95616,7.2,10.21,8.03,243.0,9.0,41.0,117.0,2.5,371.0,0.8,245.0,58.0,1,
표선연안1_연안,2008-02-01,126.7675,33.28083333,275.0,34.3,15.64,0.93,1.7,8.48,8.12,277.0,5.0,8.0,108.0,11.0,117.0,0.97,4.0,14.0,1,
표선연안1_연안,2008-05-01,126.7675,33.28083333,170.0,34.34,17.19,0.59,1.6,8.92,8.11,195.0,0.0,1.0,9.0,13.0,11.0,1.62,2.0,6.0,1,
표선연안1_연안,2008-08-01,126.7675,33.28083333,378.439,31.61,26.8,0.8,1.0,7.21,8.33,638.0,1.26658,4.0,278.876,14.0,329.453,0.53,49.3108,9.0,1,
표선연안1_연안,2008-11-01,126.7675,33.28083333,123.0,33.35,23.05,0.44,1.8,6.89,8.12,181.0,3.0,1.0,33.0,16.0,45.0,0.38,9.0,9.0,1,
가로림연안1_연안,2009-02-01,126.3269444,36.94638889,271.4,32.01,4.16,0.90484,20.2,10.03,7.99,369.0,1.17035,18.0,127.83,0.65,134.0,0.712763,5.0,72.5011,2,
가로림연안1_연안,2009-05-01,126.3269444,36.94638889,239.363,32.09,13.35,2.1216,15.0,8.81,8.07,268.0,2.0,17.0,97.0,1.1,108.0,0.8159,9.0,72.1,2,
가로림연안1_연안,2009-08-01,126.3269444,36.94638889,469.0,31.71,24.55,1.13516,13.0,7.53,8.14,17.0,2.0,6.0,2.0,1.0,5.0,0.779429,1.0,30.0,2,
가로림연안1_연안,2009-11-01,126.3269444,36.94638889,339.0,32.1,16.9,0.22188,18.6,7.67,8.03,31.0,8.0,15.0,94.0,0.8,114.0,1.51797,12.0,39.0,2,
가막만2_환경관리,2009-02-01,127.68833,34.68917,729.6,33.52,7.27,4.54,29.6,9.27,7.95,65.0,0.0,6.0,26.0,2.3,41.0,1.1,15.0,24.0,1,
가막만2_환경관리,2009-05-01,127.68833,34.68917,478.0,33.65,18.89,3.44,71.6,8.17,8.1,389.0,1.0,5.0,35.0,2.8,46.0,0.77,10.0,21.0,1,
가막만2_환경관리,2009-08-01,127.68833,34.68917,339.0,30.19,23.64,4.53,38.8,12.56,8.22,252.0,1.0,5.0,44.0,3.2,60.0,1.09,15.0,27.0,1,
가막만2_환경관리,2009-11-01,127.68833,34.68917,475.0,31.64,16.56,2.59,14.0,8.51,8.1,131.0,1.0,8.0,37.0,2.8,56.0,1.17,18.0,41.0,1,
가막만4_환경관리,2009-02-01,127.66111,34.7325,676.2,33.38,7.26,1.16,165.6,8.59,7.97,225.0,2.0,13.0,22.0,7.2,34.0,0.53,10.0,21.0,1,
가막만4_환경관리,2009-05-01,127.66111,34.7325,613.0,33.67,19.81,3.4,80.8,7.29,8.01,620.0,4.0,10.0,100.0,3.9,120.0,0.72,16.0,28.0,1,
가막만4_환경관리,2009-08-01,127.66111,34.7325,346.0,30.9,23.25,1.59,7.6,8.38,8.12,423.0,7.0,4.0,66.0,3.3,102.0,0.7,29.0,30.0,1,
가막만4_환경관리,2009-11-01,127.66111,34.7325,96.0,31.54,16.8,3.15,94.0,7.96,8.01,241.0,2.0,17.0,35.0,3.5,55.0,1.23,18.0,27.0,1,
가막만5_환경관리,2009-02-01,127.64417,34.6975,612.0,33.49,7.15,4.3,28.4,8.84,8.0,86.0,1.0,7.0,22.0,1.2,40.0,0.78,17.0,33.0,1,
가막만5_환경관리,2009-05-01,127.64417,34.6975,393.0,33.74,20.01,2.15,82.0,8.0,8.05,406.0,2.0,4.0,55.0,2.5,69.0,0.37,12.0,22.0,1,
가막만5_환경관리,2009-08-01,127.64417,34.6975,274.0,30.69,25.31,2.18,7.2,8.84,8.2,64.0,1.0,1.0,34.0,8.0,45.0,0.78,10.0,23.0,1,
가막만5_환경관리,2009-11-01,127.64417,34.6975,303.0,31.56,16.89,2.39,14.8,7.84,8.02,220.0,1.0,12.0,24.0,4.0,39.0,1.07,14.0,44.0,1,
강구연안1_연안,2009-02-01,129.4205556,36.38055556,217.232,34.27,10.13,1.326,5.0,8.46727,8.2,436.782,4.731,12.242,133.332,9.0,149.922,0.906667,11.859,22.781,1,
강구연안1_연안,2009-05-01,129.4205556,36.38055556,90.99,34.02,16.23,1.294,3.0,9.52186,8.23,21.968,0.632,13.24,6.859,7.5,10.125,0.464,2.634,49.327,1,
강구연안1_연안,2009-08-01,129.4205556,36.38055556,314.6,31.21,25.27,1.646,6.4,8.07882,8.28,51.371,0.891,13.6049,4.03608,7.0,16.4341,1.14133,11.507,30.2798,1,
강구연안1_연안,2009-11-01,129.4205556,36.38055556,240.0,33.59,18.11,1.086,2.4,7.9091,8.14,177.0,7.0,3.0,40.0,8.0,59.0,0.293333,12.0,10.0,1,
강구연안2_연안,2009-02-01,129.3975,36.35,335.738,34.28,9.93,1.128,2.4,8.29898,8.18,404.127,4.819,16.514,134.236,10.0,145.857,0.938667,6.802,17.787,1,
강구연안2_연안,2009-05-01,129.3975,36.35,143.114,34.01,16.06,2.48,4.8,8.72035,8.25,16.046,0.39,0.4,4.95,5.0,6.377,0.512,1.037,26.936,1,
강구연안2_연안,2009-08-01,129.3975,36.35,276.095,29.98,26.59,3.96,4.8,8.50582,8.31,202.418,0.966,14.0615,128.908,5.0,132.483,1.47733,2.609,30.8696,1,
강구연안2_연안,2009-11-01,129.3975,36.35,430.0,33.26,17.0,0.966,3.6,8.06856,8.12,237.0,10.0,6.0,61.0,5.5,88.0,0.309333,17.0,14.0,1,
강구연안H1_항만,2009-02-01,129.3905556,36.35666667,299.107,33.73,8.91,0.84,5.4,8.50742,8.16,382.42,14.247,21.343,160.561,5.0,261.724,0.837333,86.916,48.202,1,
강구연안H1_항만,2009-05-01,129.3905556,36.35666667,299.107,33.73,8.91,0.84,5.4,8.50742,8.16,382.42,14.247,21.343,160.561,5.0,261.724,2.09333,86.916,48.202,1,
강구연안H1_항만,2009-08-01,129.3905556,36.35666667,1634.86,14.51,24.5,0.806,10.8,7.33415,7.79,2814.18,17.193,48.9107,1113.38,1.5,1198.79,2.448,68.219,56.6242,1,
강릉연안4_연안,2009-02-01,128.9316667,37.80638889,255.343,34.25,10.23,0.744,3.0,8.66547,8.28,355.289,5.626,17.544,88.3,12.0,97.901,0.586667,3.975,32.681,1,
강릉연안4_연안,2009-05-01,128.9316667,37.80638889,79.72,33.83,12.15,1.932,7.0,9.18532,8.11,192.433,0.744,5.715,14.848,4.5,23.995,0.390773,8.403,21.33,1,
강릉연안4_연안,2009-08-01,128.9316667,37.80638889,304.701,32.34,22.99,0.726,2.8,7.3644,8.14,92.752,1.234,3.1045,5.33554,13.0,34.5325,0.677333,27.963,14.5518,1,
강릉연안4_연안,2009-11-01,128.9316667,37.80638889,189.0,33.45,14.92,0.908,1.8,7.86126,8.1,298.0,5.0,8.0,60.0,9.0,88.0,0.266667,23.0,30.0,1,
거제도남안4_연안,2009-02-01,128.6427778,34.67388889,481.2,34.19,12.66,0.1267,4.2,9.82,7.86,373.0,7.0,18.0,128.0,7.0,153.0,0.27,18.0,24.0,1,
거제도남안4_연안,2009-05-01,128.6427778,34.67388889,359.0,33.97,14.39,0.7786,3.2,8.4,8.1,179.0,2.0,4.0,47.0,5.0,65.0,0.9,16.0,22.0,1,
거제도남안4_연안,2009-08-01,128.6427778,34.67388889,238.0,30.94,24.0,1.87,11.2,6.64,8.21,335.0,9.0,3.0,10.0,4.0,31.0,0.86,12.0,22.0,1,
거제도남안4_연안,2009-11-01,128.6427778,34.67388889,325.0,33.22,16.54,2.1,3.0,6.25,7.97,479.0,7.0,4.0,119.0,4.0,135.0,0.37,9.0,37.0,1,
고창연안1_연안,2009-02-01,126.4605556,35.5725,152.9,32.11,4.95,10.5222,27.0,11.62,8.2,19.0,0.9,4.0,0.0,0.7,2.9,1.57619,2.0,39.8314,1,
고창연안1_연안,2009-05-01,126.4605556,35.5725,86.4322,32.09,17.21,1.83068,4.0,8.57,8.22,13.0,0.0,4.0,2.0,3.5,19.0,1.29682,17.0,22.7,1,
고창연안1_연안,2009-08-01,126.4605556,35.5725,200.0,30.16,25.82,1.92068,22.4,7.82,8.19,29.0,3.0,11.0,9.0,1.5,13.0,2.31847,1.0,47.0,1,
고창연안1_연안,2009-11-01,126.4605556,35.5725,205.0,31.73,15.54,2.68276,5.6,8.43,8.15,14.0,10.0,2.0,14.0,2.6,64.0,0.865387,40.0,25.0,1,
구룡포연안1_연안,2009-02-01,129.5638889,35.98305556,263.673,34.26,12.07,2.02,6.4,8.36619,8.2,179.454,3.668,12.105,65.641,5.0,72.849,0.469333,3.54,18.296,1,
구룡포연안1_연안,2009-05-01,129.5638889,35.98305556,174.676,34.0,15.58,1.838,5.8,9.78141,8.23,50.342,0.341,1.018,10.607,10.0,17.463,0.574667,6.515,11.807,1,
구룡포연안1_연안,2009-08-01,129.5638889,35.98305556,325.713,30.74,24.34,3.4,5.4,7.60375,8.25,73.726,1.035,26.6924,6.33574,7.0,9.91374,1.07733,2.543,36.3744,1,
구룡포연안1_연안,2009-11-01,129.5638889,35.98305556,145.0,33.32,17.03,1.08,3.4,7.89315,8.1,250.0,12.0,11.0,71.0,5.5,104.0,0.698667,21.0,30.0,1,
구룡포연안2_연안,2009-02-01,129.5880556,35.99777778,149.577,34.31,12.29,2.26,3.2,7.93455,8.21,256.5,5.186,13.315,81.956,5.0,98.965,0.661333,11.823,27.441,1,
구룡포연안2_연안,2009-05-01,129.5880556,35.99777778,365.561,33.98,15.71,1.092,9.6,9.37581,8.23,49.604,0.254,0.282,0.784,7.0,7.203,0.322667,6.165,25.6665,1,
구룡포연안2_연안,2009-08-01,129.5880556,35.99777778,147.255,31.27,24.38,2.54,3.2,7.32623,8.26,38.425,2.068,34.3014,3.62022,6.0,7.56322,1.68533,1.875,36.571,1,
구룡포연안2_연안,2009-11-01,129.5880556,35.99777778,178.0,33.25,16.56,0.828,5.4,8.2918,8.1,265.0,13.0,12.0,73.0,5.5,116.0,0.794667,30.0,39.0,1,
구룡포연안H1_항만,2009-02-01,129.5563889,35.98555556,478.0,33.94,9.89,2.96,5.0,7.97617,8.1,300.282,8.37,55.266,184.332,3.0,414.949,0.965333,222.247,79.332,1,
구룡포연안H1_항만,2009-05-01,129.5563889,35.98555556,278.296,33.94,9.89,2.96,5.0,7.97617,8.1,300.282,8.37,55.266,184.332,3.0,207.475,2.41333,222.247,79.332,1,
구룡포연안H1_항만,2009-08-01,129.5563889,35.98555556,289.834,30.91,24.83,6.59,3.0,6.77195,8.2,186.318,2.52,32.9318,19.4726,5.0,35.1546,0.96,13.162,38.1438,1,
대정연안1_연안,2009-02-01,126.2516667,33.2025,256.131,34.2563,15.2713,0.59525,1.66667,8.13277,8.04,535.266,2.53102,11.7635,112.834,10.0,166.204,0.468937,50.8394,19.7829,1,
대정연안1_연안,2009-05-01,126.2516667,33.2025,246.821,34.1372,16.1452,0.32569,3.7,8.5,8.1,142.018,0.0995025,2.28596,28.3528,9.0,40.8917,0.606106,12.4394,14.0437,1,
대정연안1_연안,2009-08-01,126.2516667,33.2025,382.064,31.6821,22.8124,1.73612,1.1,6.96427,8.0,388.75,1.49791,2.52141,61.2305,7.0,74.1699,1.07536,11.4415,9.9199,1,
대정연안1_연안,2009-11-01,126.2516667,33.2025,404.687,34.0822,19.8638,1.65417,1.8,8.45634,8.16,398.244,5.92599,2.22951,67.5023,11.0,110.859,0.182206,37.4308,17.2706,1,
대정연안2_연안,2009-02-01,126.3275,33.22,193.427,34.2479,15.3983,0.5851,1.8,8.25127,8.04,532.623,2.19149,12.3668,118.482,11.5,134.861,0.453041,14.1878,19.0954,1,
대정연안2_연안,2009-05-01,126.3275,33.22,230.695,34.218,16.2769,0.31671,2.6,8.54,8.09,183.853,0.232172,3.55593,11.8866,11.0,20.0347,0.590156,7.91597,12.955,1,
대정연안2_연안,2009-08-01,126.3275,33.22,330.24,32.0241,24.8868,1.79847,1.4,7.21874,8.21,158.398,0.876136,2.06297,12.0178,6.2,32.4766,1.08339,19.5826,7.18463,1,
대정연안2_연안,2009-11-01,126.3275,33.22,354.846,34.1639,20.358,2.3548,2.2,8.8466,8.17,449.711,7.69798,2.29708,72.5818,10.5,120.05,0.641681,39.7702,9.9437,1,
동해연안1_연안,2009-02-01,129.135,37.53555556,177.854,34.32,12.21,0.82,2.0,8.55369,8.27,321.712,5.193,14.565,92.63,12.0,100.416,0.602667,2.593,26.86,2,
동해연안1_연안,2009-05-01,129.135,37.53555556,148.673,34.1,14.21,1.386,3.4,9.29941,8.16,205.401,0.584,7.178,4.736,6.5,5.609,0.581333,0.289,16.596,2,
동해연안1_연안,2009-08-01,129.135,37.53555556,266.238,31.0,22.15,2.42,5.0,7.91903,8.15,153.605,2.411,2.3436,26.6322,6.5,30.0532,1.04533,1.01,29.69,2,
동해연안1_연안,2009-11-01,129.135,37.53555556,175.0,33.4,16.53,0.708,3.2,8.41936,8.11,213.0,8.0,16.0,80.0,8.0,109.0,0.538667,21.0,35.0,2,
동해연안2_연안,2009-02-01,129.1547222,37.50305556,147.734,34.33,12.46,0.68,2.6,8.32293,8.27,325.109,5.383,15.701,79.945,11.0,89.462,0.698667,4.134,29.286,1,
동해연안2_연안,2009-05-01,129.1547222,37.50305556,362.286,34.06,14.44,1.484,4.6,9.11963,8.16,208.28,0.319,11.212,3.846,6.5,4.379,0.821333,0.214,17.603,1,
동해연안2_연안,2009-08-01,129.1547222,37.50305556,305.81,30.69,22.8,2.46,3.8,7.95226,8.16,216.608,3.567,0.8218,33.6084,6.0,41.3284,0.789333,4.153,36.571,1,
동해연안2_연안,2009-11-01,129.1547222,37.50305556,187.0,33.58,16.76,0.814,5.2,8.19612,8.14,209.0,8.0,13.0,73.0,10.0,99.0,0.746667,18.0,38.0,1,
동해연안3_연안,2009-02-01,129.1522222,37.52333333,140.257,34.32,12.54,0.66,1.6,8.20354,8.27,337.907,5.962,7.444,80.719,12.0,94.452,0.613333,7.771,37.764,1,
동해연안3_연안,2009-05-01,129.1522222,37.52333333,102.986,34.07,14.09,1.622,4.8,9.11945,8.15,218.06,0.453,6.261,9.927,6.5,17.581,0.517333,7.201,16.553,1,
동해연안3_연안,2009-08-01,129.1522222,37.52333333,343.535,30.8,22.38,2.6,3.4,8.0008,8.16,197.72,3.008,1.5827,25.8349,6.0,30.5209,1.12,1.678,27.724,1,
동해연안3_연안,2009-11-01,129.1522222,37.52333333,176.0,33.3,15.76,0.848,4.8,8.0845,8.13,207.0,9.0,11.0,76.0,8.5,110.0,0.24,25.0,15.0,1,
동해연안4_연안,2009-02-01,129.115,37.61138889,173.577,34.32,12.32,0.868,2.6,8.3321,8.27,324.969,5.301,15.606,91.625,11.0,106.696,0.661333,9.77,18.895,1,
동해연안4_연안,2009-05-01,129.115,37.61138889,50.49,34.04,13.65,0.914,5.4,8.56105,8.12,214.457,5.091,12.593,0.295,12.0,7.892,0.335893,2.506,29.926,1,
동해연안4_연안,2009-08-01,129.115,37.61138889,167.463,32.29,22.73,2.66,4.2,7.59877,8.16,46.932,1.87,9.34388,2.65648,10.0,5.63896,1.152,1.11248,27.5274,1,
동해연안4_연안,2009-11-01,129.115,37.61138889,187.0,33.13,16.94,1.672,6.0,7.89315,8.12,209.0,6.0,7.0,56.0,8.0,79.0,0.464,17.0,36.0,1,
동해연안H1_항만,2009-02-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,0.629333,8.053,43.611,2,
동해연안H1_항만,2009-05-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,1.57333,8.053,43.611,2,
동해연안H1_항만,2009-08-01,129.1152778,37.54666667,353.173,32.04,22.08,10.9,7.0,8.41183,8.21,49.205,2.466,7.06118,30.1025,3.0,39.9135,1.24267,7.345,47.1874,2,
동해연안H2_항만,2009-02-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,0.661333,6.789,46.181,1,
동해연안H2_항만,2009-05-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,1.65333,6.789,46.181,1,
동해연안H2_항만,2009-08-01,129.1402778,37.49666667,311.853,29.61,21.92,5.54,8.2,8.61813,8.19,223.523,5.464,6.60464,69.2877,4.0,105.734,1.33867,30.982,27.724,1,
보령연안3_연안,2009-02-01,126.4916667,36.24583333,192.4,32.31,5.21,2.87728,9.8,9.97,8.03,337.0,14.4608,20.0,101.539,1.7,119.0,0.682787,3.0,37.4563,3,
보령연안3_연안,2009-05-01,126.4916667,36.24583333,110.162,32.12,14.26,0.81664,7.6,9.45,8.24,31.0,1.0,5.0,11.0,5.5,34.0,1.10777,22.0,39.3802,3,
보령연안3_연안,2009-08-01,126.4916667,36.24583333,516.0,30.88,24.75,2.33232,7.8,7.52,8.31,52.0,1.0,7.0,1.0,2.1,3.0,1.74711,1.0,80.0,3,
보령연안3_연안,2009-11-01,126.4916667,36.24583333,393.0,32.02,16.77,0.64608,4.4,7.74,8.04,37.0,32.0,10.0,55.0,2.0,106.0,1.67403,19.0,51.0,3,
부산연안4_환경관리,2009-02-01,129.09278,35.08583,289.106,34.0327,13.17,1.39009,1.95,8.40048,8.17,328.165,4.8405,8.9903,95.8132,4.0,135.215,2.04488,34.5612,15.6616,1,
부산연안4_환경관리,2009-05-01,129.09278,35.08583,213.892,33.94,15.17,6.89814,3.15,9.30228,8.0,292.488,5.34789,14.5824,78.0896,5.0,115.168,0.775846,31.731,20.8666,1,
부산연안4_환경관리,2009-08-01,129.09278,35.08583,258.641,30.0484,24.017,6.02373,6.7,5.93382,8.1,95.5776,4.22128,6.99945,77.6852,2.5,133.287,1.93061,51.3803,39.1685,1,
부산연안4_환경관리,2009-11-01,129.09278,35.08583,174.852,32.9442,15.9506,1.40504,9.6,7.08698,7.74,461.618,1.69367,10.4143,124.177,1.0,136.428,1.57883,10.5576,29.2918,1,
부산연안5_환경관리,2009-02-01,129.04583,35.0475,355.675,34.3083,13.44,1.15094,6.95,8.63296,8.21,342.732,4.86879,12.877,178.947,2.5,194.309,1.74526,10.493,13.733,1,
부산연안5_환경관리,2009-05-01,129.04583,35.0475,167.134,33.99,14.91,10.1641,3.95,9.56203,8.12,52.2195,0.52969,4.4051,20.8013,2.0,102.437,0.886682,81.1062,18.9513,1,
부산연안5_환경관리,2009-08-01,129.04583,35.0475,172.12,30.673,23.4875,4.04322,8.2,7.6223,8.21,76.7528,-0.0305312,6.26771,5.01282,3.0,11.1874,1.99339,6.20511,12.803,1,
부산연안5_환경관리,2009-11-01,129.04583,35.0475,221.927,33.0215,16.2694,0.807149,14.55,6.57964,7.87,413.996,5.69874,16.894,108.369,0.5,125.298,1.29746,11.23,49.1422,1,
삼척연안4_연안,2009-02-01,129.3669444,37.23333333,160.526,34.32,11.13,1.394,3.6,8.68233,8.23,434.01,3.66,15.838,105.081,10.0,121.622,0.661333,12.881,18.513,1,
삼척연안4_연안,2009-05-01,129.3669444,37.23333333,175.906,33.95,14.62,0.916,2.8,8.99423,8.14,204.707,1.38,4.581,21.25,9.0,28.169,0.442667,5.539,19.754,1,
삼척연안4_연안,2009-08-01,129.3669444,37.23333333,185.365,31.77,23.64,1.114,3.4,7.67276,8.23,33.241,0.784,8.73516,12.2753,7.0,15.2253,0.944,2.166,25.3648,1,
삼척연안4_연안,2009-11-01,129.3669444,37.23333333,175.0,33.29,16.88,1.078,5.2,8.10045,8.14,219.0,9.0,8.0,67.0,9.5,93.0,0.256,17.0,33.0,1,
삼척연안H2_항만,2009-02-01,129.3444444,37.22777778,397.0,34.09,10.22,0.95,4.0,8.2535,8.21,458.394,8.216,34.041,214.275,4.5,338.121,0.725333,115.63,39.5322,1,
삼척연안H2_항만,2009-05-01,129.3444444,37.22777778,197.2,34.09,10.22,0.95,4.0,8.2535,8.21,458.394,8.216,34.041,214.275,4.5,169.061,1.81333,115.63,39.5322,1,
삼척연안H2_항만,2009-08-01,129.3444444,37.22777778,247.969,30.37,23.38,1.924,6.0,7.85632,8.24,101.404,3.361,16.3442,24.3602,4.0,41.2322,1.43467,13.511,34.4084,1,
서귀포연안2_연안,2009-02-01,126.4125,33.22944444,262.082,34.3018,15.4058,0.56204,2.75,8.26777,8.04,485.924,2.43842,11.6127,113.617,11.5,142.066,0.334235,26.0109,18.9235,2,
서귀포연안2_연안,2009-05-01,126.4125,33.22944444,217.36,34.4106,16.3414,0.33715,3.6,8.27,8.08,235.596,0.995025,2.83023,32.0785,9.0,46.5182,0.366854,13.4446,8.41897,2,
서귀포연안2_연안,2009-08-01,126.4125,33.22944444,363.87,29.8573,24.6896,2.7804,2.0,7.32768,8.18,192.376,1.18702,2.3686,13.697,7.0,21.3749,1.01116,6.49087,9.1905,2,
서귀포연안2_연안,2009-11-01,126.4125,33.22944444,251.733,34.1755,20.4274,2.26476,1.3,8.36446,8.16,524.663,8.88898,2.56732,68.6029,10.0,98.6531,0.0871419,21.1612,14.1305,2,
성산연안1_연안,2009-02-01,126.9386111,33.48,298.004,34.2415,14.2282,0.62729,2.0,8.29271,7.95,489.889,4.10519,12.8192,114.626,9.0,131.106,0.350151,12.3749,19.2673,1,
성산연안1_연안,2009-05-01,126.9386111,33.48,241.549,34.1194,16.9536,0.33252,2.5,8.28,8.17,264.22,0.92869,5.73303,21.3089,13.0,41.0852,0.103676,18.8476,10.5963,1,
성산연안1_연안,2009-08-01,126.9386111,33.48,373.243,30.3967,26.4057,1.10729,1.0,6.80062,8.24,386.751,1.55443,1.45172,32.4839,8.2,39.9791,0.97906,5.94079,9.9199,1,
성산연안1_연안,2009-11-01,126.9386111,33.48,256.067,33.6253,19.0036,1.00312,0.9,7.3422,8.01,607.609,14.2921,4.12122,129.399,8.5,150.815,0.261426,7.12461,15.875,1,
성산연안2_연안,2009-02-01,126.9386111,33.41138889,273.135,34.2549,14.7082,0.58931,2.3,8.39391,8.07,479.316,2.77795,12.0652,106.976,10.0,132.061,0.222823,22.3063,18.5798,1,
성산연안2_연안,2009-05-01,126.9386111,33.41138889,263.877,34.3626,17.0752,0.34426,2.6,8.39,8.15,266.055,0.39801,5.00733,18.8119,12.0,27.2515,0.167477,8.04162,8.60041,1,
성산연안2_연안,2009-08-01,126.9386111,33.41138889,387.026,30.578,26.6841,1.86807,1.0,7.43306,8.22,360.768,0.904398,2.21579,22.6447,7.2,33.5604,0.786458,10.0113,10.2846,1,
성산연안2_연안,2009-11-01,126.9386111,33.41138889,237.106,33.6694,19.0821,1.07127,1.2,7.49359,8.05,586.623,14.6697,4.45903,120.421,9.0,142.003,0.213894,6.91193,16.9217,1,
성산연안H1_항만,2009-02-01,126.9275,33.47083333,384.09,33.4934,10.325,0.683527,2.3,7.90362,8.1,1026.92,4.32125,15.3831,206.556,6.0,246.898,1.40681,36.0211,27.5173,1,
성산연안H1_항만,2009-05-01,126.9275,33.47083333,384.09,33.4934,10.325,0.683527,2.3,7.90362,8.1,1026.92,4.32125,15.3831,206.556,6.0,246.898,1.40681,36.0211,27.5173,1,
성산연안H1_항만,2009-08-01,126.9275,33.47083333,477.442,30.9245,25.9165,1.24021,1.0,6.9819,8.23,475.195,2.43057,3.28547,47.238,5.0,96.2048,2.03034,46.5362,8.27874,1,
아산연안3_연안,2009-02-01,126.5194444,37.08888889,228.7,31.81,4.14,4.97456,20.6,10.23,8.13,293.0,3.5,19.0,127.5,0.7,134.0,0.882627,3.0,73.6217,1,
아산연안3_연안,2009-05-01,126.5194444,37.08888889,380.0,31.68,13.45,2.81796,31.2,8.83,8.05,236.0,7.0,17.0,202.0,0.9,264.0,1.84407,55.0,61.0,1,
아산연안3_연안,2009-08-01,126.5194444,37.08888889,277.0,30.43,23.1,1.69944,3.6,8.78,8.23,3.0,3.0,6.0,13.0,2.7,17.0,0.914839,1.0,36.0,1,
아산연안3_연안,2009-11-01,126.5194444,37.08888889,297.0,31.45,16.89,0.33292,20.0,7.65,8.02,44.0,6.0,27.0,166.0,1.2,177.0,0.922133,5.0,50.0,1,
양양연안1_연안,2009-02-01,128.7502778,38.0125,169.403,34.23,10.17,0.754,6.0,8.55299,7.98,367.284,5.705,19.052,95.666,16.0,109.842,0.554667,8.471,34.705,1,
양양연안1_연안,2009-05-01,128.7502778,38.0125,416.534,34.04,12.08,1.78,4.4,9.12275,8.13,162.736,1.051,1.678,0.618,7.0,3.207,0.613333,1.538,27.594,1,
양양연안1_연안,2009-08-01,128.7502778,38.0125,158.632,32.24,21.02,1.09,4.0,8.63029,8.17,87.284,0.351,10.8657,3.13392,10.0,8.44792,0.650667,4.963,22.2192,1,
양양연안1_연안,2009-11-01,128.7502778,38.0125,150.0,33.24,14.03,1.1,2.6,8.30774,8.12,184.0,3.0,7.0,51.0,8.5,70.0,0.24,16.0,26.0,1,
양양연안2_연안,2009-02-01,128.8016667,37.94972222,127.364,34.23,10.3,0.592,3.2,8.42,8.2,346.679,7.248,14.052,105.732,16.0,115.668,0.362667,2.688,23.817,1,
