station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],유분[mg/L]
표선연안2_연안,2012-11-29,126.8655556,33.32555556,155.1,33.91,18.18,2.31,8.0,7.82,8.25,210.6,9.8,7.3,55.9,10.0,74.4,0.71,8.7,11.6,
한림연안1_연안,2012-03-07,126.185,33.37611111,148.3,34.43,14.22,0.64,4.6,9.01,8.18,170.8,3.2,9.8,69.4,8.5,89.8,0.23,17.2,11.3,
한림연안1_연안,2012-05-24,126.185,33.37611111,163.2,33.62,17.65,0.64,10.0,7.74,8.03,106.3,1.6,2.2,5.5,15.6,8.5,0.48,1.4,9.4,
한림연안1_연안,2012-08-21,126.185,33.37611111,144.0,31.15,26.06,2.09,5.3,8.08,8.03,237.6,2.0,4.2,40.0,7.0,45.5,1.5,3.5,15.2,
한림연안1_연안,2012-11-30,126.185,33.37611111,168.7,33.9,17.71,1.98,4.9,7.5,8.23,247.1,8.0,10.5,81.1,7.0,97.7,0.35,8.6,11.3,
한림연안2_연안,2012-03-07,126.2744444,33.46305556,147.7,34.44,14.06,0.67,6.0,9.29,8.2,189.6,2.5,9.1,62.1,11.0,118.9,0.6,54.3,10.8,
한림연안2_연안,2012-05-24,126.2744444,33.46305556,194.0,33.67,17.44,0.64,4.7,8.18,8.06,91.8,0.3,2.6,4.4,14.8,134.4,0.48,129.7,12.1,
한림연안2_연안,2012-08-21,126.2744444,33.46305556,164.4,30.62,27.76,2.0,20.0,7.07,8.27,126.7,0.8,1.1,1.7,8.3,13.6,1.23,11.1,13.7,
한림연안2_연안,2012-11-30,126.2744444,33.46305556,189.0,32.92,16.45,2.41,3.2,7.72,8.21,223.5,5.2,6.3,59.6,7.5,68.7,0.65,3.9,7.6,
한림연안3_연안,2012-03-07,126.16,33.29444444,150.5,34.44,14.2,0.43,3.8,9.07,8.21,180.8,3.0,10.0,67.0,9.0,77.2,0.29,7.2,17.6,
한림연안3_연안,2012-05-24,126.16,33.29444444,158.8,34.07,16.88,0.41,26.1,7.77,8.04,279.1,4.4,5.8,75.3,13.4,82.5,0.32,2.8,13.1,
한림연안3_연안,2012-08-21,126.16,33.29444444,162.7,31.67,23.15,2.52,7.5,7.22,8.18,211.0,1.3,1.4,21.0,7.3,30.8,1.2,8.5,18.4,
한림연안3_연안,2012-11-30,126.16,33.29444444,186.9,33.96,17.83,1.35,2.6,7.62,8.19,253.4,7.6,10.3,84.9,8.0,98.7,0.46,6.2,12.8,
한림연안H1_항만,2012-03-07,126.2552778,33.41555556,290.0,33.6,12.48,0.64,13.0,8.74,8.16,368.8,3.0,12.7,129.1,4.8,142.0,0.85,9.9,19.4,
한림연안H1_항만,2012-08-21,126.2552778,33.41555556,296.7,30.71,26.6,12.35,5.2,8.08,8.38,183.0,2.7,1.3,71.8,3.0,96.5,1.15,21.9,16.5,
함평연안1_환경관리,2012-02-26,126.36111,35.15278,425.4,32.33,2.99,3.76,143.0,11.87,8.16,423.2,1.3,19.5,160.7,0.2,192.1,1.55,30.2,99.8,
함평연안1_환경관리,2012-05-12,126.36111,35.15278,348.4,31.95,17.38,2.26,29.8,8.31,7.84,268.0,5.1,18.7,92.8,0.6,133.0,1.63,35.0,34.8,
함평연안1_환경관리,2012-08-14,126.36111,35.15278,333.5,31.39,28.72,3.31,14.6,6.29,7.94,481.5,24.5,19.0,92.2,2.1,159.1,1.41,42.5,35.3,
함평연안1_환경관리,2012-11-09,126.36111,35.15278,401.1,30.08,13.3,1.52,13.2,8.69,8.04,586.8,22.9,29.3,174.6,1.2,233.6,0.95,36.2,53.6,
함평연안2_환경관리,2012-02-26,126.29222,35.165,480.5,32.39,3.04,4.42,256.0,11.03,8.12,498.7,0.9,21.4,180.9,0.2,202.2,1.6,20.3,154.1,
함평연안2_환경관리,2012-05-12,126.29222,35.165,366.0,32.28,16.41,2.72,45.0,7.86,7.93,263.5,5.2,18.1,99.1,0.4,114.8,0.93,10.6,50.3,
함평연안2_환경관리,2012-08-14,126.29222,35.165,302.1,31.56,28.24,1.97,3.7,6.51,7.92,511.0,24.4,21.5,104.0,1.4,140.7,1.04,12.4,33.9,
함평연안2_환경관리,2012-11-09,126.29222,35.165,401.5,29.79,12.97,2.45,5.0,8.87,8.0,565.1,26.2,31.3,182.0,2.0,241.6,1.05,33.5,42.6,
함평연안3_환경관리,2012-02-26,126.36917,35.13,384.1,32.35,2.97,2.83,150.5,11.51,8.13,450.3,0.7,20.0,167.7,0.2,197.0,1.17,28.6,44.5,
함평연안3_환경관리,2012-05-12,126.36917,35.13,336.8,31.99,17.34,2.8,13.0,7.85,7.96,264.3,4.8,18.6,87.6,1.1,130.0,0.8,37.7,23.6,
함평연안3_환경관리,2012-08-14,126.36917,35.13,384.3,31.35,28.71,1.54,11.2,6.36,7.91,596.9,19.6,27.2,104.7,3.1,153.9,0.83,29.5,38.0,
함평연안3_환경관리,2012-11-09,126.36917,35.13,406.7,30.27,13.37,4.55,18.4,8.69,8.05,616.5,19.0,29.3,168.2,0.8,221.4,1.5,34.2,58.6,
함평연안4_환경관리,2012-02-26,126.38389,35.11167,384.8,32.35,3.0,2.75,99.5,12.68,8.11,458.2,0.7,20.4,180.5,0.3,206.4,1.17,25.1,72.2,
함평연안4_환경관리,2012-05-12,126.38389,35.11167,401.2,31.84,17.92,1.28,25.6,6.97,7.78,267.0,4.6,15.1,79.4,0.7,131.7,0.72,47.6,40.9,
함평연안4_환경관리,2012-08-14,126.38389,35.11167,345.0,31.21,28.85,2.41,12.8,6.33,7.89,572.7,17.0,26.7,96.5,2.0,150.2,0.9,36.7,35.2,
함평연안4_환경관리,2012-11-09,126.38389,35.11167,371.4,30.67,13.77,5.05,57.7,8.63,8.03,638.7,7.7,28.8,180.0,0.5,210.8,1.29,23.2,67.5,
해남만1_연안,2012-02-23,126.3644444,34.72111111,300.8,32.51,4.71,3.54,4.5,11.37,8.16,299.8,3.0,13.9,162.1,1.2,171.8,1.03,6.8,22.5,
해남만1_연안,2012-05-10,126.3644444,34.72111111,543.7,30.39,15.87,3.45,1.8,8.49,8.17,96.8,10.5,0.8,164.9,2.8,177.0,1.69,1.7,18.9,
해남만1_연안,2012-08-16,126.3644444,34.72111111,510.8,28.91,25.76,5.69,12.0,7.09,8.02,697.8,23.0,11.1,267.2,1.5,301.8,2.4,11.7,32.3,
해남만1_연안,2012-11-08,126.3644444,34.72111111,301.3,30.37,15.36,2.32,3.8,8.46,8.03,543.9,16.6,21.4,142.5,3.0,176.8,1.4,17.7,35.9,
해남만2_연안,2012-02-23,126.3436111,34.73888889,300.6,32.76,4.85,5.25,15.2,9.88,8.08,261.5,2.9,15.7,145.4,0.6,160.9,1.09,12.6,38.6,
해남만2_연안,2012-05-10,126.3436111,34.73888889,589.5,30.83,16.14,2.61,9.8,8.57,8.09,228.8,9.1,8.9,175.8,1.2,186.6,0.99,1.7,22.4,
해남만2_연안,2012-08-16,126.3436111,34.73888889,547.7,29.29,25.79,4.38,15.4,7.05,8.11,697.3,23.5,12.8,268.8,1.9,302.2,2.05,9.9,30.5,
해남만2_연안,2012-11-08,126.3436111,34.73888889,304.2,30.38,15.39,2.58,2.7,8.67,8.14,529.0,17.4,21.2,136.0,3.2,164.0,1.03,10.6,36.4,
행암만1_환경관리,2012-02-22,128.69167,35.11833,166.0,33.04,5.53,9.77,3.5,13.52,7.98,36.5,2.2,0.8,8.6,3.1,98.3,2.24,87.5,27.7,
행암만1_환경관리,2012-05-11,128.69167,35.11833,234.6,32.61,16.31,11.77,6.1,11.45,8.46,5.0,0.6,1.3,1.6,1.5,11.5,1.77,9.4,23.4,
행암만1_환경관리,2012-08-10,128.69167,35.11833,203.9,31.68,26.71,2.38,26.3,8.32,8.29,255.8,0.9,3.7,2.3,3.1,15.1,2.34,11.9,19.3,
행암만2_환경관리,2012-02-22,128.68056,35.13889,276.5,33.25,5.51,10.96,4.3,13.19,8.01,20.4,0.8,3.6,0.8,8.6,91.1,2.45,89.5,25.2,
행암만2_환경관리,2012-05-11,128.68056,35.13889,398.7,32.23,16.89,22.99,5.2,11.58,8.45,47.9,1.7,1.8,4.2,1.3,26.1,2.35,20.2,40.1,
행암만2_환경관리,2012-08-10,128.68056,35.13889,215.2,31.47,26.88,3.27,5.3,9.33,8.36,9.9,1.1,2.0,2.7,3.0,11.7,3.36,7.9,26.2,
후포연안1_연안,2012-02-13,129.4588889,36.6475,211.3,34.32,9.54,0.43,2.2,8.75,8.21,247.4,3.5,12.2,74.0,12.0,79.7,0.37,2.2,19.0,
후포연안1_연안,2012-05-08,129.4588889,36.6475,178.2,34.17,16.31,1.1,4.2,8.58,8.19,9.1,0.1,1.9,4.4,8.0,12.4,0.93,7.8,11.9,
후포연안1_연안,2012-08-11,129.4588889,36.6475,118.2,33.05,25.23,0.87,2.2,6.76,8.16,136.2,1.5,1.7,13.3,11.0,17.5,1.06,2.7,16.7,
후포연안1_연안,2012-11-22,129.4588889,36.6475,133.0,33.47,13.78,1.28,2.6,8.13,8.11,170.3,2.4,5.2,37.5,10.0,40.6,0.46,0.6,12.1,
후포연안2_연안,2012-02-12,129.4836111,36.69444444,215.2,34.18,9.37,1.1,0.6,8.55,8.21,250.9,4.9,13.1,74.1,11.0,81.7,0.35,2.6,18.6,
후포연안2_연안,2012-05-08,129.4836111,36.69444444,187.9,34.16,16.47,0.87,3.8,8.69,8.18,13.5,0.3,1.5,6.5,9.0,12.4,0.72,5.6,13.5,
후포연안2_연안,2012-08-10,129.4836111,36.69444444,114.9,32.55,26.42,0.81,2.0,6.87,8.17,160.7,1.5,1.5,20.0,10.0,25.0,0.98,3.6,14.5,
후포연안2_연안,2012-11-22,129.4836111,36.69444444,164.3,33.47,13.77,1.1,3.2,7.93,8.1,175.1,2.6,5.3,41.6,10.0,44.8,0.14,0.6,11.8,
후포연안H1_항만,2012-08-11,129.4577778,36.67833333,183.6,32.95,25.87,0.87,2.4,6.63,8.12,113.4,1.7,2.3,30.5,6.0,38.5,1.26,6.2,17.5,
가로림연안1_연안,2013-02-16,126.3269444,36.94638889,377.6,30.99,2.65,4.46,46.5,11.14,8.1,511.0,1.5,25.5,194.1,1.0,271.8,1.18,76.1,26.2,
가로림연안1_연안,2013-05-20,126.3269444,36.94638889,335.1,31.01,9.91,4.0,12.4,10.44,8.03,101.7,2.9,11.7,134.2,2.0,138.0,1.07,0.9,21.9,
가로림연안1_연안,2013-08-04,126.3269444,36.94638889,170.4,31.07,22.62,4.47,8.6,8.54,8.17,42.5,1.3,0.2,8.7,3.5,12.5,0.99,2.5,16.4,
가로림연안1_연안,2013-11-05,126.3269444,36.94638889,211.2,31.46,16.04,2.0,10.6,7.69,8.05,262.5,11.2,19.1,99.7,1.5,115.0,1.37,4.0,20.1,
가로림연안2_연안,2013-02-16,126.3133333,36.99,403.2,31.15,3.15,5.46,26.6,11.03,8.07,539.1,1.5,32.3,208.1,0.5,300.0,1.1,90.4,53.5,
가로림연안2_연안,2013-05-20,126.3133333,36.99,330.5,31.02,9.81,2.41,8.6,10.47,8.02,120.7,3.3,14.0,181.4,3.5,191.0,1.02,6.3,19.8,
가로림연안2_연안,2013-08-04,126.3133333,36.99,153.4,31.09,22.78,4.64,6.4,8.68,8.18,30.2,0.8,0.2,8.1,4.5,11.5,0.95,2.6,15.9,
가로림연안2_연안,2013-11-05,126.3133333,36.99,227.4,31.38,16.16,2.61,6.2,7.6,8.04,270.8,12.2,20.9,110.1,1.5,124.6,1.04,2.3,21.7,
가로림연안3_연안,2013-02-16,126.2,36.94166667,412.8,31.06,2.87,4.92,22.3,11.01,8.05,541.9,1.1,31.2,216.5,0.6,232.4,1.16,14.8,49.7,
가로림연안3_연안,2013-05-20,126.2,36.94166667,341.4,31.05,9.27,3.27,6.6,10.45,7.98,97.5,2.4,14.2,174.8,3.0,189.1,1.2,11.9,20.8,
가로림연안3_연안,2013-08-04,126.2,36.94166667,129.7,31.13,22.78,3.77,5.8,7.8,8.18,30.2,1.4,0.1,8.8,7.5,12.1,0.85,1.9,13.2,
가로림연안3_연안,2013-11-05,126.2,36.94166667,216.8,31.38,16.3,2.21,7.0,7.61,8.05,256.2,10.9,19.7,106.2,2.5,118.5,1.03,1.4,33.0,
가막만1_환경관리,2013-02-23,127.73417,34.7225,194.2,32.98,7.42,13.65,10.0,10.74,8.41,36.6,1.8,4.5,11.0,2.2,28.5,1.41,15.7,25.5,
가막만1_환경관리,2013-05-21,127.73417,34.7225,118.9,32.81,18.27,4.09,10.9,8.15,8.1,214.4,1.9,9.0,11.3,1.9,33.9,1.33,20.7,10.7,
가막만1_환경관리,2013-08-12,127.73417,34.7225,174.8,32.72,24.85,2.44,5.3,5.79,7.97,729.4,1.0,6.5,3.1,2.0,9.1,0.85,5.0,23.2,
가막만1_환경관리,2013-11-07,127.73417,34.7225,228.8,32.35,19.12,2.67,8.5,7.16,8.15,238.3,12.3,16.4,35.4,1.5,60.7,0.77,13.0,23.7,
가막만2_환경관리,2013-02-24,127.68833,34.68917,121.6,33.1,4.86,5.18,8.2,10.46,8.34,28.9,0.5,1.6,2.2,2.0,3.5,1.43,0.7,17.7,
가막만2_환경관리,2013-05-22,127.68833,34.68917,83.4,33.21,19.82,0.26,8.75,8.13,8.13,87.1,0.5,0.6,0.4,4.1,3.9,1.18,2.9,4.0,
가막만2_환경관리,2013-08-12,127.68833,34.68917,174.2,32.92,25.24,1.77,3.6,6.92,8.09,638.3,0.5,3.8,0.8,2.5,7.7,0.67,6.4,20.2,
가막만2_환경관리,2013-11-12,127.68833,34.68917,200.9,32.29,17.66,0.7,7.8,7.62,8.18,200.3,4.0,10.5,11.3,1.6,17.2,1.14,1.8,24.8,
가막만3_환경관리,2013-02-23,127.69028,34.62139,158.8,33.22,5.67,4.17,6.6,10.47,8.32,33.9,0.4,2.1,0.5,1.0,2.0,1.28,1.0,21.2,
가막만3_환경관리,2013-05-22,127.69028,34.62139,99.0,33.3,17.78,2.06,7.15,8.4,8.13,137.7,0.9,1.4,0.2,1.8,3.0,1.23,1.8,8.5,
가막만3_환경관리,2013-08-12,127.69028,34.62139,179.5,32.97,22.91,2.47,5.6,6.42,8.01,605.5,6.3,10.2,21.1,1.5,38.7,0.75,11.3,19.6,
가막만3_환경관리,2013-11-12,127.69028,34.62139,233.9,32.72,18.69,0.46,17.5,7.05,8.15,295.0,15.7,16.4,40.1,1.8,58.4,1.33,2.6,24.8,
가막만4_환경관리,2013-02-24,127.66111,34.7325,144.7,32.95,4.73,3.56,5.1,10.67,8.36,17.0,0.3,1.4,0.4,5.0,2.3,0.98,1.7,16.6,
가막만4_환경관리,2013-05-22,127.66111,34.7325,92.7,32.97,20.97,4.53,15.45,8.51,8.13,314.3,0.5,1.8,0.1,2.8,2.2,1.31,1.7,11.7,
가막만4_환경관리,2013-08-12,127.66111,34.7325,176.2,32.85,27.02,1.77,3.3,7.54,8.17,554.0,0.5,1.9,0.6,2.5,6.9,1.18,5.8,20.7,
가막만4_환경관리,2013-11-12,127.66111,34.7325,203.5,32.13,17.73,0.93,9.3,7.47,8.08,173.0,1.7,8.8,3.7,5.0,7.2,1.19,1.8,25.7,
가막만5_환경관리,2013-02-24,127.64417,34.6975,149.9,32.99,4.67,4.92,6.6,10.67,8.36,11.4,0.3,1.2,1.6,3.0,2.7,1.03,0.8,17.8,
가막만5_환경관리,2013-05-22,127.64417,34.6975,118.1,33.23,19.6,1.16,13.1,8.18,8.11,263.8,0.4,1.6,0.1,4.6,11.5,1.11,11.0,14.6,
가막만5_환경관리,2013-08-12,127.64417,34.6975,186.5,32.79,27.33,1.13,3.3,7.38,8.17,600.2,0.6,1.5,0.4,2.0,7.8,1.16,6.9,19.2,
가막만5_환경관리,2013-11-12,127.64417,34.6975,169.9,32.18,17.86,0.67,9.0,7.78,8.17,155.1,1.8,8.2,4.1,4.7,7.4,1.01,1.5,21.7,
감포연안1_연안,2013-02-28,129.5108333,35.79805556,169.9,34.14,11.27,4.31,2.8,8.2,7.97,343.8,6.5,18.1,98.9,4.0,117.6,1.25,12.3,19.6,
감포연안1_연안,2013-05-13,129.5108333,35.79805556,166.3,34.0,12.07,4.29,4.1,9.23,8.19,264.7,5.9,9.6,40.1,4.3,48.4,0.92,2.3,21.6,
감포연안1_연안,2013-08-08,129.5108333,35.79805556,152.6,34.44,21.0,3.13,2.6,9.29,8.29,210.5,0.2,2.8,1.2,5.0,1.8,1.61,0.5,11.4,
감포연안1_연안,2013-11-15,129.5108333,35.79805556,173.1,33.75,17.84,2.64,4.5,8.18,8.16,254.7,6.7,10.4,62.1,6.0,70.9,0.82,2.1,15.4,
감포연안2_연안,2013-02-28,129.5305556,35.81555556,155.7,34.16,11.87,2.78,1.8,8.52,8.0,264.8,6.0,14.8,84.1,4.0,106.9,1.12,16.8,15.2,
감포연안2_연안,2013-05-13,129.5305556,35.81555556,144.9,34.18,12.45,3.88,5.4,9.59,8.21,212.0,3.7,5.7,21.1,4.0,25.8,1.01,0.9,19.7,
감포연안2_연안,2013-08-08,129.5305556,35.81555556,261.5,33.6,21.1,14.12,3.8,10.22,8.34,203.3,0.1,3.7,0.0,5.0,6.1,0.77,5.9,21.9,
감포연안2_연안,2013-11-15,129.5305556,35.81555556,171.3,33.73,17.89,2.64,3.6,7.64,8.14,252.9,6.6,10.1,60.2,6.0,68.9,1.07,2.1,16.8,
감포연안3_연안,2013-02-28,129.4883333,35.7075,173.9,34.06,11.3,0.99,2.2,8.32,7.98,332.5,6.1,16.9,96.3,4.0,115.9,1.2,13.5,17.8,
감포연안3_연안,2013-05-13,129.4883333,35.7075,194.7,33.97,12.65,2.49,8.9,8.13,8.09,443.5,6.7,20.6,99.9,3.6,111.5,1.21,4.8,25.6,
감포연안3_연안,2013-08-08,129.4883333,35.7075,116.4,33.49,20.3,1.56,2.1,9.04,8.2,215.4,0.1,3.4,1.2,7.0,3.5,1.23,2.2,8.4,
감포연안3_연안,2013-11-15,129.4883333,35.7075,169.7,33.78,17.98,2.41,3.0,8.63,8.16,251.9,6.3,10.1,58.9,5.0,66.9,0.93,1.7,15.7,
감포연안4_연안,2013-02-28,129.5005556,35.74638889,163.4,34.19,11.49,3.9,1.6,8.53,8.0,282.1,5.9,15.4,84.3,3.0,104.3,1.16,14.1,15.7,
감포연안4_연안,2013-05-13,129.5005556,35.74638889,185.9,34.05,11.89,2.96,8.0,8.79,8.12,372.6,8.0,15.6,88.3,3.5,99.4,0.77,3.1,20.9,
감포연안4_연안,2013-08-08,129.5005556,35.74638889,118.3,33.52,20.8,1.53,1.4,9.2,8.28,193.5,0.0,2.5,0.4,8.0,2.6,0.88,2.2,6.9,
감포연안4_연안,2013-11-15,129.5005556,35.74638889,177.8,33.75,18.01,2.41,4.6,8.45,8.16,254.9,6.4,10.0,60.3,6.0,68.8,0.69,2.1,16.0,
감포연안H1_항만,2013-02-28,129.5055556,35.80694444,357.8,34.01,11.0,2.75,3.0,7.89,7.95,307.1,7.3,32.1,106.3,3.0,191.3,0.77,77.7,36.9,
감포연안H1_항만,2013-08-08,129.5055556,35.80694444,200.3,33.57,23.4,2.7,2.5,12.05,8.44,278.2,0.8,3.5,4.4,3.5,5.9,1.45,0.6,19.8,
강구연안1_연안,2013-02-27,129.4205556,36.38055556,177.0,34.22,10.82,0.43,0.6,8.52,7.99,264.3,5.5,12.7,83.6,14.0,92.6,0.94,3.5,14.9,
강구연안1_연안,2013-05-20,129.4205556,36.38055556,111.5,33.9,15.01,1.82,5.6,9.09,8.32,22.0,0.3,1.4,2.1,5.5,7.7,0.79,5.3,4.2,
강구연안1_연안,2013-08-09,129.4205556,36.38055556,109.5,33.51,24.5,1.51,2.2,8.57,8.26,79.1,0.2,0.3,1.6,8.0,3.6,1.15,1.9,6.8,
강구연안1_연안,2013-11-14,129.4205556,36.38055556,163.9,33.88,17.65,2.64,3.5,7.1,8.18,221.0,4.0,9.1,51.2,7.0,60.1,0.77,4.8,15.3,
강구연안2_연안,2013-02-27,129.3975,36.35,176.2,34.2,10.81,1.08,0.4,8.64,8.0,273.8,5.5,13.3,89.8,13.0,101.7,0.7,6.3,14.6,
강구연안2_연안,2013-05-20,129.3975,36.35,121.8,33.88,15.0,2.0,13.7,9.6,8.13,25.7,0.3,2.3,2.1,5.0,8.4,0.82,6.0,5.7,
강구연안2_연안,2013-08-09,129.3975,36.35,106.1,33.47,24.5,0.97,2.0,8.6,8.27,81.9,0.0,0.6,2.0,8.0,3.8,0.77,1.8,5.5,
강구연안2_연안,2013-11-14,129.3975,36.35,161.8,33.88,17.83,2.43,3.1,7.55,8.19,201.1,3.5,8.0,44.6,8.0,52.6,0.69,4.5,14.7,
강구연안H1_항만,2013-02-27,129.3905556,36.35666667,566.1,34.08,10.87,1.45,2.8,8.98,7.97,607.9,13.7,24.5,365.9,7.0,431.7,0.8,52.1,28.7,
강구연안H1_항만,2013-08-09,129.3905556,36.35666667,149.9,33.05,24.2,2.7,2.7,9.25,8.28,397.6,0.2,2.8,3.7,3.0,7.2,1.16,3.3,14.7,
강릉연안1_연안,2013-02-21,128.9616667,37.78166667,328.3,33.8,8.99,1.65,3.2,8.98,8.01,325.2,5.4,16.3,99.9,8.0,221.9,0.7,116.6,19.8,
강릉연안1_연안,2013-05-22,128.9616667,37.78166667,113.1,33.95,12.89,1.8,3.0,9.86,8.31,13.8,0.6,0.4,0.6,7.0,8.2,0.82,7.1,8.0,
강릉연안1_연안,2013-08-12,128.9616667,37.78166667,101.1,31.48,26.5,0.67,1.3,7.77,8.25,3.2,0.1,1.0,1.0,5.0,6.0,1.95,5.0,5.8,
강릉연안1_연안,2013-11-08,128.9616667,37.78166667,141.9,33.19,16.43,1.33,3.2,8.13,8.25,120.1,1.4,1.0,13.6,9.0,30.9,0.55,16.0,8.9,
강릉연안2_연안,2013-02-21,128.9555556,37.78,249.8,34.05,9.26,1.85,1.8,8.67,8.02,289.1,4.4,14.4,89.8,10.0,132.8,0.54,38.6,16.4,
강릉연안2_연안,2013-05-22,128.9555556,37.78,115.7,33.98,12.75,2.0,3.2,9.89,8.32,7.9,0.4,0.2,1.8,7.3,4.1,0.94,1.9,7.4,
강릉연안2_연안,2013-08-12,128.9555556,37.78,98.4,31.43,25.9,0.87,0.9,7.83,8.24,0.3,0.1,1.3,0.8,6.0,5.8,1.29,4.9,5.7,
강릉연안2_연안,2013-11-08,128.9555556,37.78,115.9,33.3,16.57,1.13,2.5,7.49,8.24,110.2,1.4,1.0,9.8,11.0,19.5,0.57,8.3,9.6,
강릉연안3_연안,2013-02-21,128.9761111,37.76972222,200.2,34.18,9.46,1.6,3.2,8.72,8.01,272.8,4.0,12.5,86.1,9.0,96.4,0.53,6.2,14.2,
강릉연안3_연안,2013-05-22,128.9761111,37.76972222,190.6,33.81,12.56,2.03,2.6,10.13,8.31,30.0,0.9,0.8,3.7,7.4,4.7,1.07,0.1,10.0,
강릉연안3_연안,2013-08-12,128.9761111,37.76972222,86.6,31.45,26.2,0.12,1.6,7.79,8.25,0.3,0.0,1.0,1.1,7.0,5.7,1.82,4.5,4.6,
강릉연안3_연안,2013-11-08,128.9761111,37.76972222,130.1,33.44,17.19,0.9,4.1,7.99,8.24,129.8,4.0,2.7,18.1,11.0,27.2,0.55,5.1,10.7,
강릉연안4_연안,2013-02-21,128.9316667,37.80638889,206.6,34.18,9.4,1.24,1.2,8.72,8.02,274.0,4.1,10.2,86.4,11.0,90.7,0.54,0.2,14.2,
강릉연안4_연안,2013-05-22,128.9316667,37.80638889,115.2,33.95,14.13,1.36,7.9,9.41,8.3,12.8,0.6,1.7,0.1,7.5,7.4,0.97,6.7,5.8,
강릉연안4_연안,2013-08-12,128.9316667,37.80638889,50.9,31.66,26.0,0.67,2.1,7.78,8.23,0.7,0.1,1.4,0.4,6.0,11.0,1.69,10.5,3.5,
강릉연안4_연안,2013-11-08,128.9316667,37.80638889,177.0,33.32,16.58,1.1,6.4,7.22,8.23,106.5,1.4,1.0,9.2,11.0,16.1,0.54,5.5,17.4,
강릉연안5_연안,2013-02-21,129.0808333,37.66444444,188.0,34.18,9.51,1.88,0.8,8.69,8.02,272.1,3.7,12.2,84.0,15.0,91.5,0.54,3.7,14.0,
강릉연안5_연안,2013-05-22,129.0808333,37.66444444,159.2,33.81,14.19,1.57,9.7,9.25,8.28,17.2,0.4,2.1,2.9,8.5,8.0,1.12,4.7,7.9,
강릉연안5_연안,2013-08-12,129.0808333,37.66444444,92.6,31.25,26.7,0.31,0.7,7.66,8.26,1.8,0.1,1.4,0.7,6.0,4.5,1.58,3.7,4.1,
강릉연안5_연안,2013-11-08,129.0808333,37.66444444,133.6,33.88,19.78,0.9,1.8,8.0,8.24,141.4,4.8,5.2,23.8,9.0,34.3,0.94,5.7,13.1,
강릉연안6_연안,2013-02-21,129.0372222,37.71666667,194.4,34.18,9.46,2.02,6.0,8.66,8.02,271.3,4.0,11.9,85.2,0.5,92.9,0.53,3.7,14.7,
강릉연안6_연안,2013-05-22,129.0372222,37.71666667,121.7,33.85,13.8,1.13,1.4,9.52,8.3,9.3,0.4,2.0,1.1,7.5,7.0,1.2,5.4,5.0,
강릉연안6_연안,2013-08-12,129.0372222,37.71666667,91.7,31.21,26.9,0.75,1.5,7.93,8.27,5.9,0.3,2.0,0.6,6.0,5.4,1.88,4.6,4.2,
강릉연안6_연안,2013-11-08,129.0372222,37.71666667,125.6,33.71,19.0,1.07,5.9,7.19,8.24,131.4,3.4,2.8,16.5,9.0,26.5,0.85,6.6,8.7,
강릉연안7_연안,2013-02-21,128.9952778,37.75083333,273.1,34.16,9.4,1.8,1.6,8.85,8.02,274.2,4.4,10.8,88.1,10.0,95.2,0.45,2.7,14.3,
강릉연안7_연안,2013-05-22,128.9952778,37.75083333,118.9,33.96,13.59,1.57,1.8,9.54,8.29,20.2,0.1,2.0,1.4,7.6,3.9,0.94,2.5,5.5,
강릉연안7_연안,2013-08-12,128.9952778,37.75083333,80.5,31.39,26.6,0.88,0.9,7.82,8.26,0.5,0.2,1.6,0.6,7.0,5.7,1.61,5.0,3.3,
강릉연안7_연안,2013-11-08,128.9952778,37.75083333,125.5,33.46,17.41,1.54,4.5,8.14,8.24,131.3,3.4,2.8,16.5,9.0,23.9,0.58,4.1,8.3,
거제도남안1_연안,2013-02-27,128.5580556,34.81333333,152.0,33.63,8.18,3.24,4.5,10.24,8.31,331.1,1.3,7.1,9.3,7.8,15.6,0.91,4.9,9.0,
거제도남안1_연안,2013-05-20,128.5580556,34.81333333,115.1,33.13,18.75,0.46,6.9,8.35,8.15,46.6,0.8,5.3,1.0,8.0,3.2,1.08,1.4,16.3,
거제도남안1_연안,2013-08-08,128.5580556,34.81333333,172.1,32.74,27.36,1.13,2.2,7.31,7.98,90.1,0.1,6.6,0.2,5.8,2.4,0.73,2.1,14.3,
거제도남안1_연안,2013-11-03,128.5580556,34.81333333,318.4,32.7,18.79,1.49,1.3,6.85,7.86,856.6,21.2,25.6,84.3,8.2,169.6,1.39,64.1,26.7,
거제도남안2_연안,2013-02-27,128.52,34.78083333,214.8,33.94,9.42,5.35,6.9,8.9,8.26,265.0,3.3,15.1,48.0,5.0,68.4,1.09,17.1,15.6,
거제도남안2_연안,2013-05-20,128.52,34.78083333,134.2,33.55,17.64,1.59,8.5,8.86,8.19,37.2,1.1,2.9,0.0,5.2,1.7,1.19,0.6,18.3,
거제도남안2_연안,2013-08-08,128.52,34.78083333,107.6,33.39,22.99,2.47,3.8,8.39,8.06,266.4,0.1,4.3,0.1,3.8,0.6,0.75,0.4,16.2,
