station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
여수연안5_연안,2010-05-01,127.8069444,34.62,0,13.0,저층,97.0,33.63,13.35,1.89,16.0,8.05,8.38,31.0,2.0,6.0,7.0,,9.0,0.6,0.0,,12.0
여수연안5_연안,2010-08-01,127.8069444,34.62,0,0.0,표층,126.0,30.82,26.31,0.98,4.6,7.81,8.18,74.0,0.0,0.0,4.0,5.9,4.0,1.26,0.0,,2.0
여수연안5_연안,2010-08-01,127.8069444,34.62,0,14.0,저층,193.0,32.78,20.25,4.51,4.6,5.9,7.75,323.0,3.0,0.0,3.0,,6.0,0.99,0.0,,14.0
여수연안5_연안,2010-11-01,127.8069444,34.62,0,0.0,표층,194.0,31.93,16.55,3.12,7.2,8.14,8.08,792.0,26.0,22.0,82.0,3.5,109.0,0.5,1.0,,35.0
여수연안5_연안,2010-11-01,127.8069444,34.62,0,15.0,저층,172.0,31.99,16.49,3.75,8.6,7.93,8.11,733.0,25.0,12.0,84.0,,114.0,0.51,5.0,,29.0
여수연안H1_항만,2010-02-01,127.7558333,34.74722222,0,0.0,표층,104.0,32.5,5.54,7.68,13.6,11.65,7.82,33.0,0.0,2.0,6.0,3.8,12.0,0.55,6.0,,10.0
여수연안H1_항만,2010-02-01,127.7558333,34.74722222,0,6.2,저층,127.0,32.58,5.65,8.03,16.0,11.31,7.86,22.0,0.0,0.0,19.0,,26.0,0.37,7.0,,16.0
여수연안H1_항만,2010-08-01,127.7558333,34.74722222,0,0.0,표층,154.0,30.41,25.24,2.85,6.2,9.31,8.26,25.0,0.0,0.0,1.0,3.0,4.0,1.78,3.0,,10.0
여수연안H1_항만,2010-08-01,127.7558333,34.74722222,0,10.0,저층,276.0,32.6,20.34,4.12,11.6,3.78,7.84,1027.0,14.0,20.0,33.0,,72.0,1.22,26.0,,39.0
여수연안H2_항만,2010-02-01,127.7527778,34.75138889,0,0.0,표층,209.0,32.48,5.58,7.58,12.0,11.44,7.84,38.0,0.0,1.0,5.0,4.2,11.0,0.39,6.0,,17.0
여수연안H2_항만,2010-02-01,127.7527778,34.75138889,0,10.0,저층,131.0,32.54,5.65,8.89,8.8,11.02,7.84,43.0,0.0,2.0,2.0,,7.0,0.34,5.0,,13.0
여수연안H2_항만,2010-08-01,127.7527778,34.75138889,0,0.0,표층,120.0,30.43,24.85,2.09,4.8,9.6,8.25,45.0,0.0,0.0,5.0,3.0,7.0,1.6,2.0,,7.0
여수연안H2_항만,2010-08-01,127.7527778,34.75138889,0,9.0,저층,165.0,32.4,20.64,4.11,4.4,7.19,7.84,181.0,1.0,4.0,11.0,,12.0,1.43,0.0,,16.0
여수연안H3_항만,2010-02-01,127.7572222,34.74305556,0,0.0,표층,183.0,32.45,5.49,10.08,18.0,11.86,7.84,33.0,1.0,1.0,10.0,2.8,16.0,0.29,5.0,,18.0
여수연안H3_항만,2010-02-01,127.7572222,34.74305556,0,8.0,저층,162.0,32.53,5.47,8.77,12.0,11.06,7.82,34.0,0.0,1.0,4.0,,9.0,0.44,5.0,,17.0
여수연안H3_항만,2010-08-01,127.7572222,34.74305556,0,0.0,표층,134.0,30.39,25.31,2.68,5.6,10.18,8.26,15.0,0.0,0.0,2.0,3.5,3.0,2.22,1.0,,12.0
여수연안H3_항만,2010-08-01,127.7572222,34.74305556,0,10.0,저층,255.0,32.06,21.15,6.46,8.2,5.61,7.82,344.0,5.0,0.0,20.0,,25.0,1.52,0.0,,22.0
여자만1_연안,2010-02-01,127.4877778,34.80416667,0,0.0,표층,340.0,31.31,3.96,8.67,20.4,12.83,8.15,50.0,2.0,14.0,37.0,1.0,104.0,1.25,65.0,,45.0
여자만1_연안,2010-02-01,127.4877778,34.80416667,0,6.5,저층,275.0,32.11,3.96,10.82,44.4,11.65,8.13,38.0,1.0,4.0,52.0,,71.0,1.31,18.0,,53.0
여자만1_연안,2010-05-01,127.4877778,34.80416667,0,0.0,표층,24.0,28.58,18.9,5.38,18.8,10.67,8.28,45.0,7.0,7.0,3.0,5.11,15.0,2.21,5.0,,14.0
여자만1_연안,2010-05-01,127.4877778,34.80416667,0,7.0,저층,28.0,31.93,16.34,3.42,28.8,9.13,8.48,49.0,4.0,6.0,5.0,,13.0,2.08,4.0,,14.5
여자만1_연안,2010-08-01,127.4877778,34.80416667,0,0.0,표층,236.0,28.8,29.19,7.35,9.6,8.98,8.16,514.0,0.0,2.0,1.0,1.2,3.0,1.66,2.0,,35.0
여자만1_연안,2010-08-01,127.4877778,34.80416667,0,7.0,저층,187.0,31.11,25.04,7.05,13.6,4.99,7.92,577.0,0.0,10.0,1.0,,3.0,1.14,1.0,,41.0
여자만1_연안,2010-11-01,127.4877778,34.80416667,0,0.0,표층,167.0,30.75,13.89,12.09,16.0,9.09,7.89,357.0,4.0,11.0,14.0,1.0,21.0,1.18,3.0,,42.0
여자만1_연안,2010-11-01,127.4877778,34.80416667,0,8.0,저층,181.0,30.84,13.97,13.25,23.6,9.05,7.75,349.0,3.0,21.0,17.0,,23.0,0.87,3.0,,46.0
여자만2_연안,2010-02-01,127.4444444,34.76805556,0,0.0,표층,336.0,31.31,4.12,23.45,33.2,11.73,8.2,11.0,1.0,4.0,16.0,0.6,21.0,1.44,4.0,,54.0
여자만2_연안,2010-02-01,127.4444444,34.76805556,0,5.0,저층,284.0,31.46,3.99,22.39,44.0,11.9,8.17,15.0,1.0,3.0,5.0,,8.0,1.25,2.0,,44.0
여자만2_연안,2010-05-01,127.4444444,34.76805556,0,0.0,표층,172.0,30.56,18.69,4.2,22.8,9.13,8.42,39.0,2.0,6.0,4.0,5.11,11.0,1.65,5.0,,40.0
여자만2_연안,2010-05-01,127.4444444,34.76805556,0,7.0,저층,300.0,31.23,18.09,3.45,24.0,9.13,8.36,37.0,2.0,8.0,9.0,,16.0,1.76,6.0,,33.0
여자만2_연안,2010-08-01,127.4444444,34.76805556,0,0.0,표층,326.0,29.27,28.9,6.51,8.6,5.4,8.07,516.0,0.0,4.0,1.0,1.0,2.0,1.77,1.0,,43.0
여자만2_연안,2010-08-01,127.4444444,34.76805556,0,5.0,저층,320.0,30.03,27.8,5.33,16.6,7.4,7.94,717.0,2.0,11.0,2.0,,5.0,1.44,1.0,,62.0
여자만2_연안,2010-11-01,127.4444444,34.76805556,0,0.0,표층,256.0,30.47,13.01,7.41,23.0,8.63,7.82,662.0,7.0,21.0,49.0,0.3,59.0,1.27,3.0,,58.0
여자만2_연안,2010-11-01,127.4444444,34.76805556,0,7.0,저층,249.0,30.47,12.98,6.54,40.8,8.68,7.98,607.0,8.0,9.0,45.0,,53.0,0.95,0.0,,69.0
여자만3_연안,2010-02-01,127.5222222,34.6775,0,0.0,표층,161.0,32.81,5.28,5.3,24.8,11.61,8.11,125.0,1.0,6.0,13.0,1.5,18.0,0.6,4.0,,23.0
여자만3_연안,2010-02-01,127.5222222,34.6775,0,10.0,저층,131.0,32.81,5.27,5.3,29.2,10.85,8.1,128.0,5.0,5.0,0.0,,10.0,0.6,5.0,,20.0
여자만3_연안,2010-05-01,127.5222222,34.6775,0,0.0,표층,91.0,31.79,17.39,1.04,23.2,9.84,8.22,20.0,2.0,7.0,4.0,3.0,13.0,1.53,6.0,,11.0
여자만3_연안,2010-05-01,127.5222222,34.6775,0,11.0,저층,86.0,32.77,15.09,1.55,16.4,10.34,8.27,18.0,3.0,6.0,14.0,,23.0,1.62,6.0,,13.0
여자만3_연안,2010-08-01,127.5222222,34.6775,0,0.0,표층,246.0,30.19,27.63,4.16,6.8,8.19,8.21,278.0,0.0,2.0,1.0,2.0,2.0,1.45,1.0,,22.0
여자만3_연안,2010-08-01,127.5222222,34.6775,0,11.0,저층,270.0,32.46,21.73,9.54,8.8,6.65,8.08,253.0,0.0,4.0,1.0,,3.0,1.09,2.0,,26.0
여자만3_연안,2010-11-01,127.5222222,34.6775,0,0.0,표층,112.0,31.45,15.5,5.03,11.0,11.0,7.93,233.0,4.0,6.0,9.0,1.5,16.0,0.9,3.0,,30.0
여자만3_연안,2010-11-01,127.5222222,34.6775,0,11.0,저층,139.0,31.54,15.18,6.32,22.4,10.58,8.02,221.0,5.0,21.0,11.0,,16.0,0.72,0.0,,38.0
영일만10_연안,2010-02-01,129.48,36.07694444,0,0.0,표층,252.0,34.14,9.68,1.304,13.8,8.88179,8.13,344.0,5.0,17.0,100.0,5.5,123.0,0.416,18.0,,27.0
영일만10_연안,2010-02-01,129.48,36.07694444,0,27.0,저층,225.0,34.2,9.71,1.3,9.4,9.08908,8.14,349.0,5.0,17.0,101.0,,131.0,0.56,25.0,,40.0
영일만10_연안,2010-05-01,129.48,36.07694444,0,0.0,표층,257.704,33.64,14.1,2.492,9.4,10.875,8.31,8.0,1.0,1.0,2.0,6.0,8.0,1.232,5.0,,20.0
영일만10_연안,2010-05-01,129.48,36.07694444,0,26.0,저층,456.412,34.08,8.5,12.48,12.2,10.3966,8.2,22.0,1.0,1.0,1.0,,7.0,1.248,5.0,,47.0
영일만10_연안,2010-08-01,129.48,36.07694444,0,0.0,표층,715.48,32.54,23.49,2.26,13.2,9.05719,8.27,17.0,1.0,0.0,7.0,5.0,59.0,1.22667,51.0,,25.0
영일만10_연안,2010-08-01,129.48,36.07694444,0,26.0,저층,916.743,34.11,10.66,9.2,6.4,7.87721,8.11,152.0,5.0,12.0,94.0,,147.0,0.682667,48.0,,35.0
영일만10_연안,2010-11-01,129.48,36.07694444,0,0.0,표층,318.843,32.42,16.52,3.904,11.0,8.56287,8.26,87.0,1.0,3.0,17.0,5.0,59.0,0.992,41.0,,22.0
영일만10_연안,2010-11-01,129.48,36.07694444,0,26.0,저층,327.966,32.85,17.17,2.5,3.4,7.81342,8.25,175.0,3.0,5.0,38.0,,80.0,0.896,39.0,,12.0
영일만11_연안,2010-02-01,129.5127778,36.06555556,0,0.0,표층,283.0,34.08,9.39,1.232,15.4,9.0253,8.08,354.0,6.0,18.0,111.0,3.5,158.0,0.4,41.0,,29.0
영일만11_연안,2010-02-01,129.5127778,36.06555556,0,28.0,저층,256.0,34.07,9.36,1.096,15.8,9.10503,8.09,352.0,6.0,18.0,111.0,,157.0,0.656,40.0,,41.0
영일만11_연안,2010-05-01,129.5127778,36.06555556,0,0.0,표층,192.804,33.81,13.6,2.02,13.6,10.7634,8.31,7.0,2.0,1.0,3.0,5.0,7.0,0.586667,2.0,,33.0
영일만11_연안,2010-05-01,129.5127778,36.06555556,0,28.0,저층,412.19,34.04,8.8,7.92,17.8,10.9707,8.26,10.0,1.0,1.0,1.0,,8.0,0.634667,6.0,,15.0
영일만11_연안,2010-08-01,129.5127778,36.06555556,0,0.0,표층,1275.18,31.45,24.7,5.84,15.2,10.6996,8.27,5.0,1.0,0.0,9.0,4.0,49.0,2.064,39.0,,14.0
영일만11_연안,2010-08-01,129.5127778,36.06555556,0,28.0,저층,1089.19,34.14,11.54,8.2,12.2,6.761,8.12,332.0,7.0,20.0,121.0,,196.0,1.056,68.0,,35.0
영일만11_연안,2010-11-01,129.5127778,36.06555556,0,0.0,표층,338.71,32.55,16.63,3.908,11.4,8.80206,8.25,108.0,2.0,3.0,20.0,5.0,58.0,0.832,36.0,,23.0
영일만11_연안,2010-11-01,129.5127778,36.06555556,0,27.0,저층,221.635,33.08,17.99,2.012,8.2,8.14828,8.23,179.0,4.0,5.0,36.0,,64.0,0.896,24.0,,38.0
영일만12_연안,2010-02-01,129.4833333,36.13444444,0,0.0,표층,260.0,34.41,10.34,0.832,11.8,8.86584,8.12,325.0,4.0,16.0,95.0,9.0,118.0,0.368,19.0,,17.0
영일만12_연안,2010-02-01,129.4833333,36.13444444,0,33.0,저층,239.0,34.23,10.07,0.82,9.6,8.81801,8.11,324.0,4.0,16.0,94.0,,118.0,0.496,20.0,,18.0
영일만12_연안,2010-05-01,129.4833333,36.13444444,0,0.0,표층,432.172,34.15,13.8,2.388,12.4,10.3488,8.25,56.0,1.0,1.0,1.0,5.0,10.0,0.330667,8.0,,28.0
영일만12_연안,2010-05-01,129.4833333,36.13444444,0,35.0,저층,276.83,34.02,9.0,9.24,16.6,11.0983,8.25,10.0,1.0,1.0,2.0,,6.0,0.570667,3.0,,31.0
영일만12_연안,2010-08-01,129.4833333,36.13444444,0,0.0,표층,697.434,33.09,23.68,0.732,9.0,8.6426,8.18,16.0,1.0,0.0,8.0,7.0,45.0,0.864,36.0,,6.0
영일만12_연안,2010-08-01,129.4833333,36.13444444,0,34.0,저층,1000.06,34.15,8.33,4.44,6.6,6.53776,8.17,529.0,9.0,30.0,179.0,,246.0,0.576,58.0,,56.0
영일만12_연안,2010-11-01,129.4833333,36.13444444,0,0.0,표층,310.2,33.18,17.99,1.456,14.4,7.55829,8.19,183.0,5.0,4.0,46.0,9.0,67.0,0.672,16.0,,40.0
영일만12_연안,2010-11-01,129.4833333,36.13444444,0,33.0,저층,252.818,33.49,17.82,1.2,2.8,8.43531,8.19,184.0,5.0,4.0,44.0,,92.0,0.768,43.0,,32.0
영일만2_연안,2010-02-01,129.43,36.0125,0,0.0,표층,364.0,33.87,9.44,2.992,13.4,9.26449,8.1,418.0,7.0,22.0,166.0,2.5,236.0,0.816,63.0,,51.0
영일만2_연안,2010-02-01,129.43,36.0125,0,12.0,저층,288.0,33.97,8.99,1.816,7.2,8.94557,8.11,376.0,6.0,20.0,134.0,,192.0,0.928,52.0,,29.0
영일만2_연안,2010-05-01,129.43,36.0125,0,0.0,표층,338.943,33.72,13.3,3.344,9.8,10.7953,8.3,15.0,2.0,1.0,6.0,4.5,21.0,1.056,13.0,,36.0
영일만2_연안,2010-05-01,129.43,36.0125,0,12.0,저층,525.854,34.16,11.2,2.352,14.8,11.4969,8.3,12.0,1.0,1.0,2.0,,8.0,1.104,5.0,,27.0
영일만2_연안,2010-08-01,129.43,36.0125,0,0.0,표층,347.095,31.7,23.41,3.252,24.4,9.71097,8.3,14.0,1.0,0.0,3.0,4.0,45.0,1.744,41.0,,11.0
영일만2_연안,2010-08-01,129.43,36.0125,0,13.0,저층,901.095,33.08,20.23,1.464,9.2,7.44667,8.2,61.0,1.0,0.0,7.0,,51.0,0.976,43.0,,20.0
영일만2_연안,2010-11-01,129.43,36.0125,0,0.0,표층,250.004,31.79,15.44,5.64,10.8,8.92963,8.24,99.0,2.0,2.0,20.0,4.0,175.0,0.597333,153.0,,19.0
영일만2_연안,2010-11-01,129.43,36.0125,0,13.0,저층,232.168,32.26,16.49,3.62,13.0,7.20748,8.23,187.0,3.0,9.0,25.0,,128.0,0.757333,100.0,,43.0
영일만3_연안,2010-02-01,129.4383333,36.00777778,0,0.0,표층,399.0,33.8,9.19,1.272,10.4,9.12098,8.1,396.0,7.0,21.0,145.0,2.5,215.0,0.528,63.0,,27.0
영일만3_연안,2010-02-01,129.4383333,36.00777778,0,12.0,저층,308.0,33.96,8.89,1.672,3.8,9.07314,8.11,371.0,6.0,20.0,128.0,,181.0,0.752,47.0,,39.0
영일만3_연안,2010-05-01,129.4383333,36.00777778,0,0.0,표층,279.777,33.66,14.5,2.344,11.4,11.0026,8.3,28.0,4.0,1.0,26.0,4.0,53.0,1.072,23.0,,29.0
영일만3_연안,2010-05-01,129.4383333,36.00777778,0,12.0,저층,454.529,34.09,11.2,3.172,6.6,10.9707,8.3,8.0,2.0,2.0,0.0,,7.0,1.216,5.0,,13.0
영일만3_연안,2010-08-01,129.4383333,36.00777778,0,0.0,표층,801.016,31.41,24.74,4.4,11.0,10.572,8.36,23.0,2.0,0.0,4.0,4.0,54.0,2.704,48.0,,35.0
영일만3_연안,2010-08-01,129.4383333,36.00777778,0,12.0,저층,772.293,33.87,15.81,2.392,11.4,9.2326,8.29,7.0,1.0,0.0,11.0,,49.0,2.16,37.0,,14.0
영일만3_연안,2010-11-01,129.4383333,36.00777778,0,0.0,표층,307.838,31.53,15.14,6.0,11.6,8.41936,8.26,137.0,2.0,3.0,33.0,4.0,111.0,0.933333,76.0,,42.0
영일만3_연안,2010-11-01,129.4383333,36.00777778,0,11.0,저층,252.632,32.35,17.06,4.76,10.0,7.66991,8.25,133.0,2.0,6.0,21.0,,116.0,1.02933,93.0,,17.0
영일만4_연안,2010-02-01,129.4466667,36.00666667,0,0.0,표층,332.0,33.91,9.48,1.276,14.8,8.97746,8.11,401.0,7.0,21.0,148.0,2.5,212.0,0.394667,57.0,,40.0
영일만4_연안,2010-02-01,129.4466667,36.00666667,0,14.0,저층,373.0,34.04,9.15,1.68,16.6,9.00936,8.12,372.0,6.0,20.0,127.0,,184.0,0.682667,51.0,,24.0
영일만4_연안,2010-05-01,129.4466667,36.00666667,0,0.0,표층,400.592,33.61,14.8,2.004,8.8,10.4764,8.29,20.0,5.0,1.0,29.0,4.5,59.0,1.088,25.0,,12.0
영일만4_연안,2010-05-01,129.4466667,36.00666667,0,14.0,저층,445.718,34.09,10.9,2.636,8.2,11.2896,8.31,5.0,2.0,1.0,1.0,,15.0,1.088,12.0,,35.0
영일만4_연안,2010-08-01,129.4466667,36.00666667,0,0.0,표층,454.833,30.63,24.74,8.6,13.6,11.7201,8.41,65.0,6.0,0.0,11.0,4.0,53.0,3.008,36.0,,25.0
영일만4_연안,2010-08-01,129.4466667,36.00666667,0,14.0,저층,194.333,33.93,15.17,0.936,5.4,7.84532,8.16,33.0,1.0,0.0,4.0,,53.0,1.152,48.0,,16.0
영일만4_연안,2010-11-01,129.4466667,36.00666667,0,0.0,표층,277.2,31.85,15.33,6.24,11.4,8.88179,8.28,74.0,1.0,2.0,11.0,4.0,55.0,0.853333,43.0,,34.0
영일만4_연안,2010-11-01,129.4466667,36.00666667,0,14.0,저층,226.592,32.06,15.89,5.96,12.6,8.30774,8.28,80.0,1.0,3.0,14.0,,88.0,1.10933,73.0,,36.0
영일만5_연안,2010-02-01,129.4697222,36.02944444,0,0.0,표층,328.0,34.09,9.88,0.884,12.6,8.77017,8.12,404.0,10.0,22.0,163.0,4.5,277.0,0.458667,104.0,,30.0
영일만5_연안,2010-02-01,129.4697222,36.02944444,0,19.0,저층,212.0,34.12,9.41,1.628,10.4,8.94557,8.14,346.0,5.0,17.0,102.0,,139.0,0.538667,32.0,,40.0
영일만5_연안,2010-05-01,129.4697222,36.02944444,0,0.0,표층,416.936,33.41,14.9,1.972,12.4,10.1734,8.29,22.0,5.0,1.0,35.0,4.5,69.0,0.864,29.0,,14.0
영일만5_연안,2010-05-01,129.4697222,36.02944444,0,14.0,저층,396.032,34.05,11.04,1.092,12.8,11.3055,8.3,7.0,1.0,1.0,1.0,,14.0,0.816,12.0,,12.0
영일만5_연안,2010-08-01,129.4697222,36.02944444,0,0.0,표층,985.308,31.92,24.17,4.52,27.2,9.99799,8.33,18.0,2.0,0.0,2.0,7.0,44.0,1.38133,40.0,,30.0
영일만5_연안,2010-08-01,129.4697222,36.02944444,0,20.0,저층,218.086,33.57,17.5,0.772,6.4,7.66991,8.12,79.0,1.0,5.0,5.0,,41.0,0.725333,35.0,,21.0
영일만5_연안,2010-11-01,129.4697222,36.02944444,0,0.0,표층,256.057,32.28,16.27,4.6,13.4,7.60613,8.28,48.0,1.0,2.0,10.0,7.0,80.0,0.848,69.0,,31.0
영일만5_연안,2010-11-01,129.4697222,36.02944444,0,19.0,저층,413.4,32.66,17.01,4.16,10.6,8.75422,8.25,139.0,3.0,6.0,26.0,,96.0,0.752,67.0,,43.0
영일만6_연안,2010-02-01,129.4511111,36.04055556,0,0.0,표층,382.0,33.87,9.72,0.892,13.8,8.80206,8.12,406.0,10.0,23.0,155.0,3.5,282.0,0.666667,117.0,,45.0
영일만6_연안,2010-02-01,129.4511111,36.04055556,0,22.0,저층,202.0,34.16,9.58,1.172,6.0,8.77017,8.14,338.0,5.0,17.0,101.0,,131.0,0.650667,25.0,,42.0
영일만6_연안,2010-05-01,129.4511111,36.04055556,0,0.0,표층,436.934,33.7,14.7,1.816,13.2,10.2691,8.31,11.0,4.0,1.0,16.0,5.5,38.0,0.88,18.0,,31.0
영일만6_연안,2010-05-01,129.4511111,36.04055556,0,21.0,저층,415.184,34.07,10.6,4.52,10.4,10.6358,8.28,8.0,1.0,1.0,1.0,,9.0,0.864,7.0,,37.0
영일만6_연안,2010-08-01,129.4511111,36.04055556,0,0.0,표층,683.75,31.57,23.96,6.2,14.4,11.2099,8.37,18.0,1.0,0.0,4.0,7.0,42.0,1.46667,37.0,,33.0
영일만6_연안,2010-08-01,129.4511111,36.04055556,0,22.0,저층,242.177,34.23,10.58,3.528,6.0,6.74506,8.11,238.0,5.0,16.0,92.0,,147.0,1.08267,50.0,,49.0
영일만6_연안,2010-11-01,129.4511111,36.04055556,0,0.0,표층,250.206,32.21,16.02,5.0,11.0,8.92963,8.29,47.0,1.0,2.0,10.0,6.0,58.0,1.344,47.0,,38.0
영일만6_연안,2010-11-01,129.4511111,36.04055556,0,21.0,저층,242.096,32.55,16.73,4.56,8.6,8.33963,8.27,38.0,1.0,1.0,8.0,,58.0,0.944,49.0,,36.0
영일만7_연안,2010-02-01,129.4319444,36.05333333,0,0.0,표층,514.0,33.72,9.71,0.876,11.4,8.77017,8.12,431.0,11.0,24.0,181.0,4.0,330.0,0.490667,138.0,,47.0
영일만7_연안,2010-02-01,129.4319444,36.05333333,0,21.0,저층,281.0,34.19,9.71,1.364,13.4,8.96152,8.15,332.0,5.0,16.0,99.0,,125.0,0.666667,21.0,,38.0
영일만7_연안,2010-05-01,129.4319444,36.05333333,0,0.0,표층,347.543,33.86,14.4,1.792,11.2,11.0664,8.31,6.0,2.0,1.0,1.0,5.5,13.0,0.896,10.0,,26.0
영일만7_연안,2010-05-01,129.4319444,36.05333333,0,21.0,저층,393.962,34.14,9.9,4.44,9.8,10.5561,8.27,8.0,1.0,1.0,1.0,,5.0,0.896,3.0,,33.0
영일만7_연안,2010-08-01,129.4319444,36.05333333,0,0.0,표층,734.93,33.14,20.92,2.12,9.4,8.51504,8.24,79.0,3.0,0.0,30.0,7.5,78.0,0.586667,45.0,,19.0
영일만7_연안,2010-08-01,129.4319444,36.05333333,0,21.0,저층,927.552,34.14,12.2,1.6,8.6,8.33963,8.16,63.0,1.0,2.0,6.0,,41.0,0.506667,34.0,,29.0
영일만7_연안,2010-11-01,129.4319444,36.05333333,0,0.0,표층,249.536,32.18,16.04,4.6,11.2,8.40342,8.27,111.0,4.0,5.0,30.0,4.0,116.0,0.944,82.0,,37.0
영일만7_연안,2010-11-01,129.4319444,36.05333333,0,21.0,저층,312.552,32.86,17.14,4.68,5.4,7.68586,8.24,130.0,3.0,8.0,23.0,,126.0,0.864,100.0,,41.0
영일만8_연안,2010-02-01,129.4186111,36.06027778,0,0.0,표층,230.0,34.1,9.65,1.16,11.8,9.0253,8.15,329.0,5.0,16.0,96.0,6.0,127.0,0.693333,26.0,,18.0
영일만8_연안,2010-02-01,129.4186111,36.06027778,0,15.0,저층,234.0,34.16,9.44,1.532,5.6,9.51962,8.16,334.0,5.0,16.0,100.0,,139.0,0.853333,34.0,,36.0
영일만8_연안,2010-05-01,129.4186111,36.06027778,0,0.0,표층,284.11,34.02,14.0,1.328,17.4,10.6996,8.31,14.0,2.0,1.0,10.0,6.0,16.0,0.976,4.0,,29.0
영일만8_연안,2010-05-01,129.4186111,36.06027778,0,14.0,저층,355.431,34.1,11.0,2.184,13.2,11.3853,8.31,7.0,1.0,1.0,1.0,,10.0,1.008,8.0,,11.0
영일만8_연안,2010-08-01,129.4186111,36.06027778,0,0.0,표층,779.946,33.52,19.03,1.7,7.8,8.59477,8.24,7.0,1.0,0.0,12.0,7.0,58.0,0.938667,45.0,,28.0
영일만8_연안,2010-08-01,129.4186111,36.06027778,0,15.0,저층,1122.0,34.03,14.31,0.876,5.6,8.00477,8.16,36.0,0.0,0.0,5.0,,42.0,0.474667,37.0,,30.0
영일만8_연안,2010-11-01,129.4186111,36.06027778,0,0.0,표층,279.0,32.39,16.4,4.08,12.2,7.86126,8.25,123.0,3.0,6.0,29.0,4.0,73.0,1.216,41.0,,34.0
영일만8_연안,2010-11-01,129.4186111,36.06027778,0,15.0,저층,278.264,32.82,17.22,3.584,12.0,7.79748,8.24,192.0,4.0,7.0,36.0,,96.0,0.752,56.0,,47.0
영일만9_연안,2010-02-01,129.45,36.08805556,0,0.0,표층,203.0,34.14,9.62,1.328,16.6,9.18476,8.15,328.0,5.0,16.0,94.0,6.0,122.0,0.618667,23.0,,18.0
영일만9_연안,2010-02-01,129.45,36.08805556,0,23.0,저층,339.0,34.2,9.64,1.704,6.2,9.08908,8.16,333.0,4.0,16.0,93.0,,114.0,0.650667,17.0,,41.0
영일만9_연안,2010-05-01,129.45,36.08805556,0,0.0,표층,302.348,34.22,13.0,1.212,8.6,10.9866,8.22,9.0,1.0,1.0,1.0,7.0,19.0,1.104,17.0,,33.0
영일만9_연안,2010-05-01,129.45,36.08805556,0,23.0,저층,404.158,34.1,9.6,6.6,7.6,10.6837,8.27,25.0,1.0,1.0,1.0,,10.0,1.072,8.0,,39.0
영일만9_연안,2010-08-01,129.45,36.08805556,0,0.0,표층,779.838,32.88,21.8,0.944,8.6,8.67449,8.24,14.0,1.0,0.0,6.0,6.0,49.0,0.890667,42.0,,26.0
영일만9_연안,2010-08-01,129.45,36.08805556,0,23.0,저층,689.147,34.14,11.68,4.92,6.6,8.14828,8.12,147.0,3.0,7.0,38.0,,89.0,0.378667,48.0,,20.0
영일만9_연안,2010-11-01,129.45,36.08805556,0,0.0,표층,246.938,32.56,16.73,3.22,12.6,8.27585,8.25,144.0,3.0,5.0,27.0,5.0,82.0,0.864,52.0,,35.0
영일만9_연안,2010-11-01,129.45,36.08805556,0,22.0,저층,259.829,32.75,16.6,2.7,9.8,7.65397,8.24,206.0,3.0,6.0,35.0,,85.0,0.688,47.0,,43.0
영일만H1_항만,2010-02-01,129.3777778,36.05,0,0.0,표층,259.0,33.21,9.94,2.956,16.4,8.53098,8.03,386.0,7.0,21.0,138.0,1.5,218.0,1.50933,73.0,,42.0
영일만H1_항만,2010-02-01,129.3777778,36.05,0,8.6,저층,271.0,33.72,9.53,7.6,14.0,8.43531,8.1,396.0,7.0,20.0,114.0,,195.0,0.949333,74.0,,39.0
영일만H1_항만,2010-08-01,129.3777778,36.05,0,0.0,표층,1080.32,31.77,23.71,12.36,18.6,8.40342,8.19,13.0,0.0,0.0,5.0,2.0,23.0,2.10133,18.0,,36.0
영일만H1_항만,2010-08-01,129.3777778,36.05,0,8.0,저층,1154.2,32.04,22.75,13.58,20.8,8.19612,8.18,352.0,4.0,15.0,59.0,,151.0,0.725333,88.0,,42.0
영일만H2_항만,2010-02-01,129.4133333,36.02388889,0,0.0,표층,318.0,33.7,9.51,1.096,12.2,8.59477,8.1,365.0,6.0,22.0,132.0,3.5,163.0,0.533333,25.0,,31.0
영일만H2_항만,2010-02-01,129.4133333,36.02388889,0,13.0,저층,303.0,33.97,8.93,0.888,9.0,8.38747,8.1,362.0,6.0,22.0,134.0,,166.0,0.501333,26.0,,27.0
영일만H2_항만,2010-08-01,129.4133333,36.02388889,0,0.0,표층,348.417,32.28,20.76,7.4,11.6,11.178,8.36,175.0,13.0,8.0,60.0,2.0,229.0,2.00533,156.0,,74.0
영일만H2_항만,2010-08-01,129.4133333,36.02388889,0,20.0,저층,204.017,34.45,16.19,2.664,9.4,6.17101,8.08,171.0,8.0,6.0,37.0,,121.0,1.68533,76.0,,55.0
