station,date_time,longitude,latitude,bot.depth[m],depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
여자만1_연안,2019-08-10 11:36:00,127.4877778,34.80416667,0,6.5,198.5,30.82,27.25,8.28,17.8,7.16,8.04,,0.6,,1.2,,6.8,2.73,4.9,45.8
여자만1_연안,2019-11-12 12:30:00,127.4877778,34.80416667,0,0.0,272.4,29.78,15.87,7.53,40.2,5.64,8.18,,49.3,,50.4,1.0,146.9,1.99,47.2,54.1
여자만1_연안,2019-11-12 12:30:00,127.4877778,34.80416667,0,5.5,277.7,29.96,15.93,5.27,40.2,5.6,8.18,,7.8,,35.3,,90.3,1.7,47.2,50.6
여자만2_연안,2019-02-12 00:00:00,127.4444444,34.76805556,0,0.0,123.1,33.82,4.6,1.69,9.8,11.11,8.25,34.6,0.3,,7.3,1.0,17.7,1.41,10.0,18.7
여자만2_연안,2019-02-12 00:00:00,127.4444444,34.76805556,0,6.0,155.9,33.87,4.62,1.79,9.5,10.76,8.3,35.0,1.2,,5.5,,15.3,1.37,8.6,18.2
여자만2_연안,2019-05-04 00:00:00,127.4444444,34.76805556,0,0.0,240.4,32.9,18.06,1.04,22.1,7.61,7.96,,5.5,,43.1,0.6,119.0,1.62,70.3,33.8
여자만2_연안,2019-05-04 00:00:00,127.4444444,34.76805556,0,3.0,246.2,32.91,17.42,1.35,24.0,7.6,7.99,,6.0,,41.3,,119.7,1.7,72.4,32.9
여자만2_연안,2019-08-10 11:12:00,127.4444444,34.76805556,0,0.0,221.1,28.58,30.13,1.91,6.3,8.46,8.2,,0.0,1.3,0.9,2.0,55.8,1.9,54.9,25.0
여자만2_연안,2019-08-10 11:12:00,127.4444444,34.76805556,0,3.8,197.2,28.68,30.04,2.12,6.3,8.4,8.19,,0.1,,1.2,,2.4,2.31,1.1,25.5
여자만2_연안,2019-11-12 13:24:00,127.4444444,34.76805556,0,0.0,260.5,29.71,15.18,8.13,49.7,6.55,8.18,,29.7,,46.9,0.5,108.8,2.44,32.1,56.4
여자만2_연안,2019-11-12 13:24:00,127.4444444,34.76805556,0,2.6,286.1,29.72,15.16,6.56,49.7,7.09,8.19,,9.1,,58.6,,99.8,2.36,32.1,55.5
여자만3_연안,2019-02-12 00:00:00,127.5222222,34.6775,0,0.0,131.0,33.4,6.57,0.68,3.7,10.93,8.26,45.1,0.1,3.6,4.4,2.1,9.1,1.02,4.6,16.5
여자만3_연안,2019-02-12 00:00:00,127.5222222,34.6775,0,12.4,113.6,33.39,6.69,1.7,9.7,10.63,8.3,35.8,0.4,3.2,2.5,,16.7,1.31,13.8,14.7
여자만3_연안,2019-05-04 00:00:00,127.5222222,34.6775,0,0.0,158.7,33.23,17.56,1.72,14.6,8.6,8.11,,2.5,4.1,15.3,1.0,26.0,1.37,8.2,22.5
여자만3_연안,2019-05-04 00:00:00,127.5222222,34.6775,0,11.0,229.1,33.31,15.76,1.27,27.4,8.32,8.1,,2.3,,15.1,,29.0,1.91,11.7,44.5
여자만3_연안,2019-08-10 10:35:00,127.5222222,34.6775,0,0.0,169.0,30.18,28.64,0.53,2.8,8.55,8.19,,0.6,,0.8,8.0,116.3,2.3,114.9,19.4
여자만3_연안,2019-08-10 10:35:00,127.5222222,34.6775,0,10.5,189.5,31.86,24.76,2.66,5.2,8.68,8.18,72.0,0.5,,1.2,,9.3,1.04,7.6,24.6
여자만3_연안,2019-11-12 11:05:00,127.5222222,34.6775,0,0.0,202.6,31.16,17.53,2.74,22.3,5.8,8.15,,35.9,,39.1,1.2,105.5,1.62,30.5,32.5
여자만3_연안,2019-11-12 11:05:00,127.5222222,34.6775,0,10.9,199.8,31.56,17.74,1.62,22.3,5.93,8.15,,23.0,,56.8,,110.3,1.33,30.5,28.6
영일만1_연안,2019-02-12 00:00:00,129.3925,36.04138889,0,0.0,342.3,33.95,10.36,1.26,5.6,9.04,8.28,,8.8,,,2.7,208.6,1.08,89.2,25.6
영일만1_연안,2019-02-12 00:00:00,129.3925,36.04138889,0,8.0,202.6,34.29,9.82,1.43,8.4,9.07,8.27,,6.4,,,,120.2,1.49,36.2,19.9
영일만1_연안,2019-05-09 00:00:00,129.3925,36.04138889,0,0.0,209.1,34.01,14.59,0.34,4.3,8.23,8.24,116.9,0.5,2.2,8.8,4.6,21.5,0.8,12.2,24.1
영일만1_연안,2019-05-09 00:00:00,129.3925,36.04138889,0,7.5,171.8,34.11,14.41,1.58,32.5,7.29,8.22,143.3,0.7,,4.6,,26.2,1.56,21.0,28.9
영일만1_연안,2019-08-12 09:17:00,129.3925,36.04138889,0,0.0,383.8,32.54,24.94,10.6,9.1,8.65,8.34,,11.1,,,2.6,163.8,2.77,8.3,28.4
영일만1_연안,2019-08-12 09:17:00,129.3925,36.04138889,0,8.5,143.6,33.43,22.96,1.63,11.0,7.61,8.24,,1.4,,,,35.3,1.9,30.9,32.9
영일만1_연안,2019-11-15 08:25:00,129.3925,36.04138889,0,0.0,324.7,33.36,15.73,5.0,9.0,6.91,7.99,,11.6,,,2.5,119.8,1.39,21.2,41.5
영일만1_연안,2019-11-15 08:25:00,129.3925,36.04138889,0,8.0,278.8,33.32,15.74,5.0,7.6,6.87,7.99,,11.3,,,,114.5,1.29,20.2,34.8
영일만10_연안,2019-02-11 00:00:00,129.48,36.07694444,0,0.0,153.2,34.38,12.43,0.8,2.5,8.52,8.25,,5.7,,,10.3,72.2,1.01,1.6,19.4
영일만10_연안,2019-02-11 00:00:00,129.48,36.07694444,0,24.0,177.5,34.31,10.37,0.94,4.8,8.44,8.25,,5.0,,,,93.2,1.34,19.7,22.8
영일만10_연안,2019-05-09 00:00:00,129.48,36.07694444,0,0.0,105.7,34.16,15.11,0.15,3.3,8.78,8.24,31.7,0.0,0.3,1.5,9.8,4.9,1.12,3.4,12.0
영일만10_연안,2019-05-09 00:00:00,129.48,36.07694444,0,27.0,185.8,34.15,10.73,0.22,4.6,7.57,8.1,,3.2,,,,81.1,1.55,0.1,29.3
영일만10_연안,2019-08-12 12:33:00,129.48,36.07694444,0,0.0,138.6,33.34,24.58,0.63,6.0,8.54,8.07,30.5,1.0,1.1,1.1,9.5,4.4,0.83,2.3,10.4
영일만10_연안,2019-08-12 12:33:00,129.48,36.07694444,0,25.0,219.4,34.17,14.53,5.92,4.9,6.65,7.89,,3.2,,,,78.6,1.33,2.6,37.4
영일만10_연안,2019-11-15 11:00:00,129.48,36.07694444,0,0.0,213.8,33.37,16.35,2.64,5.4,8.42,8.01,,9.1,,,6.0,123.2,0.93,4.8,21.0
영일만10_연안,2019-11-15 11:00:00,129.48,36.07694444,0,23.0,265.5,33.9,15.28,2.36,5.4,7.8,7.88,,4.2,,32.7,,47.3,0.77,10.4,34.6
영일만11_연안,2019-02-11 00:00:00,129.5127778,36.06555556,0,0.0,163.8,34.38,12.46,0.78,2.1,8.51,8.32,,5.8,,,8.0,71.8,0.76,1.5,19.0
영일만11_연안,2019-02-11 00:00:00,129.5127778,36.06555556,0,28.0,164.0,34.35,10.53,1.09,2.6,8.68,8.32,,4.8,,,,74.4,0.97,6.1,20.0
영일만11_연안,2019-05-09 00:00:00,129.5127778,36.06555556,0,0.0,138.6,33.95,15.19,0.28,2.8,8.97,8.28,13.6,0.1,0.1,1.3,8.8,1.7,1.21,0.4,11.9
영일만11_연안,2019-05-09 00:00:00,129.5127778,36.06555556,0,28.0,482.7,34.14,9.37,0.37,4.4,7.64,8.1,,3.2,,,,104.5,1.9,8.3,26.4
영일만11_연안,2019-08-12 12:50:00,129.5127778,36.06555556,0,0.0,139.3,33.09,25.27,0.91,7.1,8.65,8.34,28.9,0.7,1.6,1.1,6.8,6.1,1.58,4.3,12.9
영일만11_연안,2019-08-12 12:50:00,129.5127778,36.06555556,0,26.0,143.5,34.2,14.46,0.33,3.5,6.89,8.09,,5.8,,,,97.2,0.82,12.9,21.6
영일만11_연안,2019-11-15 11:20:00,129.5127778,36.06555556,0,0.0,225.1,33.17,16.09,2.56,5.2,8.78,8.09,68.2,3.0,0.5,23.5,6.5,30.6,1.33,4.1,16.1
영일만11_연안,2019-11-15 11:20:00,129.5127778,36.06555556,0,26.0,314.9,33.98,14.8,1.26,3.3,7.85,7.84,,13.0,,,,170.0,0.67,8.0,33.2
영일만12_연안,2019-02-11 00:00:00,129.4833333,36.13444444,0,0.0,162.5,34.37,12.8,0.7,2.7,8.29,8.29,,6.2,,,11.7,75.4,0.86,1.6,20.3
영일만12_연안,2019-02-11 00:00:00,129.4833333,36.13444444,0,31.0,158.1,34.38,12.72,0.82,3.6,8.33,8.28,,5.9,,,,67.8,1.17,1.8,20.1
영일만12_연안,2019-05-09 00:00:00,129.4833333,36.13444444,0,0.0,118.2,34.19,14.46,0.56,3.6,9.25,8.23,134.8,0.0,1.6,1.7,5.8,2.7,1.36,1.0,13.6
영일만12_연안,2019-05-09 00:00:00,129.4833333,36.13444444,0,31.0,226.5,34.16,10.8,0.38,3.4,7.6,8.09,,5.5,,,,105.2,2.22,1.9,31.8
영일만12_연안,2019-08-12 13:21:00,129.4833333,36.13444444,0,0.0,94.1,33.1,24.89,0.93,7.8,8.87,7.98,27.1,0.5,1.2,1.0,8.1,4.1,1.01,2.5,11.7
영일만12_연안,2019-08-12 13:21:00,129.4833333,36.13444444,0,30.0,289.5,34.24,13.12,3.52,5.4,5.57,7.8,,8.3,,,,183.6,1.38,17.2,45.7
영일만12_연안,2019-11-15 12:25:00,129.4833333,36.13444444,0,0.0,175.4,33.57,16.63,2.28,4.3,8.15,8.24,,3.1,,34.1,10.0,43.1,0.96,6.0,16.9
영일만12_연안,2019-11-15 12:25:00,129.4833333,36.13444444,0,31.0,185.5,33.62,16.65,2.12,3.5,7.88,8.25,,3.5,,37.7,,48.1,0.66,7.0,16.2
영일만2_연안,2019-02-11 00:00:00,129.43,36.0125,0,0.0,206.2,34.28,10.58,1.43,4.2,9.05,8.32,,4.8,,,5.6,87.6,0.81,9.1,23.4
영일만2_연안,2019-02-11 00:00:00,129.43,36.0125,0,10.0,197.8,34.33,10.54,1.51,4.9,9.3,8.31,,5.0,,,,77.9,1.0,8.8,23.0
영일만2_연안,2019-05-09 00:00:00,129.43,36.0125,0,0.0,174.8,33.66,14.68,0.48,4.8,8.09,8.21,109.9,1.3,1.6,19.3,6.3,25.3,1.19,4.8,18.2
영일만2_연안,2019-05-09 00:00:00,129.43,36.0125,0,11.0,164.7,34.0,14.59,0.33,7.9,7.55,8.21,95.3,1.2,1.8,4.9,,15.1,1.81,9.0,15.0
영일만2_연안,2019-08-12 09:57:00,129.43,36.0125,0,0.0,150.4,32.45,25.56,2.9,8.6,9.26,8.35,22.0,0.6,,1.6,3.9,17.8,1.55,15.6,15.4
영일만2_연안,2019-08-12 09:57:00,129.43,36.0125,0,9.0,124.7,33.39,22.51,1.63,9.7,8.69,8.3,40.3,0.8,2.6,1.6,,13.7,1.15,11.2,15.8
영일만2_연안,2019-11-15 09:00:00,129.43,36.0125,0,0.0,215.1,32.85,15.45,7.64,14.5,8.25,8.06,120.2,6.1,,39.1,1.5,57.3,1.36,12.1,30.8
영일만2_연안,2019-11-15 09:00:00,129.43,36.0125,0,9.0,236.2,32.84,15.29,7.64,14.5,8.31,8.06,122.1,5.9,,38.8,,54.0,1.13,9.3,29.0
영일만3_연안,2019-02-11 00:00:00,129.4383333,36.00777778,0,0.0,193.2,34.28,10.66,1.35,2.7,8.56,8.31,,5.1,,,5.5,84.0,0.9,6.4,21.7
영일만3_연안,2019-02-11 00:00:00,129.4383333,36.00777778,0,8.0,178.2,34.34,10.67,1.66,3.6,8.99,8.32,,5.0,,,,78.6,1.65,10.5,21.2
영일만3_연안,2019-05-09 00:00:00,129.4383333,36.00777778,0,0.0,139.2,33.94,14.84,0.55,4.4,8.65,8.28,36.6,0.0,0.5,1.5,5.6,1.5,1.82,0.0,16.8
영일만3_연안,2019-05-09 00:00:00,129.4383333,36.00777778,0,10.0,130.6,33.94,14.8,0.32,5.2,8.64,8.28,32.9,0.5,1.8,1.7,,11.2,1.52,9.0,15.6
영일만3_연안,2019-08-12 10:08:00,129.4383333,36.00777778,0,0.0,103.2,32.8,25.39,1.27,9.5,9.02,8.25,16.2,0.3,2.1,1.2,9.0,9.8,1.09,8.3,11.6
영일만3_연안,2019-08-12 10:08:00,129.4383333,36.00777778,0,10.0,124.7,33.54,22.0,0.77,15.1,8.88,8.24,19.3,0.1,1.0,1.2,,11.0,2.38,9.9,15.1
영일만3_연안,2019-11-15 09:15:00,129.4383333,36.00777778,0,0.0,195.4,32.81,15.6,6.64,9.6,8.42,8.07,71.0,3.3,0.9,21.1,2.5,30.9,1.23,6.5,21.9
영일만3_연안,2019-11-15 09:15:00,129.4383333,36.00777778,0,10.0,191.9,32.8,15.6,6.64,8.1,8.47,8.07,70.3,3.6,1.3,20.0,,26.4,1.17,2.9,17.1
영일만4_연안,2019-02-11 00:00:00,129.4466667,36.00666667,0,0.0,159.9,34.35,10.55,1.55,4.7,9.17,8.31,,4.6,,,7.6,79.4,0.83,6.1,21.5
영일만4_연안,2019-02-11 00:00:00,129.4466667,36.00666667,0,10.0,181.9,34.33,10.18,1.78,4.2,9.12,8.32,,4.8,,,,80.5,1.33,9.6,21.4
영일만4_연안,2019-05-09 00:00:00,129.4466667,36.00666667,0,0.0,134.1,33.95,14.95,0.58,5.1,8.78,8.27,35.9,0.2,0.5,1.3,5.8,1.8,2.25,0.3,14.5
영일만4_연안,2019-05-09 00:00:00,129.4466667,36.00666667,0,11.0,149.7,33.96,14.83,0.3,8.9,8.79,8.28,32.3,0.0,0.7,1.8,,25.0,1.9,23.2,14.8
영일만4_연안,2019-08-12 10:23:00,129.4466667,36.00666667,0,0.0,153.1,32.8,25.47,1.9,8.4,9.52,8.34,12.5,0.4,2.4,1.3,5.3,11.6,1.49,10.0,13.1
영일만4_연안,2019-08-12 10:23:00,129.4466667,36.00666667,0,11.5,139.8,33.87,19.67,1.12,7.9,8.23,8.24,52.3,0.2,,1.4,,7.1,2.86,5.5,20.2
영일만4_연안,2019-11-15 09:25:00,129.4466667,36.00666667,0,0.0,223.2,32.87,15.56,5.4,9.5,8.22,8.02,136.8,6.7,2.3,39.7,2.5,56.2,1.01,9.8,24.0
영일만4_연안,2019-11-15 09:25:00,129.4466667,36.00666667,0,12.0,235.2,32.88,15.54,5.04,9.5,8.2,8.01,132.1,6.3,,38.3,,61.8,0.96,17.2,20.4
영일만5_연안,2019-02-11 00:00:00,129.4697222,36.02944444,0,0.0,152.4,34.37,11.1,1.64,2.6,8.8,8.31,,4.8,,,7.8,73.4,0.86,3.6,20.3
영일만5_연안,2019-02-11 00:00:00,129.4697222,36.02944444,0,16.0,192.0,34.36,10.81,1.76,2.9,8.84,8.32,,4.0,,,,60.5,1.15,5.8,20.2
영일만5_연안,2019-05-09 00:00:00,129.4697222,36.02944444,0,0.0,145.4,33.97,14.94,0.62,5.3,8.76,8.28,27.3,0.2,0.4,1.7,6.3,2.7,0.64,0.8,13.2
영일만5_연안,2019-05-09 00:00:00,129.4697222,36.02944444,0,18.0,202.3,34.12,13.96,0.38,3.0,7.47,8.2,147.4,0.6,,6.0,,191.1,1.4,184.6,15.0
영일만5_연안,2019-08-12 10:37:00,129.4697222,36.02944444,0,0.0,130.8,33.31,24.37,2.06,7.6,8.87,8.3,53.6,0.9,1.7,1.4,7.7,11.8,1.44,9.5,13.5
영일만5_연안,2019-08-12 10:37:00,129.4697222,36.02944444,0,18.0,117.6,34.14,16.13,0.38,11.0,8.19,8.19,63.6,0.4,,3.7,,11.9,1.36,7.8,16.6
영일만5_연안,2019-11-15 09:40:00,129.4697222,36.02944444,0,0.0,218.8,33.03,15.98,6.8,10.6,8.57,8.14,43.7,2.8,0.7,25.4,4.5,32.2,0.91,4.0,16.6
영일만5_연안,2019-11-15 09:40:00,129.4697222,36.02944444,0,16.0,213.3,33.12,16.07,6.8,5.6,8.28,8.12,61.2,3.5,0.8,29.2,,37.4,0.88,4.7,18.7
영일만6_연안,2019-02-11 00:00:00,129.4511111,36.04055556,0,0.0,152.9,34.39,11.53,1.19,2.9,8.87,8.32,,4.9,,,9.2,68.7,0.91,1.8,20.1
영일만6_연안,2019-02-11 00:00:00,129.4511111,36.04055556,0,20.0,183.1,34.34,10.83,1.54,3.7,8.76,8.31,,5.1,,,,88.1,1.26,19.1,21.0
영일만6_연안,2019-05-09 00:00:00,129.4511111,36.04055556,0,0.0,125.8,34.07,15.02,0.27,3.9,8.72,8.28,28.9,0.2,0.5,1.4,9.8,1.7,1.21,0.1,12.6
영일만6_연안,2019-05-09 00:00:00,129.4511111,36.04055556,0,21.0,136.0,34.16,13.6,0.44,5.0,7.64,8.21,,0.4,1.5,3.7,,113.3,1.98,109.2,17.5
영일만6_연안,2019-08-12 10:50:00,129.4511111,36.04055556,0,0.0,118.5,33.36,24.46,0.68,9.1,8.52,8.27,19.9,0.5,1.3,1.0,8.4,6.0,1.07,4.4,11.3
영일만6_연안,2019-08-12 10:50:00,129.4511111,36.04055556,0,20.5,136.8,34.18,15.21,1.28,7.5,5.99,8.01,,1.1,,16.8,,32.4,1.09,14.4,28.8
영일만6_연안,2019-11-15 09:58:00,129.4511111,36.04055556,0,0.0,187.2,33.08,15.97,4.02,6.6,8.47,8.05,64.7,3.4,0.1,23.5,6.0,31.0,1.34,4.1,17.1
영일만6_연안,2019-11-15 09:58:00,129.4511111,36.04055556,0,20.0,253.3,33.47,16.06,4.0,4.4,7.35,7.97,,7.5,,,,80.3,0.8,8.4,23.4
영일만7_연안,2019-02-12 00:00:00,129.4319444,36.05333333,0,0.0,172.7,34.39,11.57,0.97,2.8,8.7,8.29,,5.1,,,9.5,72.3,1.09,2.8,20.5
영일만7_연안,2019-02-12 00:00:00,129.4319444,36.05333333,0,19.0,145.5,34.36,10.84,1.09,2.9,8.68,8.29,,5.1,,,,68.3,1.11,2.5,20.5
영일만7_연안,2019-05-09 00:00:00,129.4319444,36.05333333,0,0.0,154.6,33.91,15.22,0.41,4.6,8.77,8.27,57.2,0.7,0.1,7.7,8.5,8.9,0.97,0.6,13.5
영일만7_연안,2019-05-09 00:00:00,129.4319444,36.05333333,0,21.0,184.8,34.18,12.46,0.15,4.1,6.83,8.13,,1.8,,33.5,,43.6,1.32,8.3,26.6
영일만7_연안,2019-08-12 11:05:00,129.4319444,36.05333333,0,0.0,127.4,33.27,24.83,0.87,10.2,8.58,8.3,19.3,0.6,1.2,2.0,9.5,5.3,1.71,2.6,11.1
영일만7_연안,2019-08-12 11:05:00,129.4319444,36.05333333,0,20.0,153.0,34.13,15.78,0.99,9.4,6.79,8.09,,1.6,,18.2,,36.7,1.71,16.9,28.6
영일만7_연안,2019-11-15 10:18:00,129.4319444,36.05333333,0,0.0,246.4,33.0,15.79,4.1,8.8,8.36,8.01,119.6,6.8,,,5.5,80.5,0.93,25.0,22.0
영일만7_연안,2019-11-15 10:18:00,129.4319444,36.05333333,0,19.0,245.9,33.58,16.07,3.02,6.5,7.58,7.92,,9.6,,,,100.7,0.85,7.7,24.3
영일만8_연안,2019-02-12 00:00:00,129.4186111,36.06027778,0,0.0,158.9,34.39,11.56,0.76,2.9,8.69,8.3,,5.3,,,10.8,71.0,0.89,3.0,20.2
영일만8_연안,2019-02-12 00:00:00,129.4186111,36.06027778,0,15.0,143.2,34.39,11.55,0.89,3.3,8.76,8.29,,5.5,,,,67.6,1.01,2.4,20.4
영일만8_연안,2019-05-09 00:00:00,129.4186111,36.06027778,0,0.0,125.1,33.94,15.09,0.12,5.0,8.74,8.26,59.3,0.6,0.4,7.2,6.5,8.0,1.07,0.2,13.8
영일만8_연안,2019-05-09 00:00:00,129.4186111,36.06027778,0,15.5,408.1,34.18,13.88,0.13,3.3,8.07,8.22,,0.2,,6.0,,162.8,2.55,156.7,14.7
영일만8_연안,2019-08-12 11:17:00,129.4186111,36.06027778,0,0.0,127.6,31.71,26.33,0.71,7.7,8.53,8.3,20.5,0.7,1.5,3.1,4.8,11.8,1.1,8.0,11.3
영일만8_연안,2019-08-12 11:17:00,129.4186111,36.06027778,0,14.0,174.3,33.81,19.71,0.95,10.9,7.38,8.18,,0.9,,3.8,,9.8,1.02,5.2,21.8
영일만8_연안,2019-11-15 10:26:00,129.4186111,36.06027778,0,0.0,260.0,33.0,15.78,5.3,7.2,8.36,7.99,,8.3,,,6.0,78.3,0.86,5.6,21.1
영일만8_연안,2019-11-15 10:26:00,129.4186111,36.06027778,0,14.0,226.0,33.44,16.15,4.4,7.2,7.39,7.96,,6.7,,,,71.9,0.81,3.6,21.8
영일만9_연안,2019-02-11 00:00:00,129.45,36.08805556,0,0.0,161.2,34.39,12.01,0.69,2.5,8.61,8.3,,5.3,,,8.3,71.4,1.18,2.8,20.1
영일만9_연안,2019-02-11 00:00:00,129.45,36.08805556,0,20.0,148.7,34.39,11.74,0.94,2.6,8.58,8.28,,5.2,,,,68.0,1.1,2.5,20.1
영일만9_연안,2019-05-09 00:00:00,129.45,36.08805556,0,0.0,103.4,34.14,15.01,0.24,3.5,8.72,8.25,38.4,0.1,0.3,3.0,7.5,3.2,1.02,0.1,13.1
영일만9_연안,2019-05-09 00:00:00,129.45,36.08805556,0,22.0,336.5,34.18,13.13,0.15,4.0,6.71,8.17,,1.2,,21.4,,28.1,1.53,5.5,20.4
영일만9_연안,2019-08-12 11:33:00,129.45,36.08805556,0,0.0,102.3,33.59,24.21,0.36,7.0,8.64,8.29,12.8,0.4,2.1,1.0,9.9,9.2,1.07,7.8,9.0
영일만9_연안,2019-08-12 11:33:00,129.45,36.08805556,0,22.0,162.8,34.12,15.97,2.42,5.4,5.75,8.05,,3.6,,,,65.0,1.22,13.8,28.6
영일만9_연안,2019-11-15 10:42:00,129.45,36.08805556,0,0.0,209.3,33.31,15.84,5.02,4.6,8.18,8.12,,3.9,,42.7,7.3,50.0,0.96,3.4,21.2
영일만9_연안,2019-11-15 10:42:00,129.45,36.08805556,0,21.0,216.4,33.45,15.84,4.86,4.6,7.79,8.08,,6.0,,,,68.9,0.78,5.1,21.9
영일만H1_항만,2019-02-12 00:00:00,129.3777778,36.05,0,0.0,304.6,33.92,8.49,1.31,6.6,8.84,8.21,,7.7,,,1.8,201.9,0.94,69.5,42.2
영일만H1_항만,2019-02-12 00:00:00,129.3777778,36.05,0,6.0,306.5,34.08,8.91,1.26,6.1,8.73,8.22,,7.2,,,,195.2,1.05,64.3,31.2
영일만H1_항만,2019-08-12 09:05:00,129.3777778,36.05,0,0.0,395.7,29.78,24.58,3.43,8.0,8.61,8.25,,8.1,,,2.3,129.1,2.4,9.8,29.5
영일만H1_항만,2019-08-12 09:05:00,129.3777778,36.05,0,5.5,181.7,33.18,23.19,2.64,8.5,5.55,8.28,63.7,1.5,0.7,,,24.7,2.1,3.2,18.5
영일만H2_항만,2019-02-11 00:00:00,129.4133333,36.02388889,0,0.0,189.4,34.33,10.26,1.92,3.7,9.04,8.34,,4.6,,,6.0,91.5,0.9,12.4,23.3
영일만H2_항만,2019-02-11 00:00:00,129.4133333,36.02388889,0,19.0,194.4,34.3,9.7,1.66,3.6,9.19,8.34,,4.0,,,,92.5,1.43,16.8,22.4
영일만H2_항만,2019-08-12 09:43:00,129.4133333,36.02388889,0,0.0,242.8,32.64,25.64,2.45,8.25,8.57,8.3,47.5,0.6,2.2,4.6,3.4,15.7,2.35,10.6,16.7
영일만H2_항만,2019-08-12 09:43:00,129.4133333,36.02388889,0,19.0,165.6,34.06,16.43,1.57,13.5,8.31,8.04,,4.4,,,,87.7,1.87,37.8,34.3
온산연안1_환경관리,2019-02-13 00:00:00,129.35806,35.45333,0,0.0,306.0,33.62,12.0,1.07,5.1,8.39,8.22,,8.4,,,2.0,224.3,0.92,34.0,26.3
온산연안1_환경관리,2019-02-13 00:00:00,129.35806,35.45333,0,14.0,274.7,34.04,12.19,0.97,8.2,8.31,8.23,,7.7,,,,181.9,1.12,24.8,24.8
온산연안1_환경관리,2019-05-08 00:00:00,129.35806,35.45333,0,0.0,334.6,33.05,15.4,0.41,8.3,9.21,8.2,,7.7,,,3.0,115.7,0.88,0.3,24.8
온산연안1_환경관리,2019-05-08 00:00:00,129.35806,35.45333,0,16.0,203.3,33.96,14.62,0.66,9.1,8.26,8.19,,5.0,,43.6,,49.3,0.91,0.6,18.4
온산연안1_환경관리,2019-08-30 11:15:00,129.35806,35.45333,0,0.0,336.0,31.62,23.96,1.64,36.7,6.21,8.08,,9.6,,,2.5,231.3,1.22,71.6,36.7
온산연안1_환경관리,2019-08-30 11:15:00,129.35806,35.45333,0,15.0,180.5,33.13,19.85,0.86,26.2,6.59,8.12,,8.5,,,,81.7,1.22,11.6,26.2
온산연안1_환경관리,2019-11-07 11:27:00,129.35806,35.45333,0,0.0,320.9,32.42,18.88,1.26,9.1,7.35,8.03,,10.4,,22.1,2.5,73.1,1.02,40.6,32.4
온산연안1_환경관리,2019-11-07 11:27:00,129.35806,35.45333,0,16.0,261.4,33.17,18.37,0.69,6.9,7.14,8.05,,7.2,,,,134.7,0.83,28.5,23.0
온산연안2_환경관리,2019-02-13 00:00:00,129.3575,35.38,0,0.0,181.9,34.32,12.55,0.88,5.3,8.54,8.22,,7.0,,,4.8,107.7,0.76,12.2,21.5
온산연안2_환경관리,2019-02-13 00:00:00,129.3575,35.38,0,9.0,196.7,34.3,12.44,0.78,4.1,8.56,8.23,,6.9,,,,150.1,0.97,52.9,21.3
온산연안2_환경관리,2019-05-08 00:00:00,129.3575,35.38,0,0.0,196.7,34.1,15.1,0.29,8.1,8.36,8.18,,4.6,,43.0,3.1,47.6,0.53,0.0,17.7
온산연안2_환경관리,2019-05-08 00:00:00,129.3575,35.38,0,9.0,207.7,34.12,14.56,0.26,7.9,8.22,8.18,,5.0,,,,53.4,2.15,0.2,18.7
온산연안2_환경관리,2019-08-29 15:50:00,129.3575,35.38,0,0.0,116.3,32.22,24.56,3.2,11.1,7.46,8.18,82.8,0.9,0.9,1.8,7.0,13.3,1.05,10.7,11.1
온산연안2_환경관리,2019-08-29 15:50:00,129.3575,35.38,0,8.0,116.2,32.23,24.5,1.52,11.9,7.64,8.18,144.7,0.7,1.7,7.1,,8.0,1.68,0.1,11.9
온산연안2_환경관리,2019-11-06 15:27:00,129.3575,35.38,0,0.0,175.4,33.18,19.93,3.04,4.5,8.15,7.98,,3.9,,5.7,7.0,18.3,0.86,8.6,16.0
온산연안2_환경관리,2019-11-06 15:27:00,129.3575,35.38,0,10.0,162.2,33.15,19.47,1.53,2.4,7.91,8.06,,3.5,,30.0,,41.3,0.83,7.7,14.4
온산연안3_환경관리,2019-02-13 00:00:00,129.40778,35.3675,0,0.0,155.2,34.47,14.57,1.71,3.4,8.54,8.22,,6.0,,,11.2,60.0,0.78,5.5,16.7
온산연안3_환경관리,2019-02-13 00:00:00,129.40778,35.3675,0,69.0,220.4,34.18,11.58,0.34,7.1,7.87,8.14,,6.7,,,,130.3,1.07,6.3,28.3
온산연안3_환경관리,2019-05-07 00:00:00,129.40778,35.3675,0,0.0,197.7,34.28,16.37,0.26,3.8,8.56,8.23,133.8,0.1,1.6,2.8,7.0,3.0,1.03,0.1,11.8
온산연안3_환경관리,2019-05-07 00:00:00,129.40778,35.3675,0,70.0,298.7,34.2,9.19,0.48,14.2,7.16,8.03,,4.3,,,,168.0,1.11,6.2,36.5
온산연안3_환경관리,2019-08-29 15:26:00,129.40778,35.3675,0,0.0,118.9,32.21,24.66,1.61,10.3,7.48,8.18,125.7,0.3,0.8,2.5,6.5,4.0,1.24,1.3,10.3
