station,일시,Longitude,Latitude,수심(m),수심(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L],부유물질 농도[mg/L],year,month,quarter,year_quarter
전주포연안2_연안,2014-11-11,126.4333333,35.8375,17.0,저층,322.9,31.38,15.93,2.29,6.1,7.91,8.19,209.5,3.1,12.3,34.7,,75.5,0.97,37.7,,26.7,,2014,11,4,20144
전주포연안3_연안,2014-02-24,126.3777778,35.77083333,17.5,저층,346.9,31.64,4.52,1.83,9.6,10.77,8.02,312.9,1.9,13.7,161.7,,166.3,0.81,2.7,,20.9,,2014,2,1,20141
전주포연안3_연안,2014-05-24,126.3777778,35.77083333,17.5,저층,318.2,31.39,13.76,1.19,4.0,9.39,8.18,215.2,0.9,3.8,5.8,,23.7,2.0,17.0,,54.6,,2014,5,2,20142
전주포연안3_연안,2014-08-20,126.3777778,35.77083333,16.0,저층,279.5,31.7,22.1,1.13,3.4,6.38,8.1,378.8,10.9,13.9,35.9,,84.2,1.76,37.4,,29.0,,2014,8,3,20143
전주포연안3_연안,2014-11-16,126.3777778,35.77083333,15.8,저층,283.6,32.43,15.2,1.16,4.1,7.95,8.16,196.5,2.8,11.9,15.9,,45.6,1.0,26.9,,24.4,,2014,11,4,20144
전주포연안4_연안,2014-02-24,126.5,35.7375,9.6,저층,287.9,31.47,4.42,11.72,7.7,10.39,8.18,48.4,2.8,1.5,36.6,,41.5,0.87,2.2,,18.1,,2014,2,1,20141
전주포연안4_연안,2014-05-24,126.5,35.7375,8.0,저층,394.4,30.66,16.5,1.6,5.0,7.86,8.19,352.7,1.0,4.4,4.7,,39.0,2.64,33.3,,58.0,,2014,5,2,20142
전주포연안4_연안,2014-08-20,126.5,35.7375,8.1,저층,288.2,31.11,23.21,2.52,0.6,7.46,8.28,313.7,1.7,9.3,16.7,,33.4,1.94,15.0,,28.9,,2014,8,3,20143
전주포연안4_연안,2014-11-16,126.5,35.7375,8.0,저층,368.2,31.07,13.78,3.42,7.4,8.25,8.18,333.2,4.6,14.0,34.6,,89.9,1.31,50.7,,31.7,,2014,11,4,20144
전주포연안5_연안,2014-02-24,126.5,35.68611111,10.4,저층,233.4,31.32,4.5,20.04,5.9,12.61,8.2,16.4,2.4,0.8,23.0,,30.2,1.1,4.8,,18.5,,2014,2,1,20141
전주포연안5_연안,2014-05-24,126.5,35.68611111,11.0,저층,339.4,31.05,16.42,2.29,3.5,8.41,8.2,264.8,0.6,3.6,3.2,,13.1,2.77,9.2,,69.0,,2014,5,2,20142
전주포연안5_연안,2014-08-20,126.5,35.68611111,11.7,저층,292.8,30.6,23.73,1.42,1.1,7.04,8.25,430.0,2.1,14.5,31.7,,59.6,1.94,25.8,,29.0,,2014,8,3,20143
전주포연안5_연안,2014-11-16,126.5,35.68611111,11.4,저층,363.9,31.04,13.87,3.86,5.6,8.16,8.19,339.3,4.6,11.3,28.9,,77.6,1.37,44.1,,32.7,,2014,11,4,20144
전주포연안6_연안,2014-02-24,126.4416667,35.61666667,10.9,저층,289.9,31.45,4.51,17.14,13.3,12.34,8.18,36.8,2.3,2.6,31.7,,50.9,1.15,16.9,,21.9,,2014,2,1,20141
전주포연안6_연안,2014-05-24,126.4416667,35.61666667,10.7,저층,385.7,31.15,16.72,2.73,2.4,8.94,8.21,146.0,0.6,3.4,2.9,,17.6,2.38,14.2,,84.0,,2014,5,2,20142
전주포연안6_연안,2014-08-20,126.4416667,35.61666667,12.0,저층,309.7,30.83,23.43,2.09,0.9,6.4,8.21,415.8,3.3,14.3,21.2,,63.6,1.99,39.1,,31.5,,2014,8,3,20143
전주포연안6_연안,2014-11-16,126.4416667,35.61666667,11.6,저층,331.3,31.61,14.53,1.57,4.1,8.03,8.17,264.4,3.4,13.1,31.3,,75.9,0.66,41.3,,26.0,,2014,11,4,20144
전주포연안7_연안,2014-02-24,126.4747222,35.78583333,14.8,저층,334.9,31.54,4.51,4.55,19.9,9.13,8.09,221.1,2.4,11.6,123.8,,162.6,1.45,36.4,,20.1,,2014,2,1,20141
전주포연안7_연안,2014-05-24,126.4747222,35.78583333,11.0,저층,275.2,31.15,14.87,1.39,2.6,9.02,8.23,280.1,1.2,4.2,6.3,,33.1,2.06,25.6,,25.4,,2014,5,2,20142
전주포연안7_연안,2014-08-20,126.4747222,35.78583333,9.8,저층,315.5,31.22,22.92,0.96,1.5,6.75,8.22,344.6,4.1,14.6,15.8,,63.9,1.64,44.0,,31.4,,2014,8,3,20143
전주포연안7_연안,2014-11-16,126.4747222,35.78583333,9.5,저층,341.7,31.75,14.05,1.39,7.3,7.95,8.15,295.2,3.1,15.1,31.6,,84.0,1.0,49.3,,30.1,,2014,11,4,20144
전주포연안8_연안,2014-02-24,126.4969444,35.935,10.6,저층,367.4,31.1,4.31,7.02,24.7,10.74,8.08,232.8,3.5,7.4,158.8,,166.9,1.9,4.6,,22.1,,2014,2,1,20141
전주포연안8_연안,2014-05-24,126.4969444,35.935,6.0,저층,327.5,30.27,16.65,5.92,4.9,9.49,8.36,82.4,2.8,3.8,40.9,,48.8,1.6,5.1,,28.6,,2014,5,2,20142
전주포연안8_연안,2014-08-19,126.4969444,35.935,7.1,저층,275.2,31.21,24.19,0.99,1.7,6.47,8.16,458.6,6.0,12.2,20.0,,59.2,1.57,33.2,,23.9,,2014,8,3,20143
전주포연안8_연안,2014-11-11,126.4969444,35.935,5.9,저층,430.6,29.96,14.82,3.86,9.8,8.03,8.16,370.3,5.3,19.3,118.6,,199.7,1.6,75.9,,37.6,,2014,11,4,20144
제주연안1_연안,2014-02-05,126.5327778,33.52694444,12.0,저층,223.6,34.28,14.21,0.44,55.0,8.57,8.2,369.4,2.0,15.2,66.8,,73.0,0.38,4.2,,17.4,,2014,2,1,20141
제주연안1_연안,2014-05-05,126.5327778,33.52694444,15.0,저층,208.2,33.88,18.24,0.15,5.8,8.33,8.19,188.1,2.4,5.6,14.7,,34.4,0.8,17.4,,13.9,,2014,5,2,20142
제주연안1_연안,2014-08-13,126.5327778,33.52694444,14.0,저층,252.9,33.24,19.84,0.12,10.6,6.96,8.17,304.6,1.7,5.6,74.3,,80.7,0.35,4.7,,11.0,,2014,8,3,20143
제주연안1_연안,2014-11-19,126.5327778,33.52694444,16.0,저층,234.4,32.69,17.85,1.51,13.2,7.77,8.16,257.6,4.4,3.3,50.4,,61.4,0.85,6.6,,10.9,,2014,11,4,20144
제주연안2_연안,2014-02-05,126.4277778,33.50055556,26.0,저층,193.0,34.42,14.35,0.46,92.0,8.27,8.23,251.7,2.5,12.7,41.3,,45.9,0.54,2.1,,17.1,,2014,2,1,20141
제주연안2_연안,2014-05-05,126.4277778,33.50055556,25.0,저층,197.6,34.16,18.48,0.11,3.7,8.32,8.12,195.6,1.3,4.7,11.0,,27.4,1.06,15.2,,12.1,,2014,5,2,20142
제주연안2_연안,2014-08-13,126.4277778,33.50055556,27.0,저층,196.6,33.22,20.29,0.62,5.8,6.73,8.18,289.7,1.4,5.8,72.5,,75.2,1.12,1.4,,8.6,,2014,8,3,20143
제주연안2_연안,2014-11-19,126.4277778,33.50055556,26.0,저층,267.0,32.4,17.65,1.31,7.0,8.56,8.15,254.4,6.1,2.7,43.5,,62.1,0.82,12.5,,11.3,,2014,11,4,20144
제주연안3_연안,2014-02-05,126.5683333,33.53388889,19.0,저층,239.3,34.42,14.77,0.67,24.5,8.62,8.22,250.5,2.8,12.2,41.1,,44.5,0.45,0.6,,16.6,,2014,2,1,20141
제주연안3_연안,2014-05-05,126.5683333,33.53388889,20.0,저층,186.0,34.13,18.52,0.02,6.4,8.63,8.19,189.5,1.6,4.9,10.5,,20.1,2.15,8.0,,10.3,,2014,5,2,20142
제주연안3_연안,2014-08-13,126.5683333,33.53388889,21.0,저층,227.5,33.24,19.73,0.06,10.8,7.06,8.17,297.8,1.7,5.7,81.0,,84.1,0.66,1.4,,9.4,,2014,8,3,20143
제주연안3_연안,2014-11-19,126.5683333,33.53388889,18.0,저층,277.6,32.9,17.92,0.85,18.0,7.67,8.15,265.8,4.8,4.7,56.2,,64.8,0.5,3.8,,11.8,,2014,11,4,20144
제주연안H1_항만,2014-02-05,126.54,33.52611111,14.0,저층,206.4,34.38,14.5,0.44,32.7,8.55,8.24,296.4,2.3,13.5,50.4,,54.3,0.16,1.6,,13.6,,2014,2,1,20141
제주연안H1_항만,2014-08-13,126.54,33.52611111,15.0,저층,217.0,32.99,21.0,0.99,12.0,7.14,8.16,316.0,1.8,5.5,68.1,,75.8,0.38,5.9,,10.7,,2014,8,3,20143
제주연안H2_항만,2014-02-05,126.5305556,33.52722222,6.0,저층,300.5,34.17,13.77,0.23,3.6,8.55,8.05,386.7,2.0,15.5,66.0,,71.5,0.18,3.5,,20.1,,2014,2,1,20141
제주연안H2_항만,2014-08-13,126.5305556,33.52722222,6.0,저층,573.9,32.54,22.05,1.45,8.4,7.18,8.16,1495.1,4.8,4.3,542.4,,571.1,0.56,23.9,,14.4,,2014,8,3,20143
조천연안1_연안,2014-02-05,126.8555556,33.5375,15.0,저층,241.0,34.44,14.22,0.23,44.0,8.32,8.2,267.5,2.4,13.3,43.4,,46.5,0.5,0.7,,17.0,,2014,2,1,20141
조천연안1_연안,2014-05-05,126.8555556,33.5375,14.0,저층,174.3,33.88,18.24,0.83,6.0,8.2,8.18,170.1,0.9,4.2,7.6,,37.0,0.65,28.5,,9.8,,2014,5,2,20142
조천연안1_연안,2014-08-13,126.8555556,33.5375,17.0,저층,271.8,32.88,20.77,0.52,14.0,7.6,8.19,302.5,1.2,4.8,53.9,,59.9,1.03,4.8,,10.3,,2014,8,3,20143
조천연안1_연안,2014-11-19,126.8555556,33.5375,16.0,저층,244.4,32.6,17.7,1.48,8.4,8.53,8.17,218.4,4.8,2.8,38.9,,47.5,0.55,3.7,,10.4,,2014,11,4,20144
조천연안2_연안,2014-02-05,126.7327778,33.57388889,44.0,저층,252.1,34.44,13.89,0.21,5.8,8.32,8.19,260.9,2.9,13.2,41.8,,47.0,0.26,2.2,,16.4,,2014,2,1,20141
조천연안2_연안,2014-05-05,126.7327778,33.57388889,44.0,저층,193.3,34.11,17.41,0.02,6.0,8.63,8.17,199.6,2.4,5.3,21.8,,30.1,1.16,6.0,,9.1,,2014,5,2,20142
조천연안2_연안,2014-08-13,126.7327778,33.57388889,44.0,저층,268.4,33.24,18.97,0.06,10.6,6.75,8.16,314.0,1.7,8.7,90.3,,93.9,1.14,1.9,,12.5,,2014,8,3,20143
조천연안2_연안,2014-11-19,126.7327778,33.57388889,42.0,저층,299.9,33.32,17.95,0.66,10.6,6.64,8.11,333.0,4.8,12.7,96.9,,104.1,0.71,2.4,,17.1,,2014,11,4,20144
조천연안3_연안,2014-02-05,126.6663889,33.56055556,33.0,저층,236.1,34.43,14.28,0.23,25.9,8.62,8.18,251.0,3.3,12.8,41.1,,45.5,0.19,1.1,,14.6,,2014,2,1,20141
조천연안3_연안,2014-05-05,126.6663889,33.56055556,28.0,저층,218.3,34.16,17.66,0.06,15.9,8.57,8.17,200.2,2.8,5.4,17.4,,29.2,0.99,9.1,,9.3,,2014,5,2,20142
조천연안3_연안,2014-08-13,126.6663889,33.56055556,29.0,저층,326.1,33.44,18.23,0.32,10.0,6.95,8.14,317.6,1.8,8.9,99.7,,103.3,0.49,1.7,,15.0,,2014,8,3,20143
조천연안3_연안,2014-11-19,126.6663889,33.56055556,29.0,저층,142.0,32.84,17.72,0.87,12.4,7.88,8.14,275.2,4.2,4.3,58.1,,65.8,0.29,3.5,,6.4,,2014,11,4,20144
주문진연안1_연안,2014-02-27,128.8375,37.88583333,16.0,저층,260.3,34.09,7.58,4.0,1.3,10.9,8.23,175.8,2.4,4.0,30.4,,39.4,0.34,6.6,,15.7,,2014,2,1,20141
주문진연안1_연안,2014-05-27,128.8375,37.88583333,15.0,저층,294.1,34.14,10.77,2.72,3.6,9.51,8.17,108.4,0.6,4.3,6.0,,9.5,1.28,2.9,,23.8,,2014,5,2,20142
주문진연안1_연안,2014-08-07,128.8375,37.88583333,14.5,저층,142.8,33.78,18.95,1.45,0.5,8.69,8.19,49.7,0.3,2.6,1.5,,3.8,0.77,2.0,,8.8,,2014,8,3,20143
주문진연안1_연안,2014-11-04,128.8375,37.88583333,13.0,저층,174.8,33.34,17.62,0.69,27.1,8.68,8.21,135.5,0.2,1.6,4.8,,9.8,0.8,4.8,,6.7,,2014,11,4,20144
주문진연안2_연안,2014-02-27,128.8466667,37.88777778,23.0,저층,218.6,33.99,6.18,3.48,3.2,8.6,8.16,207.0,2.8,6.0,56.8,,68.0,0.36,8.3,,10.6,,2014,2,1,20141
주문진연안2_연안,2014-05-27,128.8466667,37.88777778,20.0,저층,274.5,34.12,9.97,2.93,12.0,9.46,8.17,164.0,0.9,4.7,18.9,,23.1,1.25,3.3,,20.7,,2014,5,2,20142
주문진연안2_연안,2014-08-07,128.8466667,37.88777778,21.0,저층,158.8,34.0,13.73,0.12,0.9,9.99,8.21,73.4,0.3,2.2,2.3,,3.2,0.99,0.6,,10.5,,2014,8,3,20143
주문진연안2_연안,2014-11-04,128.8466667,37.88777778,20.0,저층,169.4,33.5,17.5,0.7,1.7,5.47,8.2,142.2,0.2,1.4,4.5,,8.7,0.76,4.1,,6.4,,2014,11,4,20144
주문진연안3_연안,2014-02-27,128.8522222,37.89416667,27.0,저층,292.5,33.95,5.47,2.56,1.8,9.47,8.13,244.2,2.7,7.9,69.8,,77.2,0.27,4.7,,16.9,,2014,2,1,20141
주문진연안3_연안,2014-05-27,128.8522222,37.89416667,26.0,저층,284.2,34.14,10.04,3.39,4.8,9.8,8.17,138.9,0.6,4.0,6.2,,9.8,1.33,3.0,,20.6,,2014,5,2,20142
주문진연안3_연안,2014-08-07,128.8522222,37.89416667,24.0,저층,150.3,34.19,11.74,0.06,0.2,10.57,8.22,118.9,0.3,2.3,0.4,,1.4,0.65,0.6,,7.3,,2014,8,3,20143
주문진연안3_연안,2014-11-04,128.8522222,37.89416667,22.0,저층,172.5,33.53,17.4,1.39,0.8,8.15,8.19,119.7,0.4,1.7,5.1,,10.0,0.83,4.5,,6.0,,2014,11,4,20144
주문진연안4_연안,2014-02-27,128.8525,37.91888889,37.0,저층,285.0,33.92,4.86,0.61,0.2,9.64,8.21,254.5,1.8,9.3,75.3,,83.4,0.68,6.3,,17.1,,2014,2,1,20141
주문진연안4_연안,2014-05-27,128.8525,37.91888889,35.0,저층,321.3,34.14,10.31,3.39,3.6,9.42,8.17,140.2,0.4,4.0,6.4,,10.1,1.13,3.2,,20.9,,2014,5,2,20142
주문진연안4_연안,2014-08-07,128.8525,37.91888889,36.0,저층,165.7,34.0,7.92,0.52,0.4,10.75,8.18,158.6,1.1,4.3,10.4,,20.9,0.21,9.4,,11.3,,2014,8,3,20143
주문진연안4_연안,2014-11-04,128.8525,37.91888889,35.0,저층,169.8,33.52,17.28,1.36,1.9,8.01,8.18,107.9,0.3,1.7,4.7,,9.3,0.88,4.3,,6.1,,2014,11,4,20144
주문진연안5_연안,2014-02-25,128.8741667,37.86111111,23.0,저층,284.0,34.03,6.31,0.87,2.2,9.68,8.18,251.4,3.1,8.2,68.6,,74.7,0.08,3.1,,15.5,,2014,2,1,20141
주문진연안5_연안,2014-05-25,128.8741667,37.86111111,23.0,저층,253.7,34.14,10.61,2.93,11.3,9.66,8.18,103.0,0.5,4.0,6.8,,10.5,1.34,3.2,,18.1,,2014,5,2,20142
주문진연안5_연안,2014-08-14,128.8741667,37.86111111,24.0,저층,162.2,34.02,13.28,0.58,1.1,10.04,8.2,135.7,0.3,2.7,3.0,,8.4,0.68,5.1,,9.7,,2014,8,3,20143
주문진연안5_연안,2014-11-06,128.8741667,37.86111111,24.0,저층,175.2,33.69,16.71,0.93,0.8,7.88,8.14,146.0,0.6,2.3,10.1,,17.4,1.01,6.7,,7.4,,2014,11,4,20144
주문진연안H1_항만,2014-02-27,128.8313889,37.89055556,7.0,저층,326.8,33.79,7.76,3.49,1.1,10.54,8.22,201.7,4.2,9.3,64.3,,119.5,0.68,51.0,,17.5,,2014,2,1,20141
주문진연안H1_항만,2014-08-07,128.8313889,37.89055556,4.0,저층,264.7,33.59,18.45,,2.3,10.72,8.23,241.5,1.3,7.7,6.7,,20.3,1.6,12.3,,31.9,,2014,8,3,20143
죽변연안1_연안,2014-02-24,129.4258333,37.08166667,38.0,저층,244.2,34.21,8.48,0.23,0.5,9.39,8.18,307.8,4.3,8.9,75.8,,95.9,0.58,15.8,,26.4,,2014,2,1,20141
죽변연안1_연안,2014-05-24,129.4258333,37.08166667,40.0,저층,323.6,34.13,7.4,1.14,1.5,8.49,8.07,413.3,2.4,19.8,119.8,,127.4,0.8,5.2,,21.9,,2014,5,2,20142
죽변연안1_연안,2014-08-17,129.4258333,37.08166667,38.0,저층,192.8,34.04,10.55,0.18,0.6,10.14,8.14,196.5,1.5,4.6,19.2,,33.0,1.01,12.3,,13.0,,2014,8,3,20143
죽변연안1_연안,2014-11-09,129.4258333,37.08166667,38.0,저층,303.5,34.19,7.37,0.49,1.2,6.56,7.92,631.7,2.9,29.9,203.0,,213.5,1.27,7.6,,30.3,,2014,11,4,20144
죽변연안2_연안,2014-02-24,129.3988889,37.09861111,33.0,저층,248.9,34.26,8.76,0.46,6.4,8.82,8.19,311.6,4.3,8.6,75.4,,95.1,0.5,15.5,,25.2,,2014,2,1,20141
죽변연안2_연안,2014-05-24,129.3988889,37.09861111,35.0,저층,305.0,34.15,8.24,0.9,8.1,9.07,8.07,370.1,2.4,15.9,98.6,,111.8,0.99,10.7,,21.9,,2014,5,2,20142
죽변연안2_연안,2014-08-17,129.3988889,37.09861111,34.0,저층,182.7,34.06,9.88,0.06,3.7,10.49,8.15,180.5,0.6,3.4,7.9,,21.7,0.87,13.2,,11.3,,2014,8,3,20143
죽변연안2_연안,2014-11-09,129.3988889,37.09861111,35.0,저층,369.4,34.18,10.27,0.28,2.6,6.22,7.9,609.4,3.6,28.4,190.6,,202.7,1.07,8.5,,35.8,,2014,11,4,20144
죽변연안3_연안,2014-02-24,129.4313889,36.97472222,36.0,저층,246.6,34.07,6.96,0.56,1.0,7.52,8.19,307.9,4.5,8.9,77.4,,85.3,1.01,3.4,,24.6,,2014,2,1,20141
죽변연안3_연안,2014-05-24,129.4313889,36.97472222,37.0,저층,262.3,34.12,9.47,4.5,7.4,9.13,8.13,233.5,1.5,8.6,34.3,,43.3,1.27,7.5,,18.1,,2014,5,2,20142
죽변연안3_연안,2014-08-17,129.4313889,36.97472222,33.0,저층,176.2,33.98,12.86,0.34,0.2,9.61,8.16,115.7,0.3,2.8,4.3,,13.8,1.24,9.1,,11.4,,2014,8,3,20143
죽변연안3_연안,2014-11-09,129.4313889,36.97472222,32.0,저층,267.0,33.83,15.45,2.73,0.7,7.0,8.09,258.3,5.7,9.3,66.7,,80.2,0.94,7.9,,17.9,,2014,11,4,20144
죽변연안4_연안,2014-02-24,129.4347222,36.94666667,48.0,저층,260.1,34.08,6.96,0.46,1.1,9.45,8.19,307.1,4.5,10.2,76.8,,84.5,0.37,3.1,,26.3,,2014,2,1,20141
죽변연안4_연안,2014-05-24,129.4347222,36.94666667,45.0,저층,279.1,34.2,9.63,4.7,9.2,8.86,8.13,264.5,1.8,9.5,50.1,,61.3,1.47,9.4,,20.4,,2014,5,2,20142
죽변연안4_연안,2014-08-17,129.4347222,36.94666667,52.0,저층,178.8,34.08,8.6,0.09,1.2,10.13,8.13,175.9,1.4,5.2,17.3,,34.2,0.48,15.4,,12.3,,2014,8,3,20143
죽변연안4_연안,2014-11-09,129.4347222,36.94666667,48.0,저층,431.8,34.23,11.61,0.67,2.0,5.92,7.94,605.9,2.0,27.1,193.5,,198.6,0.84,3.1,,35.8,,2014,11,4,20144
죽변연안5_연안,2014-02-24,129.4022222,37.12138889,50.0,저층,248.4,34.24,8.72,0.23,1.1,8.76,8.19,304.7,3.7,13.3,73.7,,82.5,0.32,5.1,,24.6,,2014,2,1,20141
죽변연안5_연안,2014-05-24,129.4022222,37.12138889,53.0,저층,383.5,34.05,4.58,0.58,6.4,8.52,7.97,521.4,2.1,24.0,168.4,,177.2,0.59,6.7,,29.9,,2014,5,2,20142
죽변연안5_연안,2014-08-17,129.4022222,37.12138889,52.0,저층,197.0,34.02,8.75,0.29,1.0,10.5,8.14,190.8,1.3,4.7,16.5,,26.3,0.85,8.5,,13.0,,2014,8,3,20143
죽변연안5_연안,2014-11-09,129.4022222,37.12138889,51.0,저층,423.8,34.07,4.8,0.46,1.9,7.71,7.88,658.2,1.5,34.2,217.7,,223.8,0.92,4.6,,37.8,,2014,11,4,20144
죽변연안6_연안,2014-02-24,129.4022222,37.10944444,39.0,저층,254.3,34.25,8.96,0.44,1.9,9.25,8.19,307.7,3.6,13.5,73.6,,85.5,0.47,8.3,,25.1,,2014,2,1,20141
죽변연안6_연안,2014-05-24,129.4022222,37.10944444,42.0,저층,360.5,34.19,5.81,0.9,6.9,8.52,8.03,459.4,2.2,19.7,134.8,,147.3,0.54,10.2,,27.9,,2014,5,2,20142
죽변연안6_연안,2014-08-17,129.4022222,37.10944444,42.0,저층,196.1,34.05,9.58,0.09,0.8,10.49,8.15,179.9,0.9,3.8,9.8,,18.8,1.02,8.2,,11.9,,2014,8,3,20143
죽변연안6_연안,2014-11-09,129.4022222,37.10944444,41.0,저층,444.5,34.13,7.32,0.26,1.6,6.89,7.88,643.4,2.8,32.0,206.6,,218.4,0.92,9.1,,35.5,,2014,11,4,20144
죽변연안H1_항만,2014-02-24,129.4230556,37.05638889,10.0,저층,252.9,34.14,9.53,1.28,2.1,7.12,8.21,268.6,3.8,10.2,67.6,,83.1,0.71,11.7,,31.5,,2014,2,1,20141
죽변연안H1_항만,2014-08-17,129.4230556,37.05638889,9.0,저층,189.4,33.52,22.37,3.88,1.9,8.83,8.22,23.7,0.2,1.6,1.4,,1.7,1.39,0.1,,15.6,,2014,8,3,20143
진도연안1_연안,2014-02-28,126.2263889,34.59583333,40.0,저층,278.3,33.33,8.0,1.16,12.7,9.43,8.14,423.3,1.1,20.2,94.6,,98.6,0.62,2.9,,57.4,,2014,2,1,20141
진도연안1_연안,2014-05-28,126.2263889,34.59583333,37.0,저층,294.8,33.62,16.1,1.23,16.8,8.55,8.13,207.5,7.2,10.7,73.8,,85.9,1.3,4.9,,27.1,,2014,5,2,20142
진도연안1_연안,2014-08-22,126.2263889,34.59583333,34.0,저층,289.8,32.29,21.71,0.06,30.9,6.96,8.24,359.7,4.0,10.8,107.1,,112.5,0.97,1.4,,31.2,,2014,8,3,20143
진도연안1_연안,2014-11-19,126.2263889,34.59583333,39.4,저층,293.6,32.59,15.2,0.87,24.0,8.03,8.18,328.3,1.9,11.8,105.7,,107.7,1.05,0.1,,31.9,,2014,11,4,20144
진도연안2_연안,2014-02-28,126.4269444,34.48722222,9.4,저층,201.3,33.22,6.97,1.6,11.2,10.02,8.19,455.2,2.2,13.6,54.4,,59.1,1.38,2.5,,57.7,,2014,2,1,20141
진도연안2_연안,2014-05-28,126.4269444,34.48722222,3.0,저층,327.6,33.61,17.14,2.29,53.7,7.99,8.01,286.3,6.0,11.0,77.0,,92.9,0.73,9.9,,49.1,,2014,5,2,20142
진도연안2_연안,2014-08-22,126.4269444,34.48722222,4.2,저층,338.4,31.72,24.3,0.26,21.8,6.96,8.21,586.2,23.4,13.7,113.7,,139.4,1.0,2.3,,37.4,,2014,8,3,20143
진도연안2_연안,2014-11-19,126.4269444,34.48722222,5.0,저층,288.7,32.49,12.5,2.06,12.1,8.84,8.23,390.8,9.7,10.7,74.4,,85.7,1.09,1.6,,26.9,,2014,11,4,20144
진도연안3_연안,2014-02-28,126.3938889,34.34777778,12.0,저층,207.2,33.61,8.47,1.13,16.7,14.28,8.12,410.2,3.5,15.3,72.2,,79.6,0.57,3.9,,30.6,,2014,2,1,20141
진도연안3_연안,2014-05-28,126.3938889,34.34777778,12.0,저층,265.9,33.89,16.23,2.29,34.5,8.39,8.11,156.5,4.2,8.2,32.8,,44.4,1.16,7.4,,30.8,,2014,5,2,20142
진도연안3_연안,2014-08-22,126.3938889,34.34777778,11.0,저층,272.8,32.96,22.76,0.52,31.0,7.36,8.25,401.7,8.9,9.9,66.8,,77.6,0.84,1.9,,32.9,,2014,8,3,20143
진도연안3_연안,2014-11-19,126.3938889,34.34777778,11.4,저층,257.7,32.72,14.21,1.36,5.6,8.42,8.22,333.5,7.0,9.4,68.2,,76.0,1.09,0.7,,19.7,,2014,11,4,20144
진도연안4_연안,2014-02-28,126.3022222,34.34138889,16.4,저층,235.4,33.66,8.71,0.93,25.5,9.48,8.18,451.2,3.3,16.7,72.8,,80.5,0.54,4.3,,42.5,,2014,2,1,20141
진도연안4_연안,2014-05-28,126.3022222,34.34138889,20.0,저층,296.0,33.91,15.37,2.75,52.5,8.39,8.1,167.5,5.6,8.3,40.2,,55.9,0.52,10.1,,43.6,,2014,5,2,20142
진도연안4_연안,2014-08-22,126.3022222,34.34138889,13.0,저층,264.8,32.57,21.35,0.09,19.3,7.18,8.26,354.2,7.7,8.6,64.4,,74.9,0.81,2.8,,26.5,,2014,8,3,20143
진도연안4_연안,2014-11-19,126.3022222,34.34138889,18.1,저층,309.5,32.81,14.81,0.9,20.6,8.08,8.18,342.8,3.8,11.7,98.8,,104.1,1.02,1.6,,33.0,,2014,11,4,20144
진주만1_연안,2014-02-15,128.0,34.95388889,6.5,저층,128.9,33.52,6.83,3.39,6.8,10.15,8.13,52.6,1.0,7.7,4.1,,6.8,0.73,1.7,,18.8,,2014,2,1,20141
진주만1_연안,2014-05-15,128.0,34.95388889,13.8,저층,237.5,33.51,18.76,2.37,3.3,7.9,8.19,407.8,0.8,6.3,3.5,,14.3,1.21,10.0,,17.4,,2014,5,2,20142
진주만1_연안,2014-08-22,128.0,34.95388889,13.2,저층,408.2,29.4,23.9,4.55,9.2,6.25,8.03,824.5,46.5,10.5,149.6,,216.0,1.41,19.8,,30.3,,2014,8,3,20143
진주만1_연안,2014-11-14,128.0,34.95388889,13.5,저층,390.6,31.78,16.5,1.74,6.0,7.56,8.03,816.1,76.8,28.1,117.9,,222.5,0.58,27.8,,35.9,,2014,11,4,20144
진주만2_연안,2014-02-15,127.9366667,34.8775,6.5,저층,145.2,33.44,6.16,3.92,30.2,10.6,8.15,26.8,0.9,5.4,6.6,,11.4,1.06,3.9,,23.8,,2014,2,1,20141
진주만2_연안,2014-05-15,127.9366667,34.8775,4.7,저층,263.4,33.1,20.92,3.65,6.7,7.7,8.13,620.1,0.5,5.5,3.3,,13.8,1.42,9.9,,21.6,,2014,5,2,20142
진주만2_연안,2014-08-22,127.9366667,34.8775,4.4,저층,386.4,27.4,25.0,13.25,12.6,9.82,8.4,744.0,10.2,4.1,66.2,,84.7,3.19,8.3,,25.8,,2014,8,3,20143
진주만2_연안,2014-11-14,127.9366667,34.8775,6.0,저층,476.1,31.53,13.72,3.13,6.2,8.47,8.05,1110.7,54.9,34.8,136.6,,286.0,1.16,94.5,,44.2,,2014,11,4,20144
진해만1_환경관리,2014-02-22,128.76667,35.03333,24.0,저층,98.5,33.8,9.33,4.0,15.1,8.79,8.24,215.4,4.1,10.4,73.2,,95.8,0.91,18.5,,12.3,,2014,2,1,20141
진해만1_환경관리,2014-05-22,128.76667,35.03333,23.0,저층,233.7,34.0,15.47,1.05,8.3,7.62,8.23,287.8,4.8,11.8,23.5,,35.7,1.21,7.5,,26.4,,2014,5,2,20142
