"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","아산연안3_연안","1998-02-01 00:00:00","126.5194444","37.08888889","0","0","표층","31.77","1","2.66","1","54","2","9.3","1","8","2","5","2","24","1","160","1","1.2","2","237","2","0.87","2","72","2","",""
"해양환경측정망","아산연안3_연안","1998-02-01 00:00:00","126.5194444","37.08888889","0","23","저층","31.78","1","2.65","1","","","9.77","1","7.99","2","3","2","18","1","137","1","","","204","2","1.54","2","64","2","",""
"해양환경측정망","아산연안3_연안","1998-05-01 00:00:00","126.5194444","37.08888889","0","0","표층","31.09","1","13.8","1","14.33","2","10.2286","1","8","2","9.1","2","16.43","1","152.74","1","2.2","2","194","2","0.99","2","31.514","2","",""
"해양환경측정망","아산연안3_연안","1998-05-01 00:00:00","126.5194444","37.08888889","0","27.5","저층","31.21","1","13.19","1","","","9.7","1","8.14","2","2.66","2","7.13","1","65.94","1","","","78","2","0.8","2","9.142","2","",""
"해양환경측정망","아산연안3_연안","1998-08-01 00:00:00","126.5194444","37.08888889","0","0","표층","26.33","1","26.04","1","10","2","6.39","1","7.96","2","28","2","41","1","310","1","1.9","2","578","2","1.92","2","240","2","",""
"해양환경측정망","아산연안3_연안","1998-08-01 00:00:00","126.5194444","37.08888889","0","30","저층","26.93","1","25.03","1","","","6.54","1","7.97","2","21","2","32.1","1","253","1","","","330","2","1.56","2","56","2","",""
"해양환경측정망","아산연안3_연안","1998-11-01 00:00:00","126.5194444","37.08888889","0","0","표층","30.14","1","17.14","1","36","2","7.73","1","8.16","2","5.5","2","29.4","1","185.8","1","0.9","2","307","2","0.85","2","115.3","2","",""
"해양환경측정망","아산연안3_연안","1998-11-01 00:00:00","126.5194444","37.08888889","0","28","저층","30.62","1","17.19","1","","","7.67","1","8.32","2","9.7","2","42.2","1","144.8","1","","","273","2","0.55","2","118","2","",""
"해양환경측정망","아산연안4_연안","1998-02-01 00:00:00","126.7452778","37.00555556","0","0","표층","31.05","1","2.32","1","51.3","2","8.97","1","7.95","2","7","2","24","1","226","1","1.2","2","314","2","1.02","2","81","2","",""
"해양환경측정망","아산연안4_연안","1998-02-01 00:00:00","126.7452778","37.00555556","0","22","저층","31.32","1","2.18","1","","","9.7","1","7.99","2","5","2","17","1","135","1","","","226","2","1.21","2","86","2","",""
"해양환경측정망","아산연안4_연안","1998-05-01 00:00:00","126.7452778","37.00555556","0","0","표층","30.55","1","14.12","1","9.33","2","10.2","1","7.96","2","16.8","2","26.04","1","262.36","1","1.4","2","348","2","1.12","2","69.16","2","",""
"해양환경측정망","아산연안4_연안","1998-05-01 00:00:00","126.7452778","37.00555556","0","12.5","저층","31.12","1","13","1","","","8.28571","1","8.01","2","5.74","2","18.972","1","157.08","1","","","180","2","0.8","2","16.744","2","",""
"해양환경측정망","아산연안4_연안","1998-08-01 00:00:00","126.7452778","37.00555556","0","0","표층","25.81","1","25.25","1","28","2","5.5","1","7.88","2","30","2","44","1","366","1","1.4","2","593","2","1.15","2","197","2","",""
"해양환경측정망","아산연안4_연안","1998-08-01 00:00:00","126.7452778","37.00555556","0","16","저층","25.83","1","25.88","1","","","6.31","1","7.88","2","19","2","49","1","280","1","","","419","2","0.98","2","120","2","",""
"해양환경측정망","양양연안1_연안","1998-02-01 00:00:00","128.7502778","38.0125","0","0","표층","34.21","1","9.8","1","8.8","2","8.47","1","8","2","7","2","13","1","47","1","14","2","68","2","0.24","2","14","2","",""
"해양환경측정망","양양연안1_연안","1998-02-01 00:00:00","128.7502778","38.0125","0","32","저층","34.41","1","9.5","1","","","8.41","1","8","2","8","2","11","1","73","1","","","106","2","0.13","2","25","2","",""
"해양환경측정망","양양연안1_연안","1998-05-01 00:00:00","128.7502778","38.0125","0","0","표층","33.74","1","14.95","1","12.8","2","8.61","1","8.03","2","4","2","9","1","25","1","12","2","65","2","0.8","2","36","2","",""
"해양환경측정망","양양연안1_연안","1998-05-01 00:00:00","128.7502778","38.0125","0","31","저층","33.91","1","3.44","1","","","8.61","1","8.02","2","4","2","8","1","6","1","","","42","2","0.74","2","32","2","",""
"해양환경측정망","양양연안1_연안","1998-08-01 00:00:00","128.7502778","38.0125","0","0","표층","28.85","1","24.05","1","3.1","2","7.81429","1","8.04","2","1.54","2","4.433","1","12.32","1","6.5","2","44","2","0.34","2","29.96","2","",""
"해양환경측정망","양양연안1_연안","1998-08-01 00:00:00","128.7502778","38.0125","0","30","저층","31.1","1","19.66","1","","","6.8","1","7.98","2","1.96","2","19.189","1","7.84","1","","","44","2","0.14","2","33.88","2","",""
"해양환경측정망","양양연안1_연안","1998-11-01 00:00:00","128.7502778","38.0125","0","0","표층","33.63","1","14.72","1","0.1","2","8.08853","1","8","2","3.78","2","10.137","1","110.474","1","10","2","189","2","1.63","2","75.278","2","",""
"해양환경측정망","양양연안1_연안","1998-11-01 00:00:00","128.7502778","38.0125","0","27","저층","33.66","1","14.63","1","","","7.97787","1","8","2","4.97","2","11.749","1","73.528","1","","","223","2","0.77","2","144.2","2","",""
"해양환경측정망","여수연안1_연안","1998-02-01 00:00:00","127.7661111","34.73555556","0","0","표층","32.98","1","6.5","1","15.9","2","10.94","1","8.1","2","6","2","46","1","81","1","2.5","2","98","2","1.54","2","11","2","",""
"해양환경측정망","여수연안1_연안","1998-02-01 00:00:00","127.7661111","34.73555556","0","10","저층","32.98","1","6.6","1","","","11.17","1","8.11","2","7","2","6","1","53","1","","","77","2","2.19","2","17","2","",""
"해양환경측정망","여수연안1_연안","1998-05-01 00:00:00","127.7661111","34.73555556","0","0","표층","29.4635","1","18.18","1","14.6","2","9.91429","1","8.05","2","17.6719","2","40.6226","1","38.5873","1","2.5","2","96","2","1.77636","2","39.0047","2","",""
"해양환경측정망","여수연안1_연안","1998-05-01 00:00:00","127.7661111","34.73555556","0","8","저층","29.706","1","17.2","1","","","8.14286","1","8.04","2","18.6503","2","43.1959","1","39.6654","1","","","97","2","0.912182","2","38.4353","2","",""
"해양환경측정망","여수연안1_연안","1998-08-01 00:00:00","127.7661111","34.73555556","0","0","표층","30.62","1","26.08","1","5.9","2","7.17","1","8.14","2","8","2","25","1","9","1","1.5","2","61","2","2.51","2","44","2","",""
"해양환경측정망","여수연안1_연안","1998-08-01 00:00:00","127.7661111","34.73555556","0","14","저층","29.49","1","25.76","1","","","5.87","1","7.86","2","16","2","39","1","22","1","","","97","2","2.68","2","59","2","",""
"해양환경측정망","여수연안1_연안","1998-11-01 00:00:00","127.7661111","34.73555556","0","0","표층","30.29","1","14.3","1","2.6","2","8.31429","1","8.11","2","9.72706","2","41.5352","1","45.7856","1","3.5","2","98","2","2.36847","2","42.2583","2","",""
"해양환경측정망","여수연안1_연안","1998-11-01 00:00:00","127.7661111","34.73555556","0","12","저층","31.79","1","14","1","","","8.18571","1","8.16","2","9.03227","2","44.802","1","48.9239","1","","","89","2","1.40828","2","31.0368","2","",""
"해양환경측정망","여수연안2_연안","1998-02-01 00:00:00","127.7613889","34.76277778","0","0","표층","32.94","1","6.4","1","10.9","2","11.33","1","8.09","2","6","2","51","1","96","1","1.6","2","122","2","2.11","2","20","2","",""
"해양환경측정망","여수연안2_연안","1998-02-01 00:00:00","127.7613889","34.76277778","0","8.8","저층","32.91","1","6.5","1","","","11.71","1","8.11","2","7","2","42","1","71","1","","","102","2","0.7","2","24","2","",""
"해양환경측정망","여수연안2_연안","1998-05-01 00:00:00","127.7613889","34.76277778","0","0","표층","29.8161","1","17.58","1","21","2","9.54286","1","8.2","2","12.5354","2","33.0863","1","33.7841","1","2.2","2","85","2","4.09682","2","38.4353","2","",""
"해양환경측정망","여수연안2_연안","1998-05-01 00:00:00","127.7613889","34.76277778","0","10","저층","30.0346","1","16.75","1","","","9.02857","1","8.13","2","12.7495","2","28.4909","1","30.1426","1","","","85","2","1.63233","2","42.2076","2","",""
"해양환경측정망","여수연안2_연안","1998-08-01 00:00:00","127.7613889","34.76277778","0","0","표층","20.02","4","27.82","1","8.1","2","11.53","1","8.1","2","3","2","30","1","1","1","1.1","2","48","2","1.48","2","44","2","",""
"해양환경측정망","여수연안2_연안","1998-08-01 00:00:00","127.7613889","34.76277778","0","14","저층","29.15","1","25.19","1","","","7.3","1","7.86","2","22","2","60","1","22","1","","","124","2","1.94","2","80","2","",""
"해양환경측정망","여수연안2_연안","1998-11-01 00:00:00","127.7613889","34.76277778","0","0","표층","31.27","1","19.3","1","10.6","2","7.24286","1","8.17","2","24.5047","2","44.4909","1","15.889","1","1.4","2","48","2","0.864173","2","7.24429","2","",""
"해양환경측정망","여수연안2_연안","1998-11-01 00:00:00","127.7613889","34.76277778","0","14","저층","31.25","1","19.1","1","","","7.31429","1","8.16","2","11.7847","2","44.1797","1","26.4709","1","","","51","2","0.768154","2","12.784","2","",""
"해양환경측정망","여수연안3_연안","1998-02-01 00:00:00","127.8052778","34.76444444","0","0","표층","32.67","1","6.6","1","11","2","10.5","1","8.11","2","10","2","116","4","68","1","2.5","2","112","2","1.5","2","34","2","",""
"해양환경측정망","여수연안3_연안","1998-02-01 00:00:00","127.8052778","34.76444444","0","14","저층","32.78","1","7.2","1","","","11.1","1","8.17","2","9","2","85","1","128","1","","","190","2","1.82","2","53","2","",""
"해양환경측정망","여수연안3_연안","1998-05-01 00:00:00","127.8052778","34.76444444","0","0","표층","30.0235","1","17.92","1","11.2","2","10.2143","1","8.34","2","12.3826","2","20.0356","1","37.8541","1","2.5","2","73","2","5.13703","2","22.5629","2","",""
"해양환경측정망","여수연안3_연안","1998-05-01 00:00:00","127.8052778","34.76444444","0","17","저층","30.1157","1","16.54","1","","","8.75714","1","8.14","2","13.7278","2","22.2413","1","42.6782","1","","","80","2","0.640128","2","23.2035","2","",""
"해양환경측정망","여수연안3_연안","1998-08-01 00:00:00","127.8052778","34.76444444","0","0","표층","21.46","4","27.32","1","7.1","2","11.59","1","8.11","2","3","2","23","1","1","1","1.5","2","65","2","1.76","2","61","2","",""
"해양환경측정망","여수연안3_연안","1998-08-01 00:00:00","127.8052778","34.76444444","0","16","저층","30.02","1","24.75","1","","","5.77","1","7.89","2","18","2","54","1","37","1","","","110","2","0.8","2","55","2","",""
"해양환경측정망","여수연안3_연안","1998-11-01 00:00:00","127.8052778","34.76444444","0","0","표층","31.32","1","19.3","1","12.4","2","6.88571","1","8.17","2","17.2896","2","83.5371","1","45.2862","1","0.9","2","72","2","0.84817","2","9.80109","2","",""
"해양환경측정망","여수연안3_연안","1998-11-01 00:00:00","127.8052778","34.76444444","0","17","저층","31.43","1","19.1","1","","","7.14286","1","8.14","2","16.9155","2","69.5364","1","48.1802","1","","","67","2","0.992198","2","2.34374","2","",""
"해양환경측정망","여수연안4_연안","1998-02-01 00:00:00","127.845","34.69055556","0","0","표층","33.12","1","6.7","1","22.4","2","10.41","1","8.13","2","9","2","22","1","81","1","3.5","2","106","2","0.21","2","16","2","",""
"해양환경측정망","여수연안4_연안","1998-02-01 00:00:00","127.845","34.69055556","0","18","저층","33.23","1","6.9","1","","","10.81","1","8.13","2","9","2","21","1","75","1","","","95","2","0.32","2","11","2","",""
"해양환경측정망","여수연안4_연안","1998-05-01 00:00:00","127.845","34.69055556","0","0","표층","30.3299","1","16.87","1","13.4","2","9.6","1","8.12","2","9.7226","2","18.1974","1","35.128","1","4","2","63","2","1.53631","2","18.15","2","",""
"해양환경측정망","여수연안4_연안","1998-05-01 00:00:00","127.845","34.69055556","0","18","저층","30.6102","1","15.88","1","","","9.44286","1","8.12","2","11.2513","2","21.5061","1","38.7405","1","","","66","2","1.05621","2","16.1571","2","",""
"해양환경측정망","여수연안4_연안","1998-08-01 00:00:00","127.845","34.69055556","0","0","표층","17.59","4","26.68","1","8.5","2","6.91","1","7.97","2","26","2","152","4","176","1","1.5","2","239","2","0.92","2","37","2","",""
"해양환경측정망","여수연안4_연안","1998-08-01 00:00:00","127.845","34.69055556","0","20","저층","29.14","1","24.23","1","","","2.79","1","7.8","2","35","2","76","1","357","1","","","427","2","1.49","2","35","2","",""
"해양환경측정망","여수연안4_연안","1998-11-01 00:00:00","127.845","34.69055556","0","0","표층","31.18","1","18.8","1","2.8","2","7.01429","1","8.12","2","10.502","2","17.7341","1","24.7375","1","2.6","2","39","2","1.5043","2","3.4801","2","",""
"해양환경측정망","여수연안4_연안","1998-11-01 00:00:00","127.845","34.69055556","0","19","저층","31.99","1","19","1","","","6.85714","1","8.12","2","9.56672","2","17.8897","1","17.0061","1","","","29","2","0.928186","2","1.77556","2","",""
"해양환경측정망","여수연안5_연안","1998-02-01 00:00:00","127.8069444","34.62","0","0","표층","33.45","1","9","1","10.4","2","9.41","1","8.15","2","7","2","16","1","81","1","1.8","2","103","2","0.9","2","15","2","",""
"해양환경측정망","여수연안5_연안","1998-02-01 00:00:00","127.8069444","34.62","0","12","저층","33.4","1","8.9","1","","","9.64","1","8.13","2","6","2","22","1","52","1","","","71","2","1.28","2","13","2","",""
"해양환경측정망","여수연안5_연안","1998-05-01 00:00:00","127.8069444","34.62","0","0","표층","30.6897","1","18.51","1","12.8","2","9.88571","1","8.1","2","9.47801","2","16.1755","1","23.3766","1","3.5","2","48","2","1.44029","2","16.3706","2","",""
"해양환경측정망","여수연안5_연안","1998-05-01 00:00:00","127.8069444","34.62","0","13","저층","30.7784","1","17.51","1","","","10.0286","1","8.07","2","9.63088","2","14.1536","1","25.7208","1","","","54","2","1.5043","2","17.7941","2","",""
"해양환경측정망","여수연안5_연안","1998-08-01 00:00:00","127.8069444","34.62","0","0","표층","28.73","1","25.9","1","7.6","2","6.1","1","7.92","2","27","2","42","1","64","1","5.2","2","108","2","1.73","2","17","2","",""
"해양환경측정망","여수연안5_연안","1998-08-01 00:00:00","127.8069444","34.62","0","14","저층","30.06","1","24.9","1","","","4.57","1","7.79","2","30","2","50","1","36","1","","","92","2","1.43","2","26","2","",""
"해양환경측정망","여수연안5_연안","1998-11-01 00:00:00","127.8069444","34.62","0","0","표층","32.06","1","14.8","1","5.2","2","7.81429","1","8.16","2","9.40639","2","39.824","1","48.1298","1","3.2","2","78","2","1.15223","2","20.9516","2","",""
"해양환경측정망","여수연안5_연안","1998-11-01 00:00:00","127.8069444","34.62","0","15","저층","32.07","1","15","1","","","8.02857","1","8.14","2","9.99429","2","34.6904","1","49.2218","1","","","75","2","1.74435","2","16.1221","2","",""
"해양환경측정망","여자만1_연안","1998-02-01 00:00:00","127.4877778","34.80416667","0","0","표층","32.13","1","4.2","1","11.9","2","10.76","1","7.96","2","12","2","65","1","201","1","0.5","2","279","2","2.64","2","66","2","",""
"해양환경측정망","여자만1_연안","1998-02-01 00:00:00","127.4877778","34.80416667","0","6.5","저층","32.17","1","3.5","1","","","10.73","1","8.03","2","14","2","104","4","171","1","","","249","2","2.74","2","64","2","",""
"해양환경측정망","여자만1_연안","1998-05-01 00:00:00","127.4877778","34.80416667","0","0","표층","31.4831","1","19.93","1","17","2","9.4","1","8.12","2","15.1037","2","6.24963","1","6.24445","1","2.1","2","37","2","0.720144","2","15.73","2","",""
"해양환경측정망","여자만1_연안","1998-05-01 00:00:00","127.4877778","34.80416667","0","7","저층","30.4414","1","19.28","1","","","9.42857","1","8.14","2","12.5354","2","5.51438","1","8.86165","1","","","37","2","1.0242","2","15.3741","2","",""
"해양환경측정망","여자만1_연안","1998-08-01 00:00:00","127.4877778","34.80416667","0","0","표층","22.09","4","28.95","1","9.7","2","8.43","1","8.02","2","3","2","3","1","125","1","0.6","2","131","2","3.03","2","2.6","2","",""
"해양환경측정망","여자만1_연안","1998-08-01 00:00:00","127.4877778","34.80416667","0","7","저층","27.13","1","27.31","1","","","4.07","1","7.77","2","8","2","2","1","89","1","","","187","2","2.76","2","90","2","",""
"해양환경측정망","여자만1_연안","1998-11-01 00:00:00","127.4877778","34.80416667","0","0","표층","26.96","4","17.7","1","12.4","2","9.12857","1","7.95","2","35.4076","2","35.1571","1","100.511","1","1.1","2","150","2","1.74435","2","13.9204","2","",""
"해양환경측정망","여자만1_연안","1998-11-01 00:00:00","127.4877778","34.80416667","0","8","저층","27.87","1","17.83","1","","","8.85714","1","8.07","2","29.2613","2","21.3121","1","73.8609","1","","","119","2","3.64873","2","16.2641","2","",""
"해양환경측정망","여자만2_연안","1998-02-01 00:00:00","127.4444444","34.76805556","0","0","표층","32.23","1","3.8","1","8.9","2","11.3","1","8.02","2","12","2","80","1","186","1","0.5","2","251","2","2.37","2","53","2","",""
"해양환경측정망","여자만2_연안","1998-02-01 00:00:00","127.4444444","34.76805556","0","5","저층","32.23","1","3.5","1","","","11.71","1","8.04","2","16","2","86","4","194","1","","","260","2","1.1","2","50","2","",""
"해양환경측정망","여자만2_연안","1998-05-01 00:00:00","127.4444444","34.76805556","0","0","표층","31.4337","1","19.32","1","24","2","9.47143","1","8.15","2","13.0552","2","4.96294","1","5.502","1","3.5","2","35","2","0.416083","2","16.2994","2","",""
"해양환경측정망","여자만2_연안","1998-05-01 00:00:00","127.4444444","34.76805556","0","7","저층","31.4457","1","18.48","1","","","9.04286","1","8.12","2","11.7405","2","4.4115","1","8.87317","1","","","40","2","0.416083","2","19.2888","2","",""
"해양환경측정망","여자만2_연안","1998-08-01 00:00:00","127.4444444","34.76805556","0","0","표층","24.1","4","28.55","1","24.3","2","8.9","1","8.01","2","3","2","0","1","89","1","1.4","2","97","2","2.5","2","5","2","",""
"해양환경측정망","여자만2_연안","1998-08-01 00:00:00","127.4444444","34.76805556","0","5","저층","27.58","1","27.08","1","","","4.84","1","7.82","2","6","2","4","1","62","1","","","136","2","2.53","2","68","2","",""
"해양환경측정망","여자만2_연안","1998-11-01 00:00:00","127.4444444","34.76805556","0","0","표층","28.9","1","18.08","1","17.2","2","8.58571","1","8.13","2","31.6397","2","29.2458","1","54.2255","1","1","2","95","2","2.73655","2","9.37496","2","",""
"해양환경측정망","여자만2_연안","1998-11-01 00:00:00","127.4444444","34.76805556","0","7","저층","28.95","1","17.77","1","","","10.2","1","8.16","2","28.2459","2","34.0682","1","56.0158","1","","","111","2","4.20884","2","26.9175","2","",""
"해양환경측정망","여자만3_연안","1998-02-01 00:00:00","127.5222222","34.6775","0","0","표층","33.08","1","6.3","1","10.6","2","10.46","1","8.07","2","9","2","48","1","145","1","0.8","2","184","2","0.74","2","30","2","",""
"해양환경측정망","여자만3_연안","1998-02-01 00:00:00","127.5222222","34.6775","0","10","저층","33.02","1","6.4","1","","","10.2","1","7.32","2","8","2","42","1","144","1","","","174","2","1.44","2","22","2","",""
"해양환경측정망","여자만3_연안","1998-05-01 00:00:00","127.5222222","34.6775","0","0","표층","31.4769","1","18.05","1","21.8","2","8.8","1","8.1","2","13.1469","2","3.49244","1","0.562885","1","4.5","2","42","2","0.304061","2","27.7588","2","",""
"해양환경측정망","여자만3_연안","1998-05-01 00:00:00","127.5222222","34.6775","0","11","저층","31.527","1","17.82","1","","","9.44286","1","8.1","2","13.789","2","7.53631","1","7.55915","1","","","47","2","0.592118","2","25.0541","2","",""
"해양환경측정망","여자만3_연안","1998-08-01 00:00:00","127.5222222","34.6775","0","0","표층","25.36","4","28.61","1","7.9","2","8.43","1","7.95","2","3","2","2","1","92","1","1.2","2","98","2","1.96","2","3","2","",""
"해양환경측정망","여자만3_연안","1998-08-01 00:00:00","127.5222222","34.6775","0","11","저층","27.76","1","27.23","1","","","6.49","1","7.89","2","8","2","4","1","62","1","","","151","2","2.47","2","81","2","",""
"해양환경측정망","여자만3_연안","1998-11-01 00:00:00","127.5222222","34.6775","0","0","표층","29.55","1","18.57","1","5.8","2","8.75714","1","8.15","2","28.7269","2","31.2681","1","17.3173","1","1","2","56","2","1.37628","2","10.0142","2","",""
"해양환경측정망","여자만3_연안","1998-11-01 00:00:00","127.5222222","34.6775","0","11","저층","29.89","1","18.11","1","","","8.65714","1","8.14","2","26.402","2","32.8237","1","56.9052","1","","","99","2","1.47229","2","15.5539","2","",""
"해양환경측정망","영일만10_연안","1998-02-01 00:00:00","129.48","36.07694444","0","0","표층","34.18","1","11","1","8.2","2","8.09","1","8.04","2","6","2","12","1","98","1","10","2","127","2","0.38","2","23","2","",""
"해양환경측정망","영일만10_연안","1998-02-01 00:00:00","129.48","36.07694444","0","27","저층","34.26","1","11","1","","","8.09","1","8.04","2","6","2","13","1","86","1","","","116","2","0.24","2","24","2","",""
"해양환경측정망","영일만10_연안","1998-05-01 00:00:00","129.48","36.07694444","0","0","표층","33.47","1","15.47","1","13.9","2","8.96","1","8.08","2","5","2","10","1","20","1","5","2","37","2","0.29","2","12","2","",""
"해양환경측정망","영일만10_연안","1998-05-01 00:00:00","129.48","36.07694444","0","26","저층","33.76","1","6.96","1","","","7.57","1","8.04","2","5","2","4","1","26","1","","","41","2","0.37","2","10","2","",""
"해양환경측정망","영일만10_연안","1998-08-01 00:00:00","129.48","36.07694444","0","0","표층","31.52","1","22.56","1","10","2","7.37143","1","8.05","2","3.64","2","3.348","1","41.86","1","6.5","2","55","2","1.34","2","8.54","2","",""
"해양환경측정망","영일만10_연안","1998-08-01 00:00:00","129.48","36.07694444","0","26","저층","30.23","1","21.08","1","","","7.27143","1","8.1","2","2.94","2","5.797","1","47.88","1","","","69","2","1.57","2","18.06","2","",""
"해양환경측정망","영일만10_연안","1998-11-01 00:00:00","129.48","36.07694444","0","0","표층","33.11","1","14.77","1","1.8","2","7.68612","1","8.04","2","6.244","2","12.524","1","112.826","1","6","2","168","2","1.94","2","49.406","2","",""
"해양환경측정망","영일만10_연안","1998-11-01 00:00:00","129.48","36.07694444","0","26","저층","33.66","1","14.78","1","","","7.60563","1","8.04","2","7.546","2","11.501","1","55.468","1","","","98","2","1.03","2","35.476","2","",""
"해양환경측정망","영일만11_연안","1998-02-01 00:00:00","129.5127778","36.06555556","0","0","표층","33.68","1","10.6","1","6.4","2","8.07","1","8.02","2","10","2","12","1","97","1","9.5","2","131","2","0.34","2","24","2","",""
"해양환경측정망","영일만11_연안","1998-02-01 00:00:00","129.5127778","36.06555556","0","28","저층","31.2","1","11.1","1","","","8.08","1","8.03","2","5","2","12","1","87","1","","","111","2","0.37","2","19","2","",""
"해양환경측정망","영일만11_연안","1998-05-01 00:00:00","129.5127778","36.06555556","0","0","표층","31.85","1","16.12","1","13.7","2","8.76","1","8.08","2","7","2","10","1","41","1","5","2","68","2","0.61","2","20","2","",""
"해양환경측정망","영일만11_연안","1998-05-01 00:00:00","129.5127778","36.06555556","0","28","저층","33.69","1","5.92","1","","","7.3","1","8.03","2","6","2","9","1","20","1","","","34","2","0.8","2","8","2","",""
"해양환경측정망","영일만11_연안","1998-08-01 00:00:00","129.5127778","36.06555556","0","0","표층","23.06","1","23.24","1","7.8","2","7.41429","1","8.32","2","6.3","2","3.689","1","85.4","1","3","2","118","2","1.55","2","27.02","2","",""
"해양환경측정망","영일만11_연안","1998-08-01 00:00:00","129.5127778","36.06555556","0","28","저층","31.48","1","20.75","1","","","6.92857","1","8.04","2","3.92","2","3.193","1","34.3","1","","","57","2","0.99","2","19.32","2","",""
"해양환경측정망","영일만11_연안","1998-11-01 00:00:00","129.5127778","36.06555556","0","0","표층","33.68","1","14.2","1","1.3","2","8.03823","1","8.02","2","6.888","2","5.921","1","97.776","1","5","2","222","2","0.43","2","116.508","2","",""
"해양환경측정망","영일만11_연안","1998-11-01 00:00:00","129.5127778","36.06555556","0","27","저층","33.53","1","14.17","1","","","8.08853","1","8.03","2","9.954","2","18.414","1","114.618","1","","","172","2","0.08","2","46.914","2","",""
"해양환경측정망","영일만12_연안","1998-02-01 00:00:00","129.4833333","36.13444444","0","0","표층","34.36","1","11.7","1","5","2","8.08","1","8.03","2","9","2","14","1","87","1","8","2","128","2","0.45","2","32","2","",""
"해양환경측정망","영일만12_연안","1998-02-01 00:00:00","129.4833333","36.13444444","0","33","저층","34.34","1","11.7","1","","","8.09","1","8.04","2","7","2","12","1","119","1","","","160","2","0.46","2","34","2","",""
"해양환경측정망","영일만12_연안","1998-05-01 00:00:00","129.4833333","36.13444444","0","0","표층","34.06","1","15.35","1","15.5","2","8.11","1","8.05","2","7","2","7","1","20","1","8","2","59","2","0.08","2","32","2","",""
"해양환경측정망","영일만12_연안","1998-05-01 00:00:00","129.4833333","36.13444444","0","35","저층","34.06","1","7.91","1","","","7.66","1","8.03","2","5","2","5","1","16","1","","","54","2","0.56","2","33","2","",""
"해양환경측정망","영일만12_연안","1998-08-01 00:00:00","129.4833333","36.13444444","0","0","표층","31.59","1","22.15","1","11.7","2","8.6","1","7.97","2","3.08","2","16.182","1","52.78","1","8.5","2","101","2","0.86","2","45.36","2","",""
"해양환경측정망","영일만12_연안","1998-08-01 00:00:00","129.4833333","36.13444444","0","34","저층","32.85","1","20.95","1","","","8.35714","1","7.99","2","3.64","2","9.3","1","18.34","1","","","55","2","0.85","2","33.18","2","",""
"해양환경측정망","영일만12_연안","1998-11-01 00:00:00","129.4833333","36.13444444","0","0","표층","33.59","1","16.1","1","0.9","2","7.49497","1","7.49","2","5.474","2","10.912","1","101.388","1","8","2","177","2","1.54","2","71.33","2","",""
"해양환경측정망","영일만12_연안","1998-11-01 00:00:00","129.4833333","36.13444444","0","33","저층","33.71","1","14.45","1","","","7.77666","1","7.63","2","9.044","2","17.019","1","128.31","1","","","213","2","1.2","2","76.132","2","",""
"해양환경측정망","영일만2_연안","1998-02-01 00:00:00","129.43","36.0125","0","0","표층","32.12","1","10.3","1","10.6","2","8.07","1","8.02","2","4","2","15","1","138","1","4","2","203","2","0.72","2","61","2","",""
"해양환경측정망","영일만2_연안","1998-02-01 00:00:00","129.43","36.0125","0","12","저층","32.93","1","10.7","1","","","8.07","1","8.02","2","4","2","14","1","170","1","","","225","2","0.46","2","51","2","",""
"해양환경측정망","영일만2_연안","1998-05-01 00:00:00","129.43","36.0125","0","0","표층","32.73","1","17.31","1","18.5","2","8.94","1","8.05","2","10","2","9","1","65","1","3.5","2","112","2","1.06","2","37","2","",""
"해양환경측정망","영일만2_연안","1998-05-01 00:00:00","129.43","36.0125","0","12","저층","33.65","1","14.98","1","","","8.26","1","8.06","2","5","2","12","1","19","1","","","82","2","1.54","2","58","2","",""
"해양환경측정망","영일만2_연안","1998-08-01 00:00:00","129.43","36.0125","0","0","표층","28.46","1","23.08","1","10.1","2","7.14286","1","7.97","2","7.56","2","7.44","1","196","1","3.5","2","269","2","1.79","2","64.54","2","",""
"해양환경측정망","영일만2_연안","1998-08-01 00:00:00","129.43","36.0125","0","13","저층","31.7","1","22.36","1","","","7.11429","1","8","2","3.64","2","4.867","1","41.44","1","","","109","2","0.69","2","64.4","2","",""
"해양환경측정망","영일만2_연안","1998-11-01 00:00:00","129.43","36.0125","0","0","표층","33.69","1","14.38","1","2.5","2","7.99799","1","8.02","2","6.398","2","14.57","1","102.312","1","3.5","2","194","2","0.78","2","85.554","2","",""
"해양환경측정망","영일만2_연안","1998-11-01 00:00:00","129.43","36.0125","0","13","저층","33.48","1","14.35","1","","","7.89738","1","8.02","2","10.164","2","15.624","1","156.17","1","","","279","2","1.25","2","112.952","2","",""
"해양환경측정망","영일만3_연안","1998-02-01 00:00:00","129.4383333","36.00777778","0","0","표층","31.95","1","10.1","1","11.2","2","8.07","1","8.02","2","4","2","15","1","115","1","4","2","158","2","0.69","2","39","2","",""
